species	rate_e_mean	rate_e_lower	rate_e_upper
Pteropus ocularis	0.00017406	0.00014896	0.00019991
Pteropus ornatus	0.00017018	0.00014612	0.00019677
Pteropus personatus	0.00003498	0.00002394	0.00004669
Pteropus pohlei	0.00020361	0.00017671	0.00023280
Pteropus poliocephalus	0.00018944	0.00016271	0.00021587
Pteropus pselaphon	0.00038842	0.00035075	0.00042654
Pteropus pumilus	0.00016126	0.00013677	0.00018656
Pteropus rayneri	0.00013199	0.00010930	0.00015350
Pteropus rennelli	0.00034502	0.00030798	0.00038163
Pteropus rodricensis	0.00035474	0.00031715	0.00039116
Pteropus rufus	0.00018150	0.00015651	0.00020837
Pteropus samoensis	0.00013689	0.00011571	0.00016152
Pteropus scapulatus	0.00003179	0.00002145	0.00004372
Pteropus seychellensis	0.00003882	0.00002710	0.00005096
Pteropus speciosus	0.00020508	0.00017642	0.00023290
Pteropus temminckii	0.00019477	0.00016685	0.00022177
Pteropus tonganus	0.00003114	0.00002034	0.00004225
Pteropus tuberculatus	0.00130489	0.00123345	0.00137975
Pteropus ualanus	0.00019902	0.00017255	0.00022775
Pteropus vampyrus	0.00015197	0.00012712	0.00017622
Pteropus vetulus	0.00020093	0.00017397	0.00022886
Pteropus voeltzkowi	0.00019489	0.00016786	0.00022286
Pteropus woodfordi	0.00003101	0.00002071	0.00004197
Ptilocercus lowii	0.00004802	0.00003466	0.00006135
Pudu mephistophiles	0.00019363	0.00016641	0.00022103
Pudu puda	0.00018397	0.00015683	0.00021052
Puma concolor	0.00003511	0.00002382	0.00004677
Punomys kofordi	0.00017737	0.00015179	0.00020359
Punomys lemminus	0.00020184	0.00017467	0.00023036
Pusa caspica	0.00038172	0.00034407	0.00042232
Pusa hispida	0.00004430	0.00003110	0.00005696
Pusa sibirica	0.00003711	0.00002562	0.00004904
Pygathrix cinerea	0.00133325	0.00126168	0.00140836
Pygathrix nemaeus	0.00035442	0.00031729	0.00039172
Pygathrix nigripes	0.00031860	0.00028283	0.00035370
Pygeretmus platyurus	0.00002589	0.00001709	0.00003598
Pygeretmus pumilio	0.00004603	0.00003413	0.00006034
Pygeretmus zhitkovi	0.00016062	0.00013574	0.00018651
Pygoderma bilabiatum	0.00003593	0.00002438	0.00004764
Rangifer tarandus	0.00018356	0.00015829	0.00021100
Raphicerus campestris	0.00004213	0.00003023	0.00005568
Raphicerus melanotis	0.00003811	0.00002594	0.00005007
Raphicerus sharpei	0.00003793	0.00002603	0.00004998
Rattus adustus	0.00020174	0.00017407	0.00022900
Rattus andamanensis	0.00003113	0.00002076	0.00004244
Rattus annandalei	0.00003707	0.00002558	0.00004955
Rattus arfakiensis	0.00020937	0.00018119	0.00023822
Rattus argentiventer	0.00003116	0.00002122	0.00004242
Rattus arrogans	0.00003994	0.00002730	0.00005189
Rattus baluensis	0.00003681	0.00002562	0.00004877
Rattus blangorum	0.00020096	0.00017361	0.00022927
Rattus bontanus	0.00016416	0.00013918	0.00018825
Rattus burrus	0.00032254	0.00028542	0.00035634
Rattus colletti	0.00003705	0.00002578	0.00004914
Rattus detentus	0.00018355	0.00015814	0.00021009
Rattus elaphinus	0.00012369	0.00010221	0.00014591
Rattus enganus	0.00019772	0.00017109	0.00022627
Rattus everetti	0.00004705	0.00003420	0.00006045
Rattus exulans	0.00003192	0.00002164	0.00004346
Rattus feliceus	0.00015187	0.00012799	0.00017616
Rattus fuscipes	0.00004038	0.00002808	0.00005306
Rattus giluwensis	0.00003091	0.00002077	0.00004221
Rattus hainaldi	0.00033881	0.00030492	0.00037694
Rattus hoffmanni	0.00002503	0.00001566	0.00003477
Rattus hoogerwerfi	0.00017768	0.00015220	0.00020507
Rattus jobiensis	0.00003895	0.00002719	0.00005167
Rattus koopmani	0.00020273	0.00017529	0.00023104
Rattus korinchi	0.00019772	0.00017122	0.00022610
Rattus leucopus	0.00004219	0.00002973	0.00005522
Rattus losea	0.00005008	0.00003670	0.00006383
Rattus lugens	0.00020985	0.00018157	0.00023835
Rattus lutreolus	0.00004296	0.00003033	0.00005571
Rattus marmosurus	0.00004723	0.00003396	0.00006041
Rattus mindorensis	0.00004405	0.00003127	0.00005707
Rattus mollicomulus	0.00002079	0.00001178	0.00002990
Rattus montanus	0.00035032	0.00031162	0.00038585
Rattus mordax	0.00005408	0.00003972	0.00006852
Rattus morotaiensis	0.00003120	0.00002052	0.00004157
Rattus nikenii	0.00023195	0.00020254	0.00026189
Rattus niobe	0.00003100	0.00002062	0.00004191
Rattus nitidus	0.00005512	0.00004132	0.00007038
Rattus norvegicus	0.00002310	0.00001443	0.00003313
Rattus novaeguineae	0.00003518	0.00002356	0.00004669
Rattus omichlodes	0.00021912	0.00019011	0.00024755
Rattus osgoodi	0.00003511	0.00002384	0.00004714
Rattus palmarum	0.00021187	0.00018367	0.00023963
Rattus pelurus	0.00018675	0.00015900	0.00021279
Rattus pococki	0.00002495	0.00001575	0.00003518
Rattus praetor	0.00003397	0.00002275	0.00004547
Rattus pyctoris	0.00004184	0.00002938	0.00005445
Rattus ranjiniae	0.00032782	0.00029210	0.00036295
Rattus rattus	0.00003712	0.00002527	0.00004873
Rattus richardsoni	0.00018466	0.00015809	0.00021156
Rattus salocco	0.00019875	0.00017174	0.00022761
Rattus satarae	0.00018144	0.00015534	0.00020802
Rattus simalurensis	0.00034721	0.00031064	0.00038347
Rattus sordidus	0.00003793	0.00002663	0.00005047
Rattus steini	0.00003409	0.00002364	0.00004544
Rattus stoicus	0.00020167	0.00017453	0.00023018
Rattus tanezumi	0.00002808	0.00001798	0.00003801
Rattus tawitawiensis	0.00019489	0.00016796	0.00022295
Rattus timorensis	0.00020191	0.00017505	0.00023049
Rattus tiomanicus	0.00002810	0.00001805	0.00003917
Rattus tunneyi	0.00003817	0.00002632	0.00005029
Rattus vandeuseni	0.00032171	0.00028442	0.00035543
Rattus verecundus	0.00002887	0.00001854	0.00003972
Rattus villosissimus	0.00003798	0.00002629	0.00004973
Rattus xanthurus	0.00014169	0.00011886	0.00016500
Ratufa affinis	0.00013806	0.00011562	0.00016154
Ratufa bicolor	0.00015306	0.00012975	0.00017798
Ratufa indica	0.00004013	0.00002818	0.00005252
Ratufa macroura	0.00014306	0.00011928	0.00016618
Redunca arundinum	0.00003483	0.00002343	0.00004641
Redunca fulvorufula	0.00034864	0.00031236	0.00038539
Redunca redunca	0.00003341	0.00002189	0.00004438
Reithrodon auritus	0.00003186	0.00002130	0.00004374
Reithrodon typicus	0.00003187	0.00002113	0.00004354
Reithrodontomys bakeri	0.00034928	0.00031369	0.00038619
Reithrodontomys brevirostris	0.00003733	0.00002627	0.00004992
Reithrodontomys burti	0.00020481	0.00017715	0.00023317
Reithrodontomys chrysopsis	0.00002912	0.00001890	0.00003921
Reithrodontomys creper	0.00002298	0.00001370	0.00003219
Reithrodontomys darienensis	0.00003319	0.00002262	0.00004441
Reithrodontomys fulvescens	0.00003319	0.00002208	0.00004444
Reithrodontomys gracilis	0.00003802	0.00002649	0.00005099
Reithrodontomys hirsutus	0.00018965	0.00016272	0.00021602
Reithrodontomys humulis	0.00003505	0.00002428	0.00004701
Reithrodontomys megalotis	0.00004506	0.00003248	0.00005830
Reithrodontomys mexicanus	0.00002705	0.00001717	0.00003781
Reithrodontomys microdon	0.00003887	0.00002724	0.00005138
Reithrodontomys montanus	0.00003912	0.00002720	0.00005138
Reithrodontomys musseri	0.00020313	0.00017440	0.00023107
Reithrodontomys paradoxus	0.00018066	0.00015545	0.00020867
Reithrodontomys raviventris	0.00033169	0.00029684	0.00036924
Reithrodontomys rodriguezi	0.00004307	0.00003107	0.00005625
Reithrodontomys spectabilis	0.00138510	0.00130784	0.00146014
Reithrodontomys sumichrasti	0.00004892	0.00003502	0.00006216
Reithrodontomys tenuirostris	0.00034076	0.00030630	0.00037977
Reithrodontomys zacatecae	0.00002991	0.00001961	0.00004116
Rhabdomys bechuanae	0.00003984	0.00002751	0.00005234
Rhabdomys dilectus	0.00004218	0.00003007	0.00005539
Rhabdomys intermedius	0.00003911	0.00002806	0.00005236
Rhabdomys pumilio	0.00003207	0.00002144	0.00004322
Rhagomys longilingua	0.00003612	0.00002467	0.00004813
Rhagomys rufescens	0.00019340	0.00016669	0.00022016
Rheithrosciurus macrotis	0.00019222	0.00016444	0.00021902
Rheomys mexicanus	0.00031584	0.00027978	0.00035026
Rheomys raptor	0.00003624	0.00002504	0.00004776
Rheomys thomasi	0.00015297	0.00012931	0.00017700
Rheomys underwoodi	0.00004103	0.00002886	0.00005372
Rhinoceros sondaicus	0.00140862	0.00133008	0.00148281
Rhinoceros unicornis	0.00019156	0.00016620	0.00021939
Rhinolophus acuminatus	0.00003307	0.00002178	0.00004433
Rhinolophus adami	0.00019800	0.00017158	0.00022646
Rhinolophus affinis	0.00003105	0.00002050	0.00004217
Rhinolophus alcyone	0.00004019	0.00002845	0.00005220
Rhinolophus arcuatus	0.00002699	0.00001758	0.00003794
Rhinolophus beddomei	0.00004007	0.00002791	0.00005251
Rhinolophus belligerator	0.00035228	0.00031623	0.00038973
Rhinolophus blasii	0.00004617	0.00003264	0.00005936
Rhinolophus bocharicus	0.00004092	0.00002896	0.00005362
Rhinolophus borneensis	0.00002496	0.00001585	0.00003460
Rhinolophus canuti	0.00018429	0.00015792	0.00021129
Rhinolophus capensis	0.00003469	0.00002352	0.00004692
Rhinolophus celebensis	0.00002390	0.00001478	0.00003348
Rhinolophus clivosus	0.00004099	0.00002890	0.00005426
Rhinolophus coelophyllus	0.00004099	0.00002920	0.00005407
Rhinolophus cognatus	0.00034315	0.00030580	0.00037772
Rhinolophus cohenae	0.00020852	0.00018138	0.00023807
Rhinolophus convexus	0.00019761	0.00017048	0.00022464
Rhinolophus creaghi	0.00003309	0.00002241	0.00004429
Rhinolophus damarensis	0.00004225	0.00002875	0.00005452
Rhinolophus darlingi	0.00003291	0.00002235	0.00004480
Rhinolophus deckenii	0.00014278	0.00011932	0.00016557
Rhinolophus denti	0.00003709	0.00002505	0.00004900
Rhinolophus eloquens	0.00003501	0.00002299	0.00004603
Rhinolophus euryale	0.00016194	0.00013705	0.00018705
Rhinolophus euryotis	0.00002684	0.00001681	0.00003704
Rhinolophus ferrumequinum	0.00003300	0.00002243	0.00004454
Rhinolophus formosae	0.00002717	0.00001760	0.00003788
Rhinolophus fumigatus	0.00003009	0.00001929	0.00004104
Rhinolophus guineensis	0.00022609	0.00019675	0.00025536
Rhinolophus hildebrandtii	0.00003095	0.00002074	0.00004212
Rhinolophus hilli	0.00138847	0.00131432	0.00146419
Rhinolophus hillorum	0.00012447	0.00010394	0.00014731
Rhinolophus hipposideros	0.00003905	0.00002721	0.00005124
Rhinolophus indorouxii	0.00018957	0.00016324	0.00021686
Rhinolophus inops	0.00003177	0.00002014	0.00004247
Rhinolophus keyensis	0.00018137	0.00015542	0.00020881
Rhinolophus landeri	0.00003721	0.00002563	0.00004952
Rhinolophus lepidus	0.00004195	0.00002986	0.00005494
Rhinolophus luctus	0.00003796	0.00002592	0.00004967
Rhinolophus mabuensis	0.00036280	0.00032360	0.00039967
Rhinolophus maclaudi	0.00034859	0.00031299	0.00038612
Rhinolophus macrotis	0.00002891	0.00001923	0.00004017
Rhinolophus madurensis	0.00019784	0.00017004	0.00022557
Rhinolophus maendeleo	0.00021625	0.00018821	0.00024593
Rhinolophus malayanus	0.00003501	0.00002401	0.00004662
Rhinolophus marshalli	0.00003804	0.00002612	0.00004989
Rhinolophus mcintyrei	0.00022863	0.00019803	0.00025805
Rhinolophus megaphyllus	0.00003193	0.00002147	0.00004295
Rhinolophus mehelyi	0.00020258	0.00017410	0.00023034
Rhinolophus microglobosus	0.00003909	0.00002644	0.00005122
Rhinolophus mitratus	0.00016848	0.00014328	0.00019379
Rhinolophus montanus	0.00037010	0.00033228	0.00040869
Rhinolophus mossambicus	0.00002096	0.00001225	0.00003035
Rhinolophus nereis	0.00021614	0.00018680	0.00024406
Rhinolophus osgoodi	0.00020207	0.00017493	0.00023172
Rhinolophus paradoxolophus	0.00003874	0.00002701	0.00005098
Rhinolophus pearsonii	0.00003891	0.00002625	0.00005066
Rhinolophus philippinensis	0.00003327	0.00002219	0.00004473
Rhinolophus proconsulis	0.00036768	0.00033134	0.00040740
Rhinolophus pusillus	0.00003719	0.00002599	0.00004953
Rhinolophus rex	0.00004492	0.00003273	0.00005843
Rhinolophus robinsoni	0.00014492	0.00012115	0.00016831
Rhinolophus rouxii	0.00002799	0.00001799	0.00003793
Rhinolophus rufus	0.00013689	0.00011437	0.00016039
Rhinolophus ruwenzorii	0.00018236	0.00015685	0.00020999
Rhinolophus sakejiensis	0.00018985	0.00016285	0.00021728
Rhinolophus sedulus	0.00015002	0.00012631	0.00017376
Rhinolophus shameli	0.00002928	0.00001938	0.00004031
Rhinolophus shortridgei	0.00002905	0.00001920	0.00003975
Rhinolophus siamensis	0.00004215	0.00002991	0.00005479
Rhinolophus silvestris	0.00023144	0.00020241	0.00026190
Rhinolophus simulator	0.00003301	0.00002228	0.00004434
Rhinolophus sinicus	0.00004228	0.00003036	0.00005567
Rhinolophus smithersi	0.00014089	0.00011853	0.00016396
Rhinolophus stheno	0.00002906	0.00001886	0.00003985
Rhinolophus subbadius	0.00004997	0.00003583	0.00006363
Rhinolophus subrufus	0.00019179	0.00016532	0.00021973
Rhinolophus swinnyi	0.00002597	0.00001636	0.00003561
Rhinolophus tatar	0.00003212	0.00002196	0.00004382
Rhinolophus thomasi	0.00003307	0.00002199	0.00004434
Rhinolophus trifoliatus	0.00003003	0.00001948	0.00004077
Rhinolophus virgo	0.00003712	0.00002578	0.00004923
Rhinolophus xinanzhongguoensis	0.00014996	0.00012638	0.00017368
Rhinolophus yunanensis	0.00002910	0.00001926	0.00004015
Rhinolophus ziama	0.00037124	0.00033422	0.00040954
Rhinonicteris aurantia	0.00003520	0.00002398	0.00004678
Rhinophylla alethina	0.00013467	0.00011199	0.00015752
Rhinophylla fischerae	0.00003294	0.00002202	0.00004426
Rhinophylla pumilio	0.00003425	0.00002307	0.00004583
Rhinopithecus avunculus	0.00131788	0.00124236	0.00139169
Rhinopithecus bieti	0.00036587	0.00033024	0.00040442
Rhinopithecus brelichi	0.00031995	0.00028492	0.00035397
Rhinopithecus roxellana	0.00035480	0.00031819	0.00039185
Rhinopithecus strykeri	0.00134866	0.00127103	0.00142325
Rhinopoma cystops	0.00003516	0.00002427	0.00004706
Rhinopoma hadramauticum	0.00033709	0.00030165	0.00037361
Rhinopoma hardwickii	0.00003624	0.00002484	0.00004812
Rhinopoma macinnesi	0.00020598	0.00017682	0.00023331
Rhinopoma microphyllum	0.00004323	0.00003068	0.00005649
Rhinopoma muscatellum	0.00002695	0.00001710	0.00003717
Rhinosciurus laticaudatus	0.00015606	0.00013272	0.00018150
Rhipidomys albujai	0.00021511	0.00018680	0.00024428
Rhipidomys austrinus	0.00004213	0.00002941	0.00005473
Rhipidomys cariri	0.00021635	0.00018759	0.00024570
Rhipidomys caucensis	0.00019389	0.00016641	0.00022099
Rhipidomys couesi	0.00004191	0.00002996	0.00005479
Rhipidomys emiliae	0.00004416	0.00003070	0.00005697
Rhipidomys fulviventer	0.00003088	0.00002039	0.00004221
Rhipidomys gardneri	0.00003596	0.00002498	0.00004839
Rhipidomys ipukensis	0.00021441	0.00018592	0.00024390
Rhipidomys itoan	0.00002907	0.00001913	0.00004007
Rhipidomys latimanus	0.00003309	0.00002201	0.00004452
Rhipidomys leucodactylus	0.00006207	0.00004670	0.00007738
Rhipidomys macconnelli	0.00003496	0.00002406	0.00004703
Rhipidomys macrurus	0.00003600	0.00002489	0.00004787
Rhipidomys mastacalis	0.00004610	0.00003303	0.00005991
Rhipidomys modicus	0.00004079	0.00002868	0.00005342
Rhipidomys nitela	0.00003520	0.00002417	0.00004691
Rhipidomys ochrogaster	0.00020909	0.00017971	0.00023721
Rhipidomys tribei	0.00022226	0.00019283	0.00025151
Rhipidomys venezuelae	0.00004289	0.00003045	0.00005605
Rhipidomys venustus	0.00003523	0.00002427	0.00004745
Rhipidomys wetzeli	0.00002903	0.00001926	0.00004018
Rhizomys pruinosus	0.00004412	0.00003141	0.00005747
Rhizomys sinensis	0.00002908	0.00001878	0.00003954
Rhizomys sumatrensis	0.00003738	0.00002582	0.00004992
Rhogeessa aeneus	0.00003693	0.00002504	0.00004855
Rhogeessa bickhami	0.00003999	0.00002810	0.00005255
Rhogeessa genowaysi	0.00033395	0.00029772	0.00036906
Rhogeessa hussoni	0.00019374	0.00016589	0.00022152
Rhogeessa io	0.00004011	0.00002846	0.00005283
Rhogeessa menchuae	0.00019989	0.00017244	0.00022845
Rhogeessa minutilla	0.00018147	0.00015370	0.00020644
Rhogeessa mira	0.00019859	0.00017103	0.00022604
Rhogeessa parvula	0.00002497	0.00001511	0.00003474
Rhogeessa tumida	0.00003217	0.00002160	0.00004352
Rhogeessa velilla	0.00020414	0.00017650	0.00023214
Rhombomys opimus	0.00003027	0.00001973	0.00004106
Rhynchocyon chrysopygus	0.00034292	0.00030663	0.00037959
Rhynchocyon cirnei	0.00003090	0.00002045	0.00004201
Rhynchocyon petersi	0.00003612	0.00002471	0.00004798
Rhynchocyon udzungwensis	0.00021618	0.00018668	0.00024454
Rhynchogale melleri	0.00003828	0.00002623	0.00005074
Rhyncholestes raphanurus	0.00014632	0.00012304	0.00017049
Rhynchomeles prattorum	0.00035207	0.00031655	0.00038932
Rhynchomys banahao	0.00002912	0.00001913	0.00004000
Rhynchomys isarogensis	0.00018648	0.00016039	0.00021462
Rhynchomys soricoides	0.00013785	0.00011548	0.00016061
Rhynchomys tapulao	0.00018351	0.00015758	0.00021070
Rhynchonycteris naso	0.00003510	0.00002397	0.00004680
Romerolagus diazi	0.00036050	0.00032439	0.00039805
Rousettus aegyptiacus	0.00003391	0.00002276	0.00004518
Rousettus amplexicaudatus	0.00003115	0.00002102	0.00004227
Rousettus bidens	0.00019279	0.00016639	0.00022055
Rousettus celebensis	0.00002712	0.00001682	0.00003705
Rousettus lanosus	0.00002895	0.00001883	0.00003948
Rousettus leschenaultii	0.00003109	0.00002083	0.00004260
Rousettus linduensis	0.00019960	0.00017093	0.00022569
Rousettus madagascariensis	0.00019871	0.00017111	0.00022600
Rousettus obliviosus	0.00019367	0.00016643	0.00022137
Rousettus spinalatus	0.00020171	0.00017462	0.00022972
Rubrisciurus rubriventer	0.00020770	0.00018065	0.00023603
Rucervus duvaucelii	0.00021213	0.00018399	0.00024075
Rucervus eldii	0.00036901	0.00032994	0.00040602
Rungwecebus kipunji	0.00034537	0.00030812	0.00038119
Rupicapra pyrenaica	0.00003608	0.00002430	0.00004796
Rupicapra rupicapra	0.00003516	0.00002395	0.00004692
Rusa alfredi	0.00035226	0.00031668	0.00039025
Rusa marianna	0.00017232	0.00014834	0.00019895
Rusa timorensis	0.00021314	0.00018339	0.00024046
Rusa unicolor	0.00020596	0.00017834	0.00023388
Ruwenzorisorex suncoides	0.00018949	0.00016297	0.00021687
Saccolaimus flaviventris	0.00003301	0.00002241	0.00004469
Saccolaimus mixtus	0.00015003	0.00012592	0.00017401
Saccolaimus peli	0.00003996	0.00002714	0.00005205
Saccolaimus saccolaimus	0.00003689	0.00002509	0.00004912
Saccopteryx antioquensis	0.00033083	0.00029397	0.00036580
Saccopteryx bilineata	0.00003022	0.00001980	0.00004157
Saccopteryx canescens	0.00002593	0.00001657	0.00003618
Saccopteryx gymnura	0.00017524	0.00014830	0.00020018
Saccopteryx leptura	0.00003586	0.00002464	0.00004773
Saccostomus campestris	0.00003990	0.00002694	0.00005185
Saccostomus mearnsi	0.00003793	0.00002558	0.00004974
Saguinus bicolor	0.00137154	0.00129875	0.00144841
Saguinus fuscicollis	0.00003194	0.00002136	0.00004325
Saguinus geoffroyi	0.00014875	0.00012541	0.00017256
Saguinus imperator	0.00003417	0.00002280	0.00004551
Saguinus inustus	0.00002706	0.00001721	0.00003763
Saguinus labiatus	0.00003597	0.00002501	0.00004798
Saguinus leucopus	0.00032020	0.00028568	0.00035486
Saguinus martinsi	0.00012557	0.00010490	0.00014862
Saguinus melanoleucus	0.00004733	0.00003452	0.00006117
Saguinus midas	0.00003387	0.00002237	0.00004507
Saguinus mystax	0.00003807	0.00002634	0.00005008
Saguinus niger	0.00019638	0.00016939	0.00022414
Saguinus nigricollis	0.00014794	0.00012544	0.00017219
Saguinus oedipus	0.00141755	0.00133839	0.00149112
Saguinus tripartitus	0.00013384	0.00011357	0.00015795
Saiga tatarica	0.00135282	0.00127866	0.00142749
Saimiri boliviensis	0.00004193	0.00002939	0.00005441
Saimiri oerstedii	0.00018414	0.00015669	0.00020944
Saimiri sciureus	0.00004613	0.00003322	0.00005986
Saimiri ustus	0.00014992	0.00012627	0.00017436
Saimiri vanzolinii	0.00019532	0.00016903	0.00022389
Salanoia concolor	0.00019769	0.00017088	0.00022599
Salinomys delicatus	0.00021971	0.00019109	0.00024878
Salpingotulus michaelis	0.00019112	0.00016495	0.00021954
Salpingotus crassicauda	0.00003996	0.00002796	0.00005241
Salpingotus heptneri	0.00020010	0.00017303	0.00022822
Salpingotus kozlovi	0.00002995	0.00001969	0.00004082
Salpingotus pallidus	0.00021816	0.00018868	0.00024695
Santamartamys rufodorsalis	0.00141613	0.00134310	0.00149590
Sapajus apella	0.00004408	0.00003170	0.00005692
Sapajus cay	0.00002808	0.00001805	0.00003849
Sapajus flavius	0.00132465	0.00125019	0.00139753
Sapajus libidinosus	0.00012372	0.00010197	0.00014549
Sapajus macrocephalus	0.00004605	0.00003298	0.00005907
Sapajus nigritus	0.00015196	0.00012833	0.00017661
Sapajus robustus	0.00039993	0.00036164	0.00043996
Sapajus xanthosternos	0.00134217	0.00126719	0.00141498
Sarcophilus harrisii	0.00035306	0.00031484	0.00039018
Sauromys petrophilus	0.00004198	0.00002961	0.00005504
Saxatilomys paulinae	0.00018256	0.00015622	0.00020893
Scalopus aquaticus	0.00003793	0.00002595	0.00005001
Scapanulus oweni	0.00003601	0.00002442	0.00004802
Scapanus latimanus	0.00003175	0.00002122	0.00004275
Scapanus orarius	0.00003615	0.00002526	0.00004851
Scapanus townsendii	0.00002616	0.00001642	0.00003629
Scapteromys aquaticus	0.00004194	0.00002966	0.00005524
Scapteromys tumidus	0.00004206	0.00002997	0.00005527
Scaptochirus moschatus	0.00004019	0.00002756	0.00005256
Scaptonyx fusicaudus	0.00004101	0.00002878	0.00005351
Sciurillus pusillus	0.00003816	0.00002667	0.00005105
Sciurocheirus alleni	0.00003317	0.00002233	0.00004444
Sciurocheirus gabonensis	0.00004019	0.00002815	0.00005281
Sciurotamias davidianus	0.00003500	0.00002384	0.00004634
Sciurotamias forresti	0.00003817	0.00002623	0.00005008
Sciurus aberti	0.00002583	0.00001639	0.00003559
Sciurus aestuans	0.00003782	0.00002551	0.00004953
Sciurus alleni	0.00003922	0.00002769	0.00005162
Sciurus anomalus	0.00003297	0.00002156	0.00004378
Sciurus arizonensis	0.00018791	0.00016125	0.00021487
Sciurus aureogaster	0.00004294	0.00003022	0.00005617
Sciurus carolinensis	0.00004119	0.00002897	0.00005354
Sciurus colliaei	0.00004118	0.00002895	0.00005353
Sciurus deppei	0.00003806	0.00002613	0.00005041
Sciurus flammifer	0.00018554	0.00015893	0.00021256
Sciurus gilvigularis	0.00017846	0.00015424	0.00020570
Sciurus granatensis	0.00003113	0.00002055	0.00004257
Sciurus griseus	0.00003000	0.00001939	0.00004117
Sciurus ignitus	0.00004005	0.00002754	0.00005207
Sciurus igniventris	0.00003802	0.00002675	0.00005034
Sciurus lis	0.00003098	0.00002042	0.00004177
Sciurus nayaritensis	0.00002999	0.00002019	0.00004085
Sciurus niger	0.00003615	0.00002470	0.00004807
Sciurus oculatus	0.00004122	0.00002956	0.00005431
Sciurus pucheranii	0.00020540	0.00017791	0.00023420
Sciurus pyrrhinus	0.00021504	0.00018673	0.00024383
Sciurus richmondi	0.00014277	0.00011883	0.00016680
Sciurus sanborni	0.00020695	0.00017838	0.00023474
Sciurus spadiceus	0.00003304	0.00002281	0.00004535
Sciurus stramineus	0.00003516	0.00002378	0.00004654
Sciurus variegatoides	0.00003324	0.00002264	0.00004453
Sciurus vulgaris	0.00004721	0.00003400	0.00006124
Sciurus yucatanensis	0.00002191	0.00001298	0.00003138
Scleronycteris ega	0.00021899	0.00019107	0.00024916
Scolomys melanops	0.00003215	0.00002150	0.00004369
Scolomys ucayalensis	0.00003441	0.00002298	0.00004598
Scoteanax rueppellii	0.00004405	0.00003177	0.00005711
Scotinomys teguina	0.00004188	0.00002926	0.00005458
Scotinomys xerampelinus	0.00003599	0.00002526	0.00004798
Scotoecus albofuscus	0.00019817	0.00017034	0.00022545
Scotoecus hirundo	0.00003305	0.00002190	0.00004436
Scotoecus pallidus	0.00002999	0.00001986	0.00004096
Scotomanes ornatus	0.00002889	0.00001848	0.00003905
Scotonycteris ophiodon	0.00014408	0.00012121	0.00016817
Scotonycteris zenkeri	0.00003797	0.00002668	0.00005053
Scotophilus andrewreborii	0.00004008	0.00002816	0.00005245
Scotophilus borbonicus	0.00019055	0.00016137	0.00021598
Scotophilus celebensis	0.00017685	0.00015105	0.00020300
Scotophilus collinus	0.00003924	0.00002765	0.00005192
Scotophilus dinganii	0.00003407	0.00002271	0.00004568
Scotophilus ejetai	0.00004400	0.00003088	0.00005683
Scotophilus heathii	0.00002210	0.00001357	0.00003184
Scotophilus kuhlii	0.00003487	0.00002360	0.00004671
Scotophilus leucogaster	0.00003611	0.00002455	0.00004795
Scotophilus livingstonii	0.00003615	0.00002453	0.00004798
Scotophilus marovaza	0.00003210	0.00002136	0.00004343
Scotophilus nigrita	0.00002990	0.00001958	0.00004056
Scotophilus nucella	0.00019895	0.00017282	0.00022796
Scotophilus nux	0.00003600	0.00002498	0.00004792
Scotophilus robustus	0.00003808	0.00002629	0.00004991
Scotophilus tandrefana	0.00020796	0.00018025	0.00023737
Scotophilus trujilloi	0.00002908	0.00001855	0.00003948
Scotophilus viridis	0.00004038	0.00002827	0.00005273
Scotorepens balstoni	0.00003513	0.00002411	0.00004687
Scotorepens greyii	0.00002890	0.00001861	0.00003910
Scotorepens orion	0.00003704	0.00002551	0.00004927
Scotorepens sanborni	0.00003198	0.00002101	0.00004305
Scotozous dormeri	0.00003799	0.00002627	0.00005028
Scutisorex somereni	0.00003687	0.00002586	0.00004918
Scutisorex thori	0.00020604	0.00017811	0.00023392
Sekeetamys calurus	0.00004938	0.00003600	0.00006322
Selevinia betpakdalaensis	0.00017897	0.00015326	0.00020550
Semnopithecus ajax	0.00036380	0.00032614	0.00040125
Semnopithecus dussumieri	0.00004484	0.00003202	0.00005874
Semnopithecus entellus	0.00004406	0.00003099	0.00005676
Semnopithecus hector	0.00016433	0.00014023	0.00019046
Semnopithecus hypoleucos	0.00023137	0.00020250	0.00026222
Semnopithecus priam	0.00015402	0.00012939	0.00017806
Semnopithecus schistaceus	0.00004180	0.00002935	0.00005428
Setifer setosus	0.00003010	0.00001989	0.00004091
Setonix brachyurus	0.00019136	0.00016347	0.00021807
Sicista armenica	0.00035015	0.00031261	0.00038628
Sicista betulina	0.00002904	0.00001890	0.00003939
Sicista caucasica	0.00018644	0.00016073	0.00021421
Sicista caudata	0.00020517	0.00017789	0.00023278
Sicista concolor	0.00004103	0.00002797	0.00005356
Sicista kazbegica	0.00036314	0.00032493	0.00040157
Sicista kluchorica	0.00004520	0.00003253	0.00005823
Sicista loriger	0.00018543	0.00015903	0.00021264
Sicista napaea	0.00004112	0.00002919	0.00005453
Sicista pseudonapaea	0.00021248	0.00018433	0.00024085
Sicista severtzovi	0.00004016	0.00002877	0.00005344
Sicista strandi	0.00003891	0.00002738	0.00005147
Sicista subtilis	0.00003508	0.00002449	0.00004690
Sicista tianshanica	0.00003510	0.00002452	0.00004756
