species	simulated_ext_prob_in_100_years
Funisciurus pyrropus	0.00410000
Funisciurus substriatus	0.02070000
Furipterus horrens	0.00360000
Galago gallarum	0.00370000
Galago matschiei	0.00280000
Galago moholi	0.00300000
Galago senegalensis	0.00380000
Galagoides cocos	0.01360000
Galagoides demidoff	0.00460000
Galagoides granti	0.01710000
Galagoides orinus	0.01580000
Galagoides rondoensis	0.01410000
Galagoides thomasi	0.00280000
Galagoides zanzibaricus	0.01390000
Galea comes	0.02070000
Galea flavidens	0.00410000
Galea leucoblephara	0.00330000
Galea musteloides	0.01960000
Galea spixii	0.00380000
Galemys pyrenaicus	0.02110000
Galenomys garleppi	0.01740000
Galeopterus variegatus	0.00390000
Galictis cuja	0.00250000
Galictis vittata	0.00360000
Galidia elegans	0.00310000
Galidictis fasciata	0.01920000
Galidictis grandidieri	0.03400000
Gardnerycteris crenulatum	0.00280000
Gardnerycteris koepckeae	0.01830000
Gazella arabica	0.02110000
Gazella bennettii	0.00310000
Gazella cuvieri	0.01820000
Gazella dorcas	0.01900000
Gazella gazella	0.03370000
Gazella leptoceros	0.03440000
Gazella marica	0.01850000
Gazella spekei	0.03510000
Gazella subgutturosa	0.02000000
Genetta abyssinica	0.02010000
Genetta angolensis	0.00320000
Genetta bourloni	0.02110000
Genetta cristata	0.02160000
Genetta genetta	0.00270000
Genetta johnstoni	0.01590000
Genetta maculata	0.00350000
Genetta pardina	0.00250000
Genetta piscivora	0.01410000
Genetta poensis	0.02100000
Genetta servalina	0.00380000
Genetta thierryi	0.00370000
Genetta tigrina	0.00280000
Genetta victoriae	0.00300000
Geocapromys brownii	0.03610000
Geocapromys ingrahami	0.01650000
Geogale aurita	0.00400000
Geomys arenarius	0.01570000
Geomys attwateri	0.00350000
Geomys breviceps	0.00410000
Geomys bursarius	0.00420000
Geomys knoxjonesi	0.00300000
Geomys personatus	0.00290000
Geomys pinetis	0.00360000
Geomys texensis	0.00310000
Geomys tropicalis	0.03750000
Georychus capensis	0.00330000
Geoxus annectens	0.01940000
Geoxus valdivianus	0.00290000
Gerbilliscus afra	0.00320000
Gerbilliscus boehmi	0.00250000
Gerbilliscus brantsii	0.00440000
Gerbilliscus gambiana	0.00370000
Gerbilliscus guineae	0.00290000
Gerbilliscus inclusus	0.00460000
Gerbilliscus kempi	0.00360000
Gerbilliscus leucogaster	0.00340000
Gerbilliscus nigricaudus	0.00380000
Gerbilliscus phillipsi	0.00430000
Gerbilliscus robustus	0.00310000
Gerbilliscus validus	0.00380000
Gerbillurus paeba	0.00360000
Gerbillurus setzeri	0.00490000
Gerbillurus tytonis	0.00390000
Gerbillurus vallinus	0.00290000
Gerbillus acticola	0.01850000
Gerbillus agag	0.02210000
Gerbillus amoenus	0.00360000
Gerbillus andersoni	0.00460000
Gerbillus aquilus	0.00220000
Gerbillus bottai	0.02040000
Gerbillus brockmani	0.01770000
Gerbillus burtoni	0.01820000
Gerbillus campestris	0.00400000
Gerbillus cheesmani	0.00330000
Gerbillus cosensis	0.02220000
Gerbillus dasyurus	0.00280000
Gerbillus dunni	0.00370000
Gerbillus famulus	0.00290000
Gerbillus floweri	0.00260000
Gerbillus gerbillus	0.00290000
Gerbillus gleadowi	0.00370000
Gerbillus grobbeni	0.01770000
Gerbillus harwoodi	0.00350000
Gerbillus henleyi	0.00350000
Gerbillus hesperinus	0.03330000
Gerbillus hoogstraali	0.02150000
Gerbillus jamesi	0.01770000
Gerbillus juliani	0.00320000
Gerbillus latastei	0.02050000
Gerbillus lowei	0.01890000
Gerbillus mackilligini	0.00400000
Gerbillus maghrebi	0.00380000
Gerbillus mesopotamiae	0.00310000
Gerbillus muriculus	0.01990000
Gerbillus nancillus	0.02180000
Gerbillus nanus	0.00380000
Gerbillus nigeriae	0.00280000
Gerbillus occiduus	0.02000000
Gerbillus percivali	0.02090000
Gerbillus perpallidus	0.00410000
Gerbillus poecilops	0.00340000
Gerbillus principulus	0.02110000
Gerbillus pulvinatus	0.00290000
Gerbillus pusillus	0.00350000
Gerbillus pyramidum	0.00370000
Gerbillus rosalinda	0.00310000
Gerbillus rupicola	0.00490000
Gerbillus simoni	0.00340000
Gerbillus somalicus	0.01860000
Gerbillus stigmonyx	0.01980000
Gerbillus tarabuli	0.00340000
Gerbillus watersi	0.00480000
Giraffa camelopardalis	0.02150000
Glaucomys sabrinus	0.00340000
Glaucomys volans	0.00360000
Glauconycteris alboguttata	0.00310000
Glauconycteris argentata	0.00430000
Glauconycteris beatrix	0.00310000
Glauconycteris curryae	0.02090000
Glauconycteris egeria	0.02050000
Glauconycteris gleni	0.02150000
Glauconycteris humeralis	0.01960000
Glauconycteris kenyacola	0.01780000
Glauconycteris machadoi	0.01890000
Glauconycteris poensis	0.00480000
Glauconycteris superba	0.00270000
Glauconycteris variegata	0.00330000
Glironia venusta	0.00390000
Glirulus japonicus	0.00350000
Glis glis	0.00350000
Glischropus javanus	0.01850000
Glischropus tylopus	0.00330000
Globicephala macrorhynchus	0.00440000
Globicephala melas	0.00390000
Glossophaga commissarisi	0.00340000
Glossophaga leachii	0.00350000
Glossophaga longirostris	0.00400000
Glossophaga morenoi	0.00420000
Glossophaga soricina	0.00370000
Glyphonycteris behnii	0.02000000
Glyphonycteris daviesi	0.00340000
Glyphonycteris sylvestris	0.00380000
Glyphotes simus	0.01790000
Golunda ellioti	0.00290000
Gorilla beringei	0.12540000
Gorilla gorilla	0.12330000
Gracilimus radix	0.01700000
Gracilinanus aceramarcae	0.00270000
Gracilinanus agilis	0.00360000
Gracilinanus dryas	0.00310000
Gracilinanus emiliae	0.02040000
Gracilinanus marica	0.00400000
Gracilinanus microtarsus	0.00420000
Grammomys aridulus	0.02170000
Grammomys brevirostris	0.02030000
Grammomys buntingi	0.02120000
Grammomys caniceps	0.01900000
Grammomys cometes	0.00370000
Grammomys dolichurus	0.00350000
Grammomys dryas	0.00310000
Grammomys gigas	0.03240000
Grammomys ibeanus	0.00340000
Grammomys kuru	0.00460000
Grammomys macmillani	0.00400000
Grammomys minnae	0.01830000
Grammomys selousi	0.00290000
Grampus griseus	0.00440000
Graomys chacoensis	0.02020000
Graomys domorum	0.00520000
Graomys edithae	0.01890000
Graomys griseoflavus	0.00380000
Graphiurus angolensis	0.02130000
Graphiurus christyi	0.00350000
Graphiurus crassicaudatus	0.01930000
Graphiurus johnstoni	0.02120000
Graphiurus kelleni	0.00240000
Graphiurus lorraineus	0.00350000
Graphiurus microtis	0.00330000
Graphiurus monardi	0.01900000
Graphiurus murinus	0.00300000
Graphiurus nagtglasii	0.00460000
Graphiurus ocularis	0.00320000
Graphiurus platyops	0.00340000
Graphiurus rupicola	0.00350000
Graphiurus surdus	0.01970000
Graphiurus walterverheyeni	0.01930000
Gulo gulo	0.00320000
Gyldenstolpia fronto	0.12050000
Gymnobelideus leadbeateri	0.12730000
Gymnuromys roberti	0.00380000
Habromys chinanteco	0.12700000
Habromys delicatulus	0.03450000
Habromys ixtlani	0.11900000
Habromys lepturus	0.12480000
Habromys lophurus	0.01400000
Habromys schmidlyi	0.12590000
Habromys simulatus	0.11930000
Hadromys humei	0.03200000
Hadromys yunnanensis	0.01800000
Haeromys margarettae	0.01710000
Haeromys minahassae	0.01900000
Haeromys pusillus	0.01910000
Halichoerus grypus	0.00310000
Halmaheramys bokimekot	0.01790000
Handleyomys alfaroi	0.00350000
Handleyomys chapmani	0.01900000
Handleyomys fuscatus	0.00290000
Handleyomys intectus	0.00420000
Handleyomys melanotis	0.00410000
Handleyomys rhabdops	0.03060000
Handleyomys rostratus	0.00340000
Handleyomys saturatior	0.01400000
Hapalemur alaotrensis	0.12550000
Hapalemur aureus	0.12320000
Hapalemur griseus	0.01950000
Hapalemur meridionalis	0.01770000
Hapalemur occidentalis	0.02080000
Hapalomys delacouri	0.01980000
Hapalomys longicaudatus	0.03440000
Haplonycteris fischeri	0.00320000
Harpiocephalus harpia	0.00330000
Harpiola grisea	0.02150000
Harpiola isodon	0.01970000
Harpyionycteris celebensis	0.01750000
Harpyionycteris whiteheadi	0.00440000
Heimyscus fumosus	0.00360000
Helarctos malayanus	0.01950000
Heliophobius argenteocinereus	0.00380000
Heliosciurus gambianus	0.00350000
Heliosciurus mutabilis	0.00350000
Heliosciurus punctatus	0.01890000
Heliosciurus rufobrachium	0.00350000
Heliosciurus ruwenzorii	0.00320000
Heliosciurus undulatus	0.02020000
Helogale hirtula	0.00380000
Helogale parvula	0.00330000
Hemibelideus lemuroides	0.01460000
Hemicentetes nigriceps	0.00230000
Hemicentetes semispinosus	0.00250000
Hemiechinus auritus	0.00340000
Hemiechinus collaris	0.00440000
Hemigalus derbyanus	0.01410000
Hemitragus jemlahicus	0.01280000
Herpailurus yagouaroundi	0.00300000
Herpestes auropunctatus	0.00350000
Herpestes brachyurus	0.01340000
Herpestes edwardsii	0.00310000
Herpestes flavescens	0.00270000
Herpestes fuscus	0.00350000
Herpestes ichneumon	0.00240000
Herpestes javanicus	0.00330000
Herpestes naso	0.00310000
Herpestes ochraceus	0.00250000
Herpestes pulverulentus	0.00340000
Herpestes sanguineus	0.00330000
Herpestes semitorquatus	0.01580000
Herpestes smithii	0.00370000
Herpestes urva	0.00380000
Herpestes vitticollis	0.00350000
Hesperoptenus blanfordi	0.00400000
Hesperoptenus doriae	0.01930000
Hesperoptenus gaskelli	0.02030000
Hesperoptenus tickelli	0.00330000
Hesperoptenus tomesi	0.02080000
Heterocephalus glaber	0.00370000
Heterogeomys cherriei	0.00330000
Heterogeomys dariensis	0.00260000
Heterogeomys lanius	0.12410000
Heterohyrax brucei	0.00340000
Heteromys adspersus	0.00340000
Heteromys anomalus	0.00340000
Heteromys australis	0.00390000
Heteromys desmarestianus	0.00460000
Heteromys gaumeri	0.00290000
Heteromys irroratus	0.00250000
Heteromys nelsoni	0.03360000
Heteromys oasicus	0.03190000
Heteromys oresterus	0.00310000
Heteromys pictus	0.00320000
Heteromys salvini	0.00280000
Heteromys spectabilis	0.03270000
Heteromys teleus	0.02070000
Hippocamelus antisensis	0.01810000
Hippocamelus bisulcus	0.03540000
Hippopotamus amphibius	0.01910000
Hipposideros abae	0.00390000
Hipposideros armiger	0.00300000
Hipposideros ater	0.00460000
Hipposideros atrox	0.00370000
Hipposideros beatus	0.00270000
Hipposideros bicolor	0.00310000
Hipposideros boeadii	0.01910000
Hipposideros breviceps	0.02040000
Hipposideros caffer	0.00420000
Hipposideros calcaratus	0.00310000
Hipposideros camerunensis	0.02230000
Hipposideros cervinus	0.00400000
Hipposideros cineraceus	0.00320000
Hipposideros commersoni	0.01300000
Hipposideros coronatus	0.02070000
Hipposideros corynophyllus	0.00290000
Hipposideros coxi	0.03570000
Hipposideros crumeniferus	0.02120000
Hipposideros curtus	0.02120000
Hipposideros cyclops	0.00420000
Hipposideros demissus	0.01930000
Hipposideros diadema	0.00450000
Hipposideros dinops	0.01980000
Hipposideros doriae	0.01520000
Hipposideros durgadasi	0.01920000
Hipposideros dyacorum	0.00390000
Hipposideros edwardshilli	0.02000000
Hipposideros einnaythu	0.02120000
Hipposideros fuliginosus	0.00380000
Hipposideros fulvus	0.00290000
Hipposideros galeritus	0.00300000
Hipposideros gigas	0.00310000
Hipposideros grandis	0.00230000
Hipposideros halophyllus	0.01960000
Hipposideros hypophyllus	0.12740000
Hipposideros inexpectatus	0.02000000
Hipposideros inornatus	0.02010000
Hipposideros jonesi	0.01620000
Hipposideros khaokhouayensis	0.01950000
Hipposideros khasiana	0.01920000
Hipposideros lamottei	0.12960000
Hipposideros lankadiva	0.00410000
Hipposideros larvatus	0.00380000
Hipposideros lekaguli	0.01370000
Hipposideros lylei	0.00390000
Hipposideros macrobullatus	0.01900000
Hipposideros madurae	0.00350000
Hipposideros maggietaylorae	0.00260000
Hipposideros marisae	0.01810000
Hipposideros megalotis	0.00370000
Hipposideros muscinus	0.00360000
Hipposideros nequam	0.02180000
Hipposideros obscurus	0.00460000
Hipposideros orbiculus	0.02020000
Hipposideros papua	0.00290000
Hipposideros pelingensis	0.01300000
Hipposideros pomona	0.00330000
Hipposideros pratti	0.00430000
Hipposideros pygmaeus	0.00340000
Hipposideros ridleyi	0.02190000
Hipposideros rotalis	0.00420000
Hipposideros ruber	0.00370000
Hipposideros scutinares	0.02020000
Hipposideros semoni	0.00300000
Hipposideros sorenseni	0.01920000
Hipposideros speoris	0.00440000
Hipposideros stenotis	0.00460000
Hipposideros sumbae	0.00410000
Hipposideros tephrus	0.00290000
Hipposideros thomensis	0.00370000
Hipposideros turpis	0.03220000
Hipposideros vittatus	0.01490000
Hipposideros wollastoni	0.00320000
Hippotragus equinus	0.00330000
Hippotragus niger	0.00290000
Histiotus alienus	0.02130000
Histiotus humboldti	0.01820000
Histiotus laephotis	0.00480000
Histiotus macrotus	0.00380000
Histiotus magellanicus	0.00370000
Histiotus montanus	0.00180000
Histiotus velatus	0.01870000
Histriophoca fasciata	0.00360000
Hodomys alleni	0.00380000
Holochilus brasiliensis	0.00350000
Holochilus chacarius	0.00390000
Holochilus sciureus	0.00310000
Homo sapiens	0.00320000
Hoolock hoolock	0.03740000
Hoolock leuconedys	0.01830000
Hoplomys gymnurus	0.00310000
Huetia leucorhina	0.01970000
Hyaena hyaena	0.01530000
Hybomys badius	0.03700000
Hybomys basilii	0.03880000
Hybomys eisentrauti	0.03620000
Hybomys lunaris	0.01640000
Hybomys planifrons	0.00290000
Hybomys trivirgatus	0.00340000
Hybomys univittatus	0.00330000
Hydrictis maculicollis	0.01470000
Hydrochoerus hydrochaeris	0.00330000
Hydrochoerus isthmius	0.02060000
Hydromys chrysogaster	0.00380000
Hydromys hussoni	0.01830000
Hydromys neobritannicus	0.01960000
Hydromys ziegleri	0.01800000
Hydropotes inermis	0.02020000
Hydrurga leptonyx	0.00320000
Hyemoschus aquaticus	0.00270000
Hyladelphys kalinowskii	0.00310000
Hylaeamys acritus	0.02060000
Hylaeamys laticeps	0.02050000
Hylaeamys megacephalus	0.00330000
Hylaeamys oniscus	0.01210000
Hylaeamys perenensis	0.00340000
Hylaeamys tatei	0.01860000
Hylaeamys yunganus	0.00290000
Hylobates abbotti	0.03520000
Hylobates agilis	0.03430000
Hylobates albibarbis	0.03090000
Hylobates funereus	0.03500000
Hylobates klossii	0.03250000
Hylobates lar	0.03410000
Hylobates moloch	0.03630000
Hylobates muelleri	0.03740000
Hylobates pileatus	0.03470000
Hylochoerus meinertzhageni	0.00220000
Hylomys megalotis	0.02060000
Hylomys parvus	0.01860000
Hylomys suillus	0.00330000
Hylomyscus aeta	0.00330000
Hylomyscus alleni	0.00420000
Hylomyscus anselli	0.00310000
Hylomyscus arcimontensis	0.00340000
Hylomyscus baeri	0.03290000
Hylomyscus carillus	0.00290000
Hylomyscus denniae	0.00440000
Hylomyscus endorobae	0.00280000
Hylomyscus grandis	0.03420000
Hylomyscus heinrichorum	0.01890000
Hylomyscus kerbispeterhansi	0.00320000
Hylomyscus pamfi	0.02040000
Hylomyscus parvus	0.00440000
Hylomyscus stella	0.00320000
Hylomyscus vulcanorum	0.00350000
Hylomyscus walterverheyeni	0.00320000
Hylonycteris underwoodi	0.00320000
Hylopetes alboniger	0.00450000
Hylopetes bartelsi	0.01840000
Hylopetes nigripes	0.01370000
Hylopetes phayrei	0.00370000
Hylopetes platyurus	0.02020000
Hylopetes sagitta	0.02060000
Hylopetes sipora	0.03600000
Hylopetes spadiceus	0.00440000
Hylopetes winstoni	0.01860000
Hyomys dammermani	0.02210000
Hyomys goliath	0.00400000
Hyorhinomys stuempkei	0.02120000
Hyosciurus heinrichi	0.00360000
Hyosciurus ileile	0.01910000
Hyperacrius fertilis	0.01520000
Hyperacrius wynnei	0.00260000
Hyperoodon ampullatus	0.02010000
Hyperoodon planifrons	0.00350000
Hypogeomys antimena	0.03450000
Hypsignathus monstrosus	0.00410000
Hypsiprymnodon moschatus	0.00270000
Hypsugo anthonyi	0.01760000
Hypsugo bemainty	0.00360000
Hypsugo joffrei	0.02160000
Hypsugo kitcheneri	0.02010000
Hypsugo lophurus	0.02080000
Hypsugo macrotis	0.01980000
Hypsugo savii	0.00410000
Hypsugo vordermanni	0.01980000
Hystrix africaeaustralis	0.00410000
Hystrix brachyura	0.00200000
Hystrix crassispinis	0.00380000
Hystrix cristata	0.00330000
Hystrix indica	0.00330000
Hystrix javanica	0.00340000
Hystrix pumila	0.02030000
Hystrix sumatrae	0.00350000
Ia io	0.00300000
Ichneumia albicauda	0.00310000
Ichthyomys hydrobates	0.00370000
Ichthyomys pittieri	0.01440000
Ichthyomys stolzmanni	0.02040000
Ichthyomys tweedii	0.01780000
Ictidomys mexicanus	0.00380000
Ictidomys tridecemlineatus	0.00360000
Ictonyx libycus	0.00460000
Ictonyx striatus	0.00300000
Idionycteris phyllotis	0.00340000
Idiurus macrotis	0.00320000
Idiurus zenkeri	0.00330000
Indopacetus pacificus	0.02060000
Indri indri	0.12900000
Inia geoffrensis	0.03570000
Iomys horsfieldii	0.00240000
Iomys sipora	0.03430000
Irenomys tarsalis	0.00410000
Isoodon auratus	0.01820000
Isoodon macrourus	0.00250000
Isoodon obesulus	0.00250000
Isothrix barbarabrownae	0.01800000
Isothrix bistriata	0.00290000
Isothrix negrensis	0.00300000
Isothrix orinoci	0.02070000
Isothrix pagurus	0.00410000
Isothrix sinnamariensis	0.00410000
Isthmomys flavidus	0.01420000
Isthmomys pirrensis	0.00400000
Jaculus blanfordi	0.00310000
Jaculus jaculus	0.00300000
Jaculus orientalis	0.00330000
Jaculus thaleri	0.02090000
Juliomys pictipes	0.00380000
Juliomys rimofrons	0.01510000
Juscelinomys huanchacae	0.01810000
Kadarsanomys sodyi	0.03310000
Kannabateomys amblyonyx	0.00230000
Kerivoula africana	0.03350000
Kerivoula agnella	0.01930000
Kerivoula argentata	0.00390000
Kerivoula cuprosa	0.01860000
Kerivoula eriophora	0.02060000
Kerivoula flora	0.01820000
Kerivoula hardwickii	0.00310000
Kerivoula intermedia	0.01520000
Kerivoula kachinensis	0.00400000
Kerivoula krauensis	0.01930000
Kerivoula lanosa	0.00370000
Kerivoula lenis	0.00370000
Kerivoula minuta	0.01510000
Kerivoula muscina	0.00380000
Kerivoula myrella	0.01970000
Kerivoula papillosa	0.00280000
Kerivoula pellucida	0.01380000
Kerivoula phalaena	0.00360000
Kerivoula picta	0.00250000
Kerivoula smithii	0.00420000
Kerivoula titania	0.00500000
Kerivoula whiteheadi	0.00390000
Kerodon acrobata	0.02140000
Kerodon rupestris	0.00380000
Kobus ellipsiprymnus	0.00260000
Kobus kob	0.00260000
Kobus leche	0.01410000
Kobus megaceros	0.03460000
Kobus vardonii	0.01480000
Kogia breviceps	0.02110000
Kogia sima	0.01910000
Komodomys rintjanus	0.02030000
Kunsia tomentosus	0.00310000
Laephotis angolensis	0.01900000
Laephotis botswanae	0.00430000
Laephotis namibensis	0.00240000
Laephotis wintoni	0.00280000
Lagenodelphis hosei	0.00320000
Lagenorhynchus acutus	0.00360000
Lagenorhynchus albirostris	0.00270000
Lagenorhynchus australis	0.00330000
Lagenorhynchus cruciger	0.00220000
Lagenorhynchus obliquidens	0.00340000
Lagenorhynchus obscurus	0.00360000
Lagidium ahuacaense	0.02120000
Lagidium viscacia	0.00390000
Lagidium wolffsohni	0.02140000
Lagorchestes conspicillatus	0.00410000
Lagorchestes hirsutus	0.02060000
Lagostomus maximus	0.00260000
Lagostrophus fasciatus	0.02130000
Lagothrix cana	0.03670000
Lagothrix flavicauda	0.12720000
Lagothrix lagotricha	0.01520000
Lagothrix lugens	0.12050000
Lagothrix poeppigii	0.01910000
Lagurus lagurus	0.00330000
Lama guanicoe	0.00280000
Lamottemys okuensis	0.03300000
Lampronycteris brachyotis	0.00290000
Laonastes aenigmamus	0.00390000
Lariscus hosei	0.00420000
Lariscus insignis	0.00320000
Lariscus niobe	0.02100000
Lariscus obscurus	0.01390000
Lasionycteris noctivagans	0.00220000
Lasiopodomys brandtii	0.00300000
Lasiopodomys fuscus	0.00340000
Lasiopodomys mandarinus	0.00340000
Lasiorhinus krefftii	0.12660000
Lasiorhinus latifrons	0.01490000
Lasiurus atratus	0.00440000
Lasiurus blossevillii	0.00360000
Lasiurus borealis	0.00280000
Lasiurus castaneus	0.01820000
Lasiurus cinereus	0.00270000
Lasiurus degelidus	0.01770000
Lasiurus ebenus	0.01880000
Lasiurus ega	0.00510000
Lasiurus egregius	0.01900000
Lasiurus insularis	0.01540000
Lasiurus intermedius	0.00450000
Lasiurus minor	0.01700000
Lasiurus pfeifferi	0.01630000
Lasiurus salinae	0.01760000
Lasiurus seminolus	0.00270000
Lasiurus varius	0.00320000
Lasiurus xanthinus	0.00310000
Latidens salimalii	0.03690000
Lavia frons	0.00360000
Leggadina forresti	0.00340000
Leggadina lakedownensis	0.00410000
Leimacomys buettneri	0.01930000
Lemmiscus curtatus	0.00460000
Lemmus amurensis	0.00390000
Lemmus lemmus	0.00300000
Lemmus portenkoi	0.01740000
Lemmus sibiricus	0.00380000
Lemmus trimucronatus	0.00350000
Lemniscomys barbarus	0.00420000
Lemniscomys bellieri	0.00290000
Lemniscomys griselda	0.00350000
Lemniscomys hoogstraali	0.02090000
Lemniscomys linulus	0.00310000
Lemniscomys macculus	0.00350000
Lemniscomys mittendorfi	0.00350000
Lemniscomys rosalia	0.00300000
Lemniscomys roseveari	0.01870000
Lemniscomys striatus	0.00320000
Lemniscomys zebra	0.00310000
Lemur catta	0.03150000
Lenomys meyeri	0.00320000
Lenothrix canus	0.00400000
Lenoxus apicalis	0.00380000
Leontopithecus caissara	0.12530000
Leontopithecus chrysomelas	0.03530000
Leontopithecus chrysopygus	0.03810000
Leontopithecus rosalia	0.03580000
Leopardus colocolo	0.01250000
Leopardus geoffroyi	0.00370000
Leopardus guigna	0.01850000
Leopardus guttulus	0.01940000
Leopardus jacobita	0.03190000
Leopardus pardalis	0.00460000
Leopardus tigrinus	0.01810000
Leopardus wiedii	0.01530000
Leopoldamys ciliatus	0.00300000
Leopoldamys diwangkarai	0.01800000
Leopoldamys edwardsi	0.00310000
Leopoldamys milleti	0.00320000
Leopoldamys neilli	0.00360000
Leopoldamys sabanus	0.00350000
Leopoldamys siporanus	0.02100000
Lepilemur aeeclis	0.01920000
Lepilemur ahmansonorum	0.01520000
Lepilemur ankaranensis	0.03360000
Lepilemur betsileo	0.03620000
Lepilemur dorsalis	0.02120000
Lepilemur edwardsi	0.03480000
Lepilemur fleuretae	0.13220000
Lepilemur grewcockorum	0.03400000
Lepilemur hollandorum	0.03570000
Lepilemur hubbardorum	0.03350000
Lepilemur jamesorum	0.12110000
Lepilemur leucopus	0.03420000
Lepilemur microdon	0.03510000
Lepilemur milanoii	0.03590000
Lepilemur mittermeieri	0.03610000
Lepilemur mustelinus	0.01650000
Lepilemur otto	0.03850000
Lepilemur petteri	0.01900000
Lepilemur randrianasoloi	0.03190000
Lepilemur ruficaudatus	0.01870000
Lepilemur sahamalazensis	0.01450000
Lepilemur scottorum	0.03390000
Lepilemur seali	0.02010000
Lepilemur septentrionalis	0.12820000
Lepilemur tymerlachsoni	0.12960000
Lepilemur wrightae	0.03310000
Leporillus conditor	0.01490000
Leptailurus serval	0.00320000
Leptomys arfakensis	0.01910000
Leptomys elegans	0.00220000
Leptomys ernstmayri	0.00330000
Leptomys paulus	0.02160000
Leptomys signatus	0.00380000
Leptonychotes weddellii	0.00270000
Leptonycteris curasoae	0.01880000
Leptonycteris nivalis	0.03450000
Leptonycteris yerbabuenae	0.01330000
Lepus alleni	0.00370000
Lepus americanus	0.00350000
Lepus arcticus	0.00350000
Lepus brachyurus	0.00400000
Lepus californicus	0.00300000
Lepus callotis	0.02220000
Lepus capensis	0.00410000
Lepus castroviejoi	0.01930000
Lepus comus	0.00350000
Lepus coreanus	0.00320000
Lepus corsicanus	0.01910000
Lepus europaeus	0.00340000
Lepus fagani	0.00260000
Lepus flavigularis	0.03670000
Lepus granatensis	0.00380000
Lepus habessinicus	0.00290000
Lepus hainanus	0.03310000
Lepus insularis	0.01960000
Lepus mandshuricus	0.00420000
Lepus nigricollis	0.00330000
Lepus oiostolus	0.00480000
Lepus othus	0.00280000
Lepus peguensis	0.00360000
Lepus saxatilis	0.00360000
Lepus sinensis	0.00330000
Lepus starcki	0.00300000
Lepus tibetanus	0.00330000
Lepus timidus	0.00320000
Lepus tolai	0.00370000
Lepus townsendii	0.00330000
Lepus victoriae	0.00410000
Lepus yarkandensis	0.01450000
Lestodelphys halli	0.00340000
Lestoros inca	0.00340000
Liberiictis kuhni	0.02010000
Lichonycteris degener	0.00480000
Lichonycteris obscura	0.00360000
Limnogale mergulus	0.01700000
Limnomys bryophilus	0.00410000
Limnomys sibuanus	0.00360000
Lionycteris spurrelli	0.00380000
Lipotes vexillifer	0.12770000
Lissodelphis borealis	0.00400000
Lissodelphis peronii	0.00290000
Lissonycteris angolensis	0.00320000
Litocranius walleri	0.01300000
Lobodon carcinophaga	0.00350000
Lonchophylla bokermanni	0.03280000
Lonchophylla cadenai	0.01820000
Lonchophylla chocoana	0.02010000
Lonchophylla concava	0.00350000
Lonchophylla dekeyseri	0.03250000
Lonchophylla fornicata	0.02090000
Lonchophylla handleyi	0.00420000
Lonchophylla hesperia	0.01360000
Lonchophylla mordax	0.01660000
Lonchophylla orcesi	0.01870000
Lonchophylla orienticollina	0.02070000
Lonchophylla pattoni	0.02020000
Lonchophylla peracchii	0.00450000
Lonchophylla robusta	0.00260000
Lonchophylla thomasi	0.00300000
Lonchorhina aurita	0.00450000
Lonchorhina fernandezi	0.03430000
Lonchorhina inusitata	0.02100000
Lonchorhina marinkellei	0.02080000
Lonchorhina orinocensis	0.02350000
Lonchothrix emiliae	0.00390000
Lontra canadensis	0.00340000
Lontra felina	0.03470000
Lontra longicaudis	0.01460000
Lontra provocax	0.03030000
Lophiomys imhausi	0.00360000
Lophocebus albigena	0.02050000
Lophocebus aterrimus	0.01830000
Lophostoma brasiliense	0.00340000
Lophostoma carrikeri	0.00310000
Lophostoma evotis	0.00340000
Lophostoma kalkoae	0.02010000
Lophostoma occidentalis	0.01370000
Lophostoma schulzi	0.00390000
Lophostoma silvicolum	0.00330000
Lophuromys brevicaudus	0.01610000
Lophuromys chercherensis	0.03360000
Lophuromys chrysopus	0.00340000
Lophuromys cinereus	0.02060000
Lophuromys dieterleni	0.03570000
Lophuromys eisentrauti	0.12310000
Lophuromys flavopunctatus	0.00400000
Lophuromys huttereri	0.00340000
Lophuromys luteogaster	0.00380000
Lophuromys machangui	0.02010000
Lophuromys makundii	0.01840000
Lophuromys medicaudatus	0.01920000
Lophuromys melanonyx	0.01920000
Lophuromys menageshae	0.01820000
Lophuromys nudicaudus	0.00430000
Lophuromys pseudosikapusi	0.03520000
Lophuromys rahmi	0.01700000
Lophuromys roseveari	0.00440000
Lophuromys sabunii	0.02290000
Lophuromys sikapusi	0.00310000
Lophuromys simensis	0.00320000
Lophuromys stanleyi	0.02140000
Lophuromys woosnami	0.00310000
Lorentzimys nouhuysi	0.00230000
Loris lydekkerianus	0.00280000
Loris tardigradus	0.03530000
Loxodonta africana	0.01910000
Loxodontomys micropus	0.00390000
Loxodontomys pikumche	0.00430000
Lundomys molitor	0.00290000
Lutra lutra	0.01570000
Lutra sumatrana	0.03470000
Lutreolina crassicaudata	0.00390000
Lutreolina massoia	0.00250000
Lutrogale perspicillata	0.01980000
Lycalopex culpaeus	0.00380000
Lycalopex fulvipes	0.03540000
Lycalopex griseus	0.00320000
Lycalopex gymnocercus	0.00310000
Lycalopex sechurae	0.01360000
Lycalopex vetulus	0.00340000
Lycaon pictus	0.12290000
Lyncodon patagonicus	0.00380000
Lynx canadensis	0.00290000
Lynx lynx	0.00370000
Lynx pardinus	0.03370000
Lynx rufus	0.00280000
Macaca arctoides	0.02030000
