	species	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020
9160	Sericornis beccarii																LC				
9161	Sericornis citreogularis				LC				LC	LC			LC				LC				
9162	Sericornis frontalis				LC				LC	LC			LC				LC				
9163	Sericornis humilis				LC				LC	LC			LC				LC				
9164	Sericornis keri				LC				LC	LC			LC				LC				
9165	Sericornis magnirostra				LC				LC	LC			LC				LC				
9166	Sericornis nouhuysi																LC				
9167	Sericornis papuensis				LC				LC	LC			LC				LC	LC			
9168	Sericornis perspicillatus				LC				LC	LC			LC				LC	LC			
9169	Sericornis rufescens				LC				LC	LC			LC				LC				
9170	Sericornis spilodera				LC				LC	LC			LC				LC	LC	LC		
9171	Sericossypha albocristata				LC				LC	LC			VU				VU		VU		
9172	Sericulus ardens																LC				
9173	Sericulus aureus																LC				
9174	Sericulus bakeri				VU				VU	NT			NT				NT	NT			
9175	Sericulus chrysocephalus				LC				LC	LC			LC				LC				
9176	Serilophus lunatus																LC				
9177	Serilophus rubropygius																LC				
9178	Serinus alario				LC				LC	LC			LC				LC				
9179	Serinus canaria				LC				LC	LC			LC				LC		LC		
9180	Serinus canicollis										LC		LC	LC			LC		LC		
9181	Serinus flavivertex										LC		LC				LC				
9182	Serinus nigriceps				LC				LC	LC			LC				LC				
9183	Serinus pusillus				LC				LC	LC			LC				LC				
9184	Serinus serinus				LC				LC	LC			LC				LC		LC		
9185	Serinus syriacus				VU				VU				VU				VU	VU	VU	VU	
9186	Serpophaga cinerea				LC				LC	LC			LC				LC				
9187	Serpophaga griseicapilla																LC	LC			
9188	Serpophaga hypoleuca				LC				LC	LC			LC				LC	LC			
9189	Serpophaga nigricans				LC				LC	LC			LC				LC				
9190	Serpophaga subcristata																LC				
9191	Setopagis heterura							LC	LC	LC			LC				LC				
9192	Setopagis maculosa				DD				DD				DD		DD		DD				
9193	Setopagis parvula							LC	LC	LC			LC				LC				
9194	Setopagis whitelyi				LC				LC	LC			LC				LC				
9195	Setophaga adelaidae				LC				LC	LC			LC				LC				
9196	Setophaga americana				LC				LC	LC			LC				LC		LC		
9197	Setophaga angelae				VU				VU				VU				VU	EN			
9198	Setophaga auduboni																LC				
9199	Setophaga caerulescens				LC				LC	LC			LC				LC		LC		
9200	Setophaga castanea				LC				LC	LC			LC				LC		LC		
9201	Setophaga cerulea				VU				VU				VU				VU		VU	NT	
9202	Setophaga chrysoparia				EN			EN	EN				EN	EN			EN		EN		
9203	Setophaga citrina				LC				LC	LC			LC				LC				
9204	Setophaga coronata																LC				
9205	Setophaga delicata				LC				LC	LC			LC				LC				
9206	Setophaga discolor				LC				LC	LC			LC				LC				
9207	Setophaga dominica												LC	LC			LC	LC	LC		
9208	Setophaga flavescens												NT	NT			NT	NT			
9209	Setophaga fusca				LC				LC	LC			LC				LC				
9210	Setophaga graciae				LC				LC	LC			LC				LC				
9211	Setophaga graysoni																NT				
9212	Setophaga kirtlandii				VU	NT			NT				NT				NT		NT		
9213	Setophaga magnolia				LC				LC	LC			LC				LC				
9214	Setophaga nigrescens				LC				LC	LC			LC				LC				
9215	Setophaga occidentalis				LC				LC	LC			LC				LC		LC		
9216	Setophaga palmarum				LC				LC	LC			LC				LC		LC		
9217	Setophaga pensylvanica				LC				LC	LC			LC				LC				
9218	Setophaga petechia				LC				LC	LC			LC				LC				
9219	Setophaga pharetra				LC				LC	LC			LC				LC				
9220	Setophaga pinus				LC				LC	LC			LC				LC				
9221	Setophaga pitiayumi																LC	LC	LC		
9222	Setophaga pityophila				LC				LC	LC			LC				LC				
9223	Setophaga plumbea				LC				LC	LC			LC				LC				
9224	Setophaga ruticilla				LC				LC	LC			LC				LC				
9225	Setophaga striata				LC				LC	LC			LC				LC		NT		
9226	Setophaga subita		NT		NT				NT				NT				NT				
9227	Setophaga tigrina				LC				LC	LC			LC				LC				
9228	Setophaga townsendi				LC				LC	LC			LC				LC				
9229	Setophaga virens				LC				LC	LC			LC				LC		LC		
9230	Setophaga vitellina				NT				NT				NT				NT				
9231	Setornis criniger				VU				VU				VU				VU				
9232	Sheppardia aequatorialis				LC				LC	LC			LC				LC				
9233	Sheppardia aurantiithorax								EN				EN				EN	EN			
9234	Sheppardia bocagei																LC				
9235	Sheppardia cyornithopsis				LC				LC	LC			LC				LC		LC		
9236	Sheppardia gabela				EN				EN				EN				EN				
9237	Sheppardia gunningi				VU			NT	NT				NT				NT				
9238	Sheppardia lowei				VU				VU				VU				VU				
9239	Sheppardia montana				EN			EN	EN				EN				EN				
9240	Sheppardia poensis																LC				
9241	Sheppardia polioptera				LC				LC	LC			LC				LC	LC			
9242	Sheppardia sharpei				LC				LC	LC			LC				LC				
9243	Sholicola albiventris										EN		EN				EN		VU		
9244	Sholicola major										EN		EN				EN				
9245	Sialia currucoides				LC				LC	LC			LC				LC			LC	
9246	Sialia mexicana				LC				LC	LC			LC				LC				
9247	Sialia sialis				LC				LC	LC			LC				LC		LC		
9248	Sibia morrisoniana				LC				LC	LC			LC			LC	LC				
9249	Sibia nipalensis				LC				LC	LC			LC				LC				
9250	Sibia souliei				LC				LC	LC			LC				LC				
9251	Sibia waldeni				LC				LC	LC			LC				LC		LC		
9252	Sibirionetta formosa				VU		VU		VU			LC	LC				LC				
9253	Sicalis auriventris				LC				LC	LC			LC				LC				
9254	Sicalis citrina				LC				LC	LC			LC				LC		LC		
9255	Sicalis columbiana				LC				LC	LC			LC				LC		LC		
9256	Sicalis flaveola				LC				LC	LC			LC				LC		LC		
9257	Sicalis lebruni				LC				LC	LC			LC				LC				
9258	Sicalis lutea				LC				LC	LC			LC				LC				
9259	Sicalis luteocephala				LC				LC	LC			LC				LC				
9260	Sicalis luteola									LC			LC				LC		LC		
9261	Sicalis mendozae																LC				
9262	Sicalis olivascens																LC	LC			
9263	Sicalis raimondii				LC				LC	LC			LC				LC				
9264	Sicalis taczanowskii				LC				LC	LC			LC	LC			LC				
9265	Sicalis uropigyalis				LC				LC	LC			LC				LC				
9266	Silvicultrix diadema				LC				LC	LC			LC				LC				
9267	Silvicultrix frontalis				LC				LC	LC			LC				LC				
9268	Silvicultrix jelskii				LC				LC	LC			LC				LC				
9269	Silvicultrix pulchella				LC				LC	LC			LC				LC				
9270	Sinosuthora alphonsiana				LC				LC	LC			LC				LC		LC		
9271	Sinosuthora brunnea																LC	LC			
9272	Sinosuthora conspicillata				LC				LC	LC			LC				LC				
9273	Sinosuthora przewalskii				VU				VU				VU				VU				
9274	Sinosuthora ricketti																LC	LC			
9275	Sinosuthora webbiana				LC				LC	LC			LC				LC		LC		
9276	Sinosuthora zappeyi				VU				VU				VU				VU				
9277	Siphonorhis brewsteri				DD			NT	NT				NT				NT				
9278	Sipia berlepschi				LC				LC	LC			LC				LC		LC		
9279	Sipia laemosticta												LC				LC				
9280	Sipia nigricauda				LC				LC	LC			LC				LC				
9281	Sipia palliata												NT				NT				
9282	Sipodotus wallacii				LC				LC	LC			LC				LC				
9283	Siptornis striaticollis				LC				LC	LC			LC				LC				
9284	Sirystes albocinereus																LC				
9285	Sirystes albogriseus																LC	LC			
9286	Sirystes sibilator																LC				
9287	Sirystes subcanescens																LC	LC			
9288	Sitta arctica																LC	LC			
9289	Sitta azurea				LC				LC	LC			LC				LC				
9290	Sitta canadensis				LC				LC	LC			LC				LC		LC		
9291	Sitta carolinensis				LC				LC	LC			LC				LC				
9292	Sitta cashmirensis				LC				LC	LC			LC				LC				
9293	Sitta castanea																LC		LC		
9294	Sitta cinnamoventris																LC				
9295	Sitta europaea																LC		LC		
9296	Sitta formosa				VU				VU				VU				VU				
9297	Sitta frontalis				LC				LC	LC			LC				LC				
9298	Sitta himalayensis				LC				LC	LC			LC				LC				
9299	Sitta insularis																EN		CR		
9300	Sitta krueperi				LC	NT			NT				NT	NT		LC	LC				
9301	Sitta ledanti				EN				EN				EN				EN	EN			
9302	Sitta leucopsis																LC				
9303	Sitta magna				VU				VU				VU	EN			EN				
9304	Sitta nagaensis				LC				LC	LC			LC				LC				
9305	Sitta neglecta																LC				
9306	Sitta neumayer				LC				LC	LC			LC				LC		LC		
9307	Sitta oenochlamys				LC				LC	LC			LC				LC		LC		
9308	Sitta przewalskii																LC				
9309	Sitta pusilla																LC				
9310	Sitta pygmaea				LC				LC	LC			LC				LC				
9311	Sitta solangiae				NT				NT		NT		NT				NT		NT		
9312	Sitta tephronota				LC				LC	LC			LC				LC				
9313	Sitta victoriae				EN				EN				EN				EN				
9314	Sitta villosa				LC				LC	LC			LC				LC				
9315	Sitta whiteheadi				LC				LC	LC	VU		VU	VU			VU		VU		
9316	Sitta yunnanensis				NT				NT				NT				NT	NT			
9317	Sittasomus griseicapillus																LC				
9318	Sittasomus griseus																LC				
9319	Sittiparus castaneoventris																LC				
9320	Sittiparus olivaceus																LC	LC			
9321	Sittiparus owstoni																NT	EN			
9322	Sittiparus semilarvatus				NT				NT				NT				NT	NT			
9323	Sittiparus varius																LC	LC			
9324	Siva cyanouroptera				LC				LC	LC			LC				LC				
9325	Smicrornis brevirostris				LC				LC	LC			LC				LC				
9326	Smithornis capensis				LC				LC	LC			LC				LC				
9327	Smithornis rufolateralis				LC				LC	LC			LC				LC	LC			
9328	Smithornis sharpei				LC				LC	LC			LC				LC				
9329	Smutsornis africanus				LC				LC	LC			LC				LC				
9330	Snowornis cryptolophus				LC				LC	LC			LC				LC				
9331	Snowornis subalaris				LC				LC	LC			NT				NT				
9332	Somateria fischeri				LC				LC	LC			LC				LC		NT		
9333	Somateria mollissima				LC				LC	LC			LC			NT	NT		NT		
9334	Somateria spectabilis				LC				LC	LC			LC				LC		LC		
9335	Spartonoica maluroides				NT				NT				NT				NT				
9336	Spatula clypeata				LC				LC	LC			LC				LC			LC	
9337	Spatula cyanoptera				LC				LC	LC			LC				LC				
9338	Spatula discors				LC				LC	LC			LC				LC				
9339	Spatula hottentota				LC				LC	LC			LC				LC				
9340	Spatula platalea				LC				LC	LC			LC				LC				
9341	Spatula puna				LC				LC	LC			LC				LC				
9342	Spatula querquedula				LC				LC	LC			LC			LC	LC				
9343	Spatula rhynchotis				LC				LC	LC			LC				LC				
9344	Spatula smithii				LC				LC	LC			LC				LC				
9345	Spatula versicolor				LC				LC	LC			LC				LC				
9346	Speculanas specularis				NT		NT		NT				NT				NT	NT			
9347	Speculipastor bicolor				LC				LC	LC			LC				LC				
9348	Spelaeornis badeigularis				VU			VU	VU				VU				VU				
9349	Spelaeornis caudatus				NT				NT				NT				NT				
9350	Spelaeornis chocolatinus								NT				NT				NT				
9351	Spelaeornis kinneari								LC	LC		VU	VU				VU	NT	VU		
9352	Spelaeornis longicaudatus				VU				VU				VU				VU	VU			
9353	Spelaeornis oatesi								LC	LC			LC				LC				
9354	Spelaeornis reptatus								LC	LC			LC				LC				
9355	Spelaeornis troglodytoides				LC				LC	LC			LC				LC		LC		
9356	Spermestes bicolor																LC	LC			
9357	Spermestes cucullata				LC				LC	LC			LC				LC				
9358	Spermestes fringilloides				LC				LC	LC			LC				LC		LC		
9359	Spermophaga haematina				LC				LC	LC			LC				LC		LC		
9360	Spermophaga poliogenys				LC				LC	LC			LC				LC		LC		
9361	Spermophaga ruficapilla				LC				LC	LC			LC				LC				
9362	Sphecotheres hypoleucus				NT				NT				NT			LC	LC		LC		
9363	Sphecotheres vieilloti				LC				LC	LC			LC				LC	LC			
9364	Sphecotheres viridis				LC				LC	LC			LC				LC	LC			
9365	Spheniscus demersus				VU	VU			VU		EN		EN	EN		EN	EN		EN		
9366	Spheniscus humboldti				VU	VU			VU		VU		VU	VU			VU		VU		
9367	Spheniscus magellanicus				NT				NT		NT		NT				NT		NT		
9368	Spheniscus mendiculus				EN	EN		EN	EN		EN		EN				EN		EN		
9369	Sphenoeacus afer				LC				LC	LC			LC				LC				
9370	Sphenopsis frontalis				LC				LC	LC			LC				LC				
9371	Sphenopsis melanotis																LC				
9372	Sphenopsis ochracea																LC				
9373	Sphenopsis piurae																LC				
9374	Sphyrapicus nuchalis				LC				LC	LC			LC				LC		LC		
9375	Sphyrapicus ruber				LC				LC	LC			LC				LC		LC		
9376	Sphyrapicus thyroideus				LC				LC	LC			LC				LC				
9377	Sphyrapicus varius				LC				LC	LC			LC				LC				
9378	Spilopelia chinensis														LC		LC				
9379	Spilopelia senegalensis				LC				LC	LC			LC				LC		LC		
9380	Spilopelia suratensis														LC		LC				
9381	Spiloptila clamans				LC				LC	LC			LC				LC	LC			
9382	Spilornis cheela		LC		LC				LC	LC			LC				LC				
9383	Spilornis elgini				NT				NT				NT				NT	VU			
9384	Spilornis holospilus				LC				LC	LC			LC				LC				
9385	Spilornis kinabaluensis				VU				VU				VU				VU				
9386	Spilornis klossi		NT		NT				NT				NT				NT				
9387	Spilornis rufipectus				LC				LC	LC			LC				LC				
9388	Spindalis dominicensis				LC				LC	LC			LC				LC				
9389	Spindalis nigricephala				LC				LC	LC			LC				LC				
9390	Spindalis portoricensis				LC				LC	LC			LC				LC				
9391	Spindalis zena				LC				LC	LC			LC				LC				
9392	Spinus atratus				LC				LC	LC			LC				LC				
9393	Spinus atriceps				LC				LC	LC			LC				LC				
9394	Spinus barbatus				LC				LC	LC			LC				LC		LC		
9395	Spinus crassirostris				LC				LC	LC			LC				LC		LC		
9396	Spinus cucullatus				EN				EN				EN				EN	EN	EN		
9397	Spinus dominicensis				LC				LC	LC			LC				LC				
9398	Spinus lawrencei				LC				LC	LC			LC				LC				
9399	Spinus magellanicus				LC				LC	LC			LC				LC				
9400	Spinus notatus				LC				LC	LC			LC				LC		LC		
9401	Spinus olivaceus				LC				LC	LC			LC				LC				
9402	Spinus pinus				LC				LC	LC			LC				LC				
9403	Spinus psaltria				LC				LC	LC			LC				LC		LC		
9404	Spinus siemiradzkii				VU				VU				VU				VU				
9405	Spinus spinescens				LC				LC	LC			LC				LC		LC		
9406	Spinus spinus				LC				LC	LC			LC		LC	LC	LC				
9407	Spinus thibetanus				LC				LC	LC			LC				LC				
9408	Spinus tristis				LC				LC	LC			LC				LC				
9409	Spinus uropygialis				LC				LC	LC			LC				LC		LC		
9410	Spinus xanthogastrus				LC				LC	LC			LC				LC		LC		
9411	Spinus yarrellii				VU				VU				VU				VU		VU		
9412	Spiza americana				LC				LC	LC			LC				LC				
9413	Spizaetus isidori				NT				NT		VU		VU		EN		EN				
9414	Spizaetus melanoleucus				LC				LC	LC			LC				LC				
9415	Spizaetus ornatus				LC				LC	LC			NT				NT				
9416	Spizaetus tyrannus				LC				LC	LC			LC				LC				
9417	Spizella atrogularis				LC				LC	LC			LC				LC				
9418	Spizella breweri							NT	LC	LC			LC				LC		LC		
9419	Spizella pallida				LC				LC	LC			LC				LC				
9420	Spizella passerina				LC				LC	LC			LC				LC		LC		
9421	Spizella pusilla				LC				LC	LC			LC				LC				
9422	Spizella wortheni				EN				EN				EN	EN			EN	EN			
9423	Spiziapteryx circumcincta				LC				LC	LC			LC				LC				
9424	Spizixos canifrons				LC				LC	LC			LC				LC				
9425	Spizixos semitorques				LC				LC	LC			LC				LC				
9426	Spizocorys conirostris				LC				LC	LC			LC				LC				
9427	Spizocorys fremantlii				LC				LC	LC			LC				LC				
9428	Spizocorys fringillaris				EN		EN		EN				EN				EN			EN	
9429	Spizocorys obbiensis				DD				DD				DD				DD				
9430	Spizocorys personata				LC				LC	LC			LC				LC				
9431	Spizocorys sclateri				NT				NT				NT				NT	NT			
9432	Spizocorys starki				LC				LC	LC			LC				LC				
9433	Spodiopsar cineraceus				LC				LC	LC			LC				LC				
9434	Spodiopsar sericeus				LC				LC	LC			LC				LC		LC		
9435	Spodiornis rusticus				LC				LC	LC			LC				LC		LC		
9436	Sporathraupis cyanocephala				LC				LC	LC			LC				LC		LC		
9437	Sporophila albogularis				LC				LC	LC			LC				LC				
9438	Sporophila americana						LC		LC	LC			LC	LC			LC				
9439	Sporophila angolensis				LC				LC	LC			LC				LC		LC		
9440	Sporophila ardesiaca				LC				LC	LC			LC				LC		LC		
9441	Sporophila atrirostris				LC				LC	LC			LC				LC		LC		
9442	Sporophila beltoni																VU	VU			
9443	Sporophila bouvreuil																LC				
9444	Sporophila bouvronides				LC				LC	LC			LC				LC		LC		
9445	Sporophila caerulescens				LC				LC	LC			LC				LC		LC		
9446	Sporophila castaneiventris				LC				LC	LC			LC				LC				
9447	Sporophila cinnamomea				VU				VU				VU				VU	VU	VU		
9448	Sporophila collaris				LC				LC	LC			LC				LC				
9449	Sporophila corvina																LC				
9450	Sporophila crassirostris				LC				LC	LC			LC				LC				
9451	Sporophila falcirostris				VU				VU				VU				VU		VU		
9452	Sporophila fringilloides				LC				LC	LC			LC				LC		LC		
9453	Sporophila frontalis				VU				VU				VU				VU		VU		
9454	Sporophila funerea				LC				LC	LC			LC				LC				
9455	Sporophila hypochroma				NT				NT				NT				NT		NT		
9456	Sporophila hypoxantha				LC				LC	LC			LC				LC		LC		
9457	Sporophila iberaensis																EN	EN			
9458	Sporophila intermedia				LC				LC	LC			LC				LC				
9459	Sporophila leucoptera				LC				LC	LC			LC				LC		LC		
9460	Sporophila lineola				LC				LC	LC			LC				LC		LC		
9461	Sporophila luctuosa				LC				LC	LC			LC				LC				
9462	Sporophila maximiliani				NT				NT				NT	VU		VU	VU	EN		EN	
9463	Sporophila melanogaster				NT				NT				NT				NT		NT	NT	
9464	Sporophila minuta				LC				LC	LC			LC				LC				
9465	Sporophila morelleti																LC				
9466	Sporophila murallae								LC	LC			LC	LC			LC				
9467	Sporophila nigricollis																LC				
9468	Sporophila nigrorufa				VU		VU		VU				VU				VU				
9469	Sporophila nuttingi				LC				LC	LC			LC				LC				
9470	Sporophila ophthalmica																LC				
9471	Sporophila palustris				EN				EN				EN				EN	EN			
9472	Sporophila peruviana				LC				LC	LC			LC				LC				
9473	Sporophila pileata																LC	LC			
9474	Sporophila plumbea				LC				LC	LC			LC				LC		LC		
9475	Sporophila ruficollis				NT				NT				NT				NT		NT		
9476	Sporophila schistacea				LC				LC	LC			LC				LC		LC		
9477	Sporophila simplex				LC				LC	LC			LC				LC				
9478	Sporophila telasco					LC			LC	LC			LC				LC		LC		
9479	Sporophila torqueola																LC	LC			
9480	Sporopipes frontalis				LC				LC	LC			LC				LC		LC		
9481	Sporopipes squamifrons				LC				LC	LC			LC				LC				
9482	Stachyris grammiceps				NT				NT				NT				NT				
9483	Stachyris herberti				NT				NT		LC		LC				LC		LC		
9484	Stachyris humei								NT				NT	NT			NT		NT		
9485	Stachyris leucotis				NT				NT				NT				NT				
9486	Stachyris maculata				NT				NT				NT				NT				
9487	Stachyris nigriceps				LC				LC	LC			LC				LC				
9488	Stachyris nigricollis				NT				NT				NT	NT			NT				
9489	Stachyris nonggangensis										NT		VU			VU	VU	VU			
9490	Stachyris oglei				VU				VU				VU				VU	VU			
9491	Stachyris poliocephala				LC				LC	LC			LC				LC				
9492	Stachyris roberti								NT				NT				NT		NT		
9493	Stachyris strialata				LC				LC	LC			LC				LC				
9494	Stachyris thoracica				LC				LC	LC			LC				LC				
9495	Stactolaema anchietae				LC				LC	LC			LC				LC				
9496	Stactolaema leucogrammica														LC		LC				
9497	Stactolaema leucotis														LC		LC				
9498	Stactolaema whytii				LC				LC	LC			LC				LC				
9499	Stagonopleura bella				LC				LC	LC			LC				LC				
9500	Stagonopleura guttata				NT				NT				LC				LC		LC		
9501	Stagonopleura oculata				LC				LC	LC			LC				LC				
9502	Starnoenas cyanocephala				EN		EN		EN				EN				EN				
9503	Steatornis caripensis				LC				LC	LC			LC				LC				
9504	Steganopus tricolor				LC				LC	LC			LC				LC				
9505	Stelgidillas gracilirostris				LC				LC	LC			LC				LC				
9506	Stelgidopteryx ridgwayi				LC												LC	LC			
9507	Stelgidopteryx ruficollis				LC				LC	LC			LC				LC				
9508	Stelgidopteryx serripennis				LC												LC				
9509	Stenostira scita				LC				LC	LC			LC				LC				
9510	Stephanoaetus coronatus				LC				LC	LC			NT				NT		NT		
9511	Stephanophorus diadematus				LC				LC	LC			LC				LC				
9512	Stephanoxis lalandi														LC		LC				
9513	Stephanoxis loddigesii														LC		LC				
9514	Stercorarius longicaudus				LC				LC	LC			LC				LC		LC		
9515	Stercorarius parasiticus				LC				LC	LC			LC				LC		LC		
9516	Stercorarius pomarinus				LC				LC	LC			LC				LC		LC		
9517	Sterna acuticauda				NT		NT		NT				EN				EN				
9518	Sterna aurantia				LC				LC	LC			NT				NT				
9519	Sterna dougallii				LC				LC	LC			LC				LC	LC	LC		
9520	Sterna forsteri				LC				LC	LC			LC				LC		LC		
9521	Sterna hirundinacea				LC				LC	LC			LC				LC		LC		
9522	Sterna hirundo				LC				LC	LC			LC				LC		LC		
9523	Sterna paradisaea				LC				LC	LC	LC		LC				LC		LC		
9524	Sterna repressa				LC				LC	LC			LC				LC		LC	LC	
9525	Sterna striata				LC				LC	LC			LC	LC			LC		NT	NT	
9526	Sterna sumatrana				LC				LC	LC			LC				LC		LC		
9527	Sterna trudeaui				LC				LC	LC			LC				LC		LC		
9528	Sterna virgata				NT		NT		NT		NT		NT				NT		NT		
9529	Sterna vittata				LC				LC	LC			LC	LC			LC		LC		
9530	Sternoclyta cyanopectus				LC				LC	LC			LC				LC				
9531	Sternula albifrons				LC				LC	LC			LC				LC		LC		
9532	Sternula antillarum				LC				LC	LC			LC				LC		LC		
9533	Sternula balaenarum				NT		NT		NT		NT		NT			NT	VU		VU		
9534	Sternula lorata				NT	EN	EN		EN		EN		EN				EN		EN		
9535	Sternula nereis				LC				VU		VU		VU				VU		VU		
9536	Sternula saundersi				LC				LC	LC			LC				LC		LC	LC	
9537	Sternula superciliaris				LC				LC	LC			LC				LC				
9538	Sterrhoptilus capitalis				LC				LC	LC			LC				LC		LC		
9539	Sterrhoptilus dennistouni				NT				NT				NT				NT		NT		
9540	Sterrhoptilus nigrocapitatus				LC				LC	LC			LC				LC				
9541	Stictonetta naevosa				LC				LC	LC			LC				LC				
9542	Stigmatura bahiae																LC				
9543	Stigmatura budytoides				LC				LC	LC			LC				LC				
9544	Stigmatura napensis																LC	LC			
9545	Stiltia isabella				LC				LC	LC			LC				LC				
9546	Stiphrornis erythrothorax																LC	LC	LC		
9547	Stiphrornis pyrrholaemus																NT				
9548	Stiphrornis xanthogaster																LC		LC		
9549	Stipiturus malachurus				LC				LC	LC			LC				LC				
9550	Stipiturus mallee				VU		VU		EN				EN				EN				
9551	Stipiturus ruficeps				LC				LC	LC			LC				LC				
9552	Stizorhina finschi																LC				
9553	Stizorhina fraseri																LC				
9554	Stomiopera flava				LC				LC	LC			LC				LC		LC		
9555	Stomiopera unicolor				LC				LC	LC			LC				LC				
9556	Strepera fuliginosa				LC				LC	LC			LC				LC				
9557	Strepera graculina				LC				LC	LC			LC				LC				
9558	Strepera versicolor				LC				LC	LC			LC				LC	LC			
9559	Streptocitta albertinae				NT				NT				NT				NT		NT		
9560	Streptocitta albicollis																LC				
9561	Streptocitta torquata																LC				
9562	Streptopelia bitorquata														LC		LC				
9563	Streptopelia capicola				LC				LC	LC			LC				LC		LC		
9564	Streptopelia decaocto														LC		LC		LC	LC	
9565	Streptopelia decipiens				LC				LC	LC			LC				LC				
9566	Streptopelia dusumieri														VU		VU		VU		
9567	Streptopelia hypopyrrha				LC				LC	LC			LC				LC				
9568	Streptopelia lugens				LC				LC	LC			LC				LC				
9569	Streptopelia orientalis				LC				LC	LC			LC				LC				
9570	Streptopelia reichenowi				NT				NT				NT				NT				
9571	Streptopelia roseogrisea				LC				LC	LC			LC				LC		LC		
9572	Streptopelia semitorquata				LC				LC	LC			LC				LC				
9573	Streptopelia tranquebarica				LC				LC	LC			LC				LC		LC		
9574	Streptopelia turtur				LC				LC	LC			LC			VU	VU	VU		VU	
9575	Streptopelia vinacea				LC				LC	LC			LC				LC				
9576	Streptopelia xanthocycla														LC		LC				
9577	Streptoprocne biscutata				LC				LC	LC			LC				LC		LC		
9578	Streptoprocne phelpsi				LC				LC	LC			LC				LC				
9579	Streptoprocne rutila				LC				LC	LC			LC				LC				
9580	Streptoprocne semicollaris				LC				LC	LC			LC				LC				
9581	Streptoprocne zonaris				LC				LC	LC			LC				LC		LC		
9582	Stresemannia bougainvillei				LC				LC	LC			LC				LC	LC			
9583	Strigops habroptila				CR		CR		CR	CR	CR		CR	CR		CR	CR		CR		
9584	Strix aluco														LC		LC				
9585	Strix butleri														DD		DD	DD			
9586	Strix chacoensis						LC		LC	LC			LC				LC		NT		
9587	Strix fulvescens				LC				LC	LC			LC				LC				
9588	Strix hadorami				LC				LC	LC			LC				LC				
9589	Strix hylophila				NT				NT				NT				NT				
9590	Strix leptogrammica				LC				LC	LC			LC				LC				
9591	Strix nebulosa				LC				LC	LC			LC			LC	LC				
9592	Strix nivicolum														LC		LC				
9593	Strix occidentalis				NT				NT				NT	NT			NT	NT			
9594	Strix ocellata				LC				LC	LC			LC				LC				
9595	Strix rufipes						LC		LC	LC			LC				LC				
9596	Strix seloputo				LC				LC	LC			LC				LC				
9597	Strix uralensis				LC				LC	LC			LC	LC		LC	LC				
9598	Strix varia				LC				LC	LC			LC				LC				
9599	Strix woodfordii				LC				LC	LC			LC				LC				
9600	Struthidea cinerea				LC				LC	LC			LC				LC				
9601	Struthio camelus														LC		LC		LC		
9602	Struthio molybdophanes														VU		VU				
9603	Sturnella magna									LC			LC				LC		NT	NT	
9604	Sturnella neglecta				LC				LC	LC			LC				LC		LC		
9605	Sturnia erythropygia				LC				LC	LC			LC				LC		LC		
9606	Sturnia malabarica				LC				LC	LC			LC				LC				
9607	Sturnia pagodarum				LC				LC	LC			LC				LC		LC		
9608	Sturnia sinensis				LC				LC	LC			LC				LC				
9609	Sturnornis albofrontatus				VU		VU		VU				VU				VU				
9610	Sturnus unicolor				LC				LC	LC			LC				LC				
9611	Sturnus vulgaris				LC				LC	LC			LC		LC	LC	LC			LC	
9612	Sublegatus arenarum				LC				LC	LC			LC				LC	LC			
9613	Sublegatus modestus				LC				LC	LC			LC				LC				
9614	Sublegatus obscurior				LC				LC	LC			LC				LC		LC		
9615	Sugomel nigrum				LC				LC	LC			LC				LC				
9616	Suiriri suiriri							LC	LC	LC			LC				LC				
9617	Sula dactylatra										LC		LC				LC		LC		
9618	Sula granti				LC				LC	LC			LC				LC		LC		
9619	Sula leucogaster				LC				LC	LC			LC				LC		LC		
9620	Sula nebouxii				LC				LC	LC			LC				LC		LC		
9621	Sula sula				LC				LC	LC			LC				LC		LC		
9622	Sula variegata				LC				LC	LC			LC				LC		LC		
9623	Surnia ulula				LC				LC	LC			LC			LC	LC				
9624	Surniculus dicruroides														LC		LC				
9625	Surniculus lugubris														LC		LC				
9626	Surniculus musschenbroeki														LC		LC				
9627	Surniculus velutinus														LC		LC				
9628	Suthora fulvifrons				LC				LC	LC			LC				LC				
9629	Suthora nipalensis				LC				LC	LC			LC				LC				
9630	Suthora verreauxi				LC				LC	LC			LC				LC		LC		
9631	Swynnertonia swynnertoni				VU				VU				VU	VU			VU				
9632	Sylvia abyssinica																LC				
9633	Sylvia atricapilla				LC				LC	LC			LC				LC				
9634	Sylvia atriceps																LC				
9635	Sylvia balearica																LC				
9636	Sylvia boehmi				LC				LC	LC			LC				LC				
9637	Sylvia borin				LC				LC	LC			LC				LC				
9638	Sylvia buryi				VU				VU				VU				VU	NT			
9639	Sylvia cantillans																LC		LC		
9640	Sylvia communis				LC				LC	LC			LC		LC		LC	LC			
9641	Sylvia conspicillata				LC				LC	LC			LC		LC		LC			LC	
9642	Sylvia crassirostris																LC			LC	
9643	Sylvia curruca																LC	LC			
9644	Sylvia deserti																LC	LC			
9645	Sylvia deserticola				LC				LC	LC			LC				LC		LC		
9646	Sylvia dohrni				LC				LC	LC			LC				LC		LC		
9647	Sylvia hortensis																LC		LC		
9648	Sylvia layardi				LC				LC	LC			LC				LC				
