species	simulated_p_e_in_500_years
Arborophila javanica	0.24000000
Arborophila mandellii	0.62000000
Arborophila orientalis	0.51000000
Arborophila rolli	0.22000000
Arborophila rubrirostris	0.26000000
Arborophila rufipectus	0.77000000
Arborophila rufogularis	0.21000000
Arborophila sumatrana	0.26000000
Arborophila tonkinensis	0.27000000
Arborophila torqueola	0.22000000
Arcanator orostruthus	0.62000000
Archboldia papuensis	0.36000000
Archilochus alexandri	0.18000000
Archilochus colubris	0.26000000
Ardea alba	0.14000000
Ardea brachyrhyncha	0.16000000
Ardea cinerea	0.15000000
Ardea cocoi	0.23000000
Ardea goliath	0.16000000
Ardea herodias	0.26000000
Ardea humbloti	0.81000000
Ardea insignis	0.90000000
Ardea intermedia	0.26000000
Ardea melanocephala	0.17000000
Ardea pacifica	0.20000000
Ardea plumifera	0.16000000
Ardea purpurea	0.18000000
Ardea sumatrana	0.20000000
Ardenna bulleri	0.54000000
Ardenna carneipes	0.31000000
Ardenna creatopus	0.52000000
Ardenna gravis	0.14000000
Ardenna grisea	0.20000000
Ardenna pacifica	0.21000000
Ardenna tenuirostris	0.10000000
Ardeola bacchus	0.26000000
Ardeola grayii	0.24000000
Ardeola idae	0.75000000
Ardeola ralloides	0.29000000
Ardeola rufiventris	0.18000000
Ardeola speciosa	0.28000000
Ardeotis arabs	0.30000000
Ardeotis australis	0.16000000
Ardeotis kori	0.33000000
Ardeotis nigriceps	0.76000000
Arenaria interpres	0.20000000
Arenaria melanocephala	0.21000000
Argusianus argus	0.37000000
Argya altirostris	0.28000000
Argya aylmeri	0.21000000
Argya caudata	0.27000000
Argya earlei	0.23000000
Argya fulva	0.14000000
Argya malcolmi	0.27000000
Argya rubiginosa	0.22000000
Argya squamiceps	0.25000000
Argya subrufa	0.24000000
Arizelocichla chlorigula	0.25000000
Arizelocichla fusciceps	0.21000000
Arizelocichla masukuensis	0.21000000
Arizelocichla milanjensis	0.28000000
Arizelocichla montana	0.42000000
Arizelocichla neumanni	0.23000000
Arizelocichla nigriceps	0.21000000
Arizelocichla striifacies	0.31000000
Arizelocichla tephrolaema	0.21000000
Arremon abeillei	0.28000000
Arremon assimilis	0.18000000
Arremon atricapillus	0.20000000
Arremon aurantiirostris	0.22000000
Arremon axillaris	0.21000000
Arremon basilicus	0.47000000
Arremon brunneinucha	0.22000000
Arremon castaneiceps	0.42000000
Arremon costaricensis	0.21000000
Arremon crassirostris	0.26000000
Arremon flavirostris	0.20000000
Arremon franciscanus	0.43000000
Arremon nigriceps	0.23000000
Arremon perijanus	0.60000000
Arremon phaeopleurus	0.29000000
Arremon phygas	0.61000000
Arremon schlegeli	0.20000000
Arremon semitorquatus	0.27000000
Arremon taciturnus	0.29000000
Arremon torquatus	0.24000000
Arremon virenticeps	0.25000000
Arremonops chloronotus	0.18000000
Arremonops conirostris	0.26000000
Arremonops rufivirgatus	0.22000000
Arremonops tocuyensis	0.18000000
Arses insularis	0.21000000
Arses kaupi	0.27000000
Arses lorealis	0.26000000
Arses telescopthalmus	0.20000000
Artamella viridis	0.20000000
Artamus cinereus	0.23000000
Artamus cyanopterus	0.29000000
Artamus fuscus	0.29000000
Artamus insignis	0.28000000
Artamus leucoryn	0.25000000
Artamus maximus	0.22000000
Artamus mentalis	0.21000000
Artamus minor	0.17000000
Artamus monachus	0.27000000
Artamus personatus	0.20000000
Artamus superciliosus	0.21000000
Artemisiospiza belli	0.28000000
Artemisiospiza nevadensis	0.26000000
Artisornis metopias	0.22000000
Artisornis moreaui	0.96000000
Artisornis sousae	0.82000000
Arundinax aedon	0.16000000
Arundinicola leucocephala	0.27000000
Asarcornis scutulata	0.70000000
Asemospiza fuliginosa	0.22000000
Asemospiza obscura	0.21000000
Ashbyia lovensis	0.26000000
Asio abyssinicus	0.18000000
Asio capensis	0.20000000
Asio clamator	0.22000000
Asio flammeus	0.24000000
Asio madagascariensis	0.21000000
Asio otus	0.23000000
Asio stygius	0.17000000
Aspatha gularis	0.27000000
Asthenes anthoides	0.25000000
Asthenes arequipae	0.23000000
Asthenes ayacuchensis	0.23000000
Asthenes baeri	0.19000000
Asthenes berlepschi	0.48000000
Asthenes coryi	0.31000000
Asthenes dorbignyi	0.25000000
Asthenes flammulata	0.30000000
Asthenes fuliginosa	0.20000000
Asthenes griseomurina	0.24000000
Asthenes harterti	0.30000000
Asthenes helleri	0.63000000
Asthenes heterura	0.39000000
Asthenes huancavelicae	0.32000000
Asthenes hudsoni	0.39000000
Asthenes humilis	0.19000000
Asthenes luizae	0.42000000
Asthenes maculicauda	0.22000000
Asthenes modesta	0.22000000
Asthenes moreirae	0.17000000
Asthenes ottonis	0.24000000
Asthenes palpebralis	0.26000000
Asthenes perijana	0.84000000
Asthenes pudibunda	0.21000000
Asthenes pyrrholeuca	0.35000000
Asthenes urubambensis	0.43000000
Asthenes usheri	0.59000000
Asthenes vilcabambae	0.23000000
Asthenes virgata	0.22000000
Asthenes wyatti	0.27000000
Astrapia mayeri	0.36000000
Astrapia nigra	0.18000000
Astrapia rothschildi	0.19000000
Astrapia splendidissima	0.30000000
Astrapia stephaniae	0.21000000
Atalotriccus pilaris	0.19000000
Atelornis crossleyi	0.43000000
Atelornis pittoides	0.26000000
Athene brama	0.27000000
Athene cunicularia	0.26000000
Athene noctua	0.20000000
Athene superciliaris	0.22000000
Atimastillas flavicollis	0.27000000
Atimastillas flavigula	0.30000000
Atlantisia rogersi	0.58000000
Atlapetes albiceps	0.19000000
Atlapetes albinucha	0.26000000
Atlapetes albofrenatus	0.29000000
Atlapetes blancae	0.95000000
Atlapetes canigenis	0.26000000
Atlapetes citrinellus	0.27000000
Atlapetes crassus	0.26000000
Atlapetes flaviceps	0.83000000
Atlapetes forbesi	0.24000000
Atlapetes fulviceps	0.16000000
Atlapetes fuscoolivaceus	0.40000000
Atlapetes latinuchus	0.31000000
Atlapetes leucopis	0.21000000
Atlapetes leucopterus	0.26000000
Atlapetes melanocephalus	0.29000000
Atlapetes melanolaemus	0.31000000
Atlapetes melanopsis	0.88000000
Atlapetes meridae	0.23000000
Atlapetes nationi	0.24000000
Atlapetes nigrifrons	0.41000000
Atlapetes pallidiceps	0.82000000
Atlapetes pallidinucha	0.20000000
Atlapetes paynteri	0.26000000
Atlapetes personatus	0.22000000
Atlapetes pileatus	0.21000000
Atlapetes rufigenis	0.45000000
Atlapetes rufinucha	0.28000000
Atlapetes schistaceus	0.22000000
Atlapetes seebohmi	0.25000000
Atlapetes semirufus	0.24000000
Atlapetes taczanowskii	0.21000000
Atlapetes terborghi	0.38000000
Atlapetes tricolor	0.23000000
Atrichornis clamosus	0.83000000
Atrichornis rufescens	0.74000000
Attagis gayi	0.26000000
Attagis malouinus	0.21000000
Atthis ellioti	0.19000000
Atthis heloisa	0.27000000
Atticora fasciata	0.20000000
Atticora pileata	0.22000000
Atticora tibialis	0.17000000
Attila bolivianus	0.24000000
Attila cinnamomeus	0.26000000
Attila citriniventris	0.20000000
Attila phoenicurus	0.16000000
Attila rufus	0.26000000
Attila spadiceus	0.23000000
Attila torridus	0.66000000
Augastes lumachella	0.37000000
Augastes scutatus	0.28000000
Aulacorhynchus albivitta	0.20000000
Aulacorhynchus atrogularis	0.21000000
Aulacorhynchus caeruleogularis	0.24000000
Aulacorhynchus calorhynchus	0.18000000
Aulacorhynchus coeruleicinctis	0.22000000
Aulacorhynchus cyanolaemus	0.17000000
Aulacorhynchus derbianus	0.25000000
Aulacorhynchus haematopygus	0.22000000
Aulacorhynchus huallagae	0.83000000
Aulacorhynchus prasinus	0.20000000
Aulacorhynchus sulcatus	0.27000000
Aulacorhynchus wagleri	0.21000000
Aulacorhynchus whitelianus	0.22000000
Auriparus flaviceps	0.23000000
Automolus infuscatus	0.14000000
Automolus lammi	0.81000000
Automolus leucophthalmus	0.22000000
Automolus melanopezus	0.18000000
Automolus ochrolaemus	0.28000000
Automolus paraensis	0.30000000
Automolus rufipileatus	0.26000000
Automolus subulatus	0.29000000
Automolus virgatus	0.22000000
Aviceda cuculoides	0.19000000
Aviceda jerdoni	0.28000000
Aviceda leuphotes	0.29000000
Aviceda madagascariensis	0.34000000
Aviceda subcristata	0.20000000
Avocettula recurvirostris	0.20000000
Aythya affinis	0.14000000
Aythya americana	0.22000000
Aythya australis	0.18000000
Aythya baeri	0.94000000
Aythya collaris	0.22000000
Aythya ferina	0.57000000
Aythya fuligula	0.30000000
Aythya innotata	0.93000000
Aythya marila	0.15000000
Aythya novaeseelandiae	0.27000000
Aythya nyroca	0.41000000
Aythya valisineria	0.23000000
Baeolophus atricristatus	0.20000000
Baeolophus bicolor	0.20000000
Baeolophus inornatus	0.26000000
Baeolophus ridgwayi	0.22000000
Baeolophus wollweberi	0.23000000
Baeopogon clamans	0.12000000
Baeopogon indicator	0.24000000
Balaeniceps rex	0.42000000
Balearica pavonina	0.47000000
Balearica regulorum	0.68000000
Bambusicola fytchii	0.22000000
Bambusicola sonorivox	0.23000000
Bambusicola thoracicus	0.24000000
Bangsia arcaei	0.44000000
Bangsia aureocincta	0.75000000
Bangsia edwardsi	0.25000000
Bangsia flavovirens	0.53000000
Bangsia melanochlamys	0.59000000
Bangsia rothschildi	0.28000000
Barnardius zonarius	0.25000000
Bartramia longicauda	0.18000000
Baryphthengus martii	0.17000000
Baryphthengus ruficapillus	0.30000000
Basileuterus auricapilla	0.22000000
Basileuterus belli	0.22000000
Basileuterus cabanisi	0.24000000
Basileuterus culicivorus	0.19000000
Basileuterus griseiceps	0.80000000
Basileuterus hypoleucus	0.21000000
Basileuterus ignotus	0.56000000
Basileuterus lachrymosus	0.26000000
Basileuterus melanogenys	0.21000000
Basileuterus rufifrons	0.20000000
Basileuterus trifasciatus	0.24000000
Basileuterus tristriatus	0.28000000
Basilinna leucotis	0.29000000
Basilinna xantusii	0.16000000
Basilornis celebensis	0.19000000
Basilornis corythaix	0.22000000
Basilornis galeatus	0.42000000
Batara cinerea	0.26000000
Bathmocercus cerviniventris	0.45000000
Bathmocercus rufus	0.23000000
Batis capensis	0.26000000
Batis crypta	0.20000000
Batis dimorpha	0.26000000
Batis diops	0.24000000
Batis erlangeri	0.23000000
Batis fratrum	0.28000000
Batis ituriensis	0.28000000
Batis margaritae	0.19000000
Batis minima	0.22000000
Batis minor	0.31000000
Batis minulla	0.25000000
Batis mixta	0.29000000
Batis molitor	0.29000000
Batis occulta	0.22000000
Batis orientalis	0.24000000
Batis perkeo	0.24000000
Batis poensis	0.21000000
Batis pririt	0.24000000
Batis reichenowi	0.19000000
Batis senegalensis	0.28000000
Batis soror	0.30000000
Batrachostomus auritus	0.45000000
Batrachostomus cornutus	0.23000000
Batrachostomus harterti	0.30000000
Batrachostomus hodgsoni	0.24000000
Batrachostomus javensis	0.24000000
Batrachostomus mixtus	0.44000000
Batrachostomus moniliger	0.31000000
Batrachostomus poliolophus	0.47000000
Batrachostomus septimus	0.26000000
Batrachostomus stellatus	0.40000000
Berenicornis comatus	0.82000000
Berlepschia rikeri	0.24000000
Bernieria madagascariensis	0.30000000
Bias musicus	0.26000000
Biatas nigropectus	0.63000000
Biziura lobata	0.14000000
Bleda canicapillus	0.14000000
Bleda eximius	0.39000000
Bleda notatus	0.31000000
Bleda syndactylus	0.28000000
Bleda ugandae	0.24000000
Blythipicus pyrrhotis	0.24000000
Blythipicus rubiginosus	0.20000000
Bocagia minuta	0.28000000
Boissonneaua flavescens	0.22000000
Boissonneaua jardini	0.23000000
Boissonneaua matthewsii	0.23000000
Bolbopsittacus lunulatus	0.27000000
Bolborhynchus ferrugineifrons	0.52000000
Bolborhynchus lineola	0.20000000
Bolborhynchus orbygnesius	0.29000000
Bolemoreus frenatus	0.29000000
Bolemoreus hindwoodi	0.27000000
Bombycilla cedrorum	0.26000000
Bombycilla garrulus	0.27000000
Bombycilla japonica	0.43000000
Bonasa bonasia	0.21000000
Bonasa sewerzowi	0.40000000
Bonasa umbellus	0.24000000
Bostrychia bocagei	0.89000000
Bostrychia carunculata	0.19000000
Bostrychia hagedash	0.22000000
Bostrychia olivacea	0.24000000
Bostrychia rara	0.17000000
Botaurus lentiginosus	0.26000000
Botaurus pinnatus	0.26000000
Botaurus poiciloptilus	0.73000000
Botaurus stellaris	0.30000000
Brachycope anomala	0.28000000
Brachygalba albogularis	0.23000000
Brachygalba goeringi	0.21000000
Brachygalba lugubris	0.25000000
Brachygalba salmoni	0.22000000
Brachypodius atriceps	0.19000000
Brachypodius fuscoflavescens	0.16000000
Brachypodius priocephalus	0.46000000
Brachypteracias leptosomus	0.59000000
Brachypteryx cruralis	0.22000000
Brachypteryx erythrogyna	0.17000000
Brachypteryx floris	0.28000000
Brachypteryx goodfellowi	0.25000000
Brachypteryx hyperythra	0.44000000
Brachypteryx leucophris	0.30000000
Brachypteryx montana	0.16000000
Brachypteryx poliogyna	0.15000000
Brachypteryx saturata	0.19000000
Brachypteryx sinensis	0.23000000
Brachyramphus brevirostris	0.41000000
Brachyramphus marmoratus	0.68000000
Brachyramphus perdix	0.30000000
Bradornis boehmi	0.23000000
Bradornis comitatus	0.23000000
Bradornis fuliginosus	0.21000000
Bradornis mariquensis	0.31000000
Bradornis microrhynchus	0.21000000
Bradornis ussheri	0.24000000
Bradypterus alfredi	0.24000000
Bradypterus baboecala	0.28000000
Bradypterus bangwaensis	0.34000000
Bradypterus barratti	0.12000000
Bradypterus brunneus	0.29000000
Bradypterus carpalis	0.29000000
Bradypterus centralis	0.28000000
Bradypterus cinnamomeus	0.27000000
Bradypterus grandis	0.40000000
Bradypterus graueri	0.74000000
Bradypterus lopezi	0.27000000
Bradypterus sylvaticus	0.62000000
Branta bernicla	0.15000000
Branta canadensis	0.13000000
Branta hutchinsii	0.15000000
Branta leucopsis	0.20000000
Branta ruficollis	0.58000000
Branta sandvicensis	0.45000000
Brotogeris chiriri	0.19000000
Brotogeris chrysoptera	0.23000000
Brotogeris cyanoptera	0.19000000
Brotogeris jugularis	0.28000000
Brotogeris pyrrhoptera	0.72000000
Brotogeris sanctithomae	0.19000000
Brotogeris tirica	0.28000000
Brotogeris versicolurus	0.18000000
Bubalornis albirostris	0.22000000
Bubalornis niger	0.30000000
Bubo africanus	0.24000000
Bubo ascalaphus	0.24000000
Bubo bengalensis	0.18000000
Bubo blakistoni	0.65000000
Bubo bubo	0.16000000
Bubo capensis	0.18000000
Bubo cinerascens	0.24000000
Bubo coromandus	0.17000000
Bubo lacteus	0.14000000
Bubo leucostictus	0.25000000
Bubo magellanicus	0.14000000
Bubo nipalensis	0.19000000
Bubo philippensis	0.52000000
Bubo poensis	0.26000000
Bubo scandiacus	0.45000000
Bubo shelleyi	0.51000000
Bubo sumatranus	0.19000000
Bubo virginianus	0.15000000
Bubulcus ibis	0.23000000
Bucanetes githagineus	0.18000000
Bucanetes mongolicus	0.37000000
Buccanodon duchaillui	0.31000000
Bucco capensis	0.26000000
Bucephala albeola	0.23000000
Bucephala clangula	0.16000000
Bucephala islandica	0.23000000
Buceros bicornis	0.41000000
Buceros hydrocorax	0.49000000
Buceros mindanensis	0.48000000
Buceros rhinoceros	0.51000000
Bucorvus abyssinicus	0.36000000
Bucorvus leadbeateri	0.37000000
Buettikoferella bivittata	0.20000000
Bugeranus carunculatus	0.36000000
Bulweria bulwerii	0.15000000
Bulweria fallax	0.24000000
Buphagus africanus	0.20000000
Buphagus erythrorynchus	0.21000000
Burhinus bistriatus	0.15000000
Burhinus capensis	0.22000000
Burhinus grallarius	0.15000000
Burhinus indicus	0.20000000
Burhinus oedicnemus	0.19000000
Burhinus senegalensis	0.24000000
Burhinus superciliaris	0.15000000
Burhinus vermiculatus	0.23000000
Busarellus nigricollis	0.20000000
Butastur indicus	0.27000000
Butastur liventer	0.25000000
Butastur rufipennis	0.25000000
Butastur teesa	0.20000000
Buteo albigula	0.21000000
Buteo albonotatus	0.19000000
Buteo augur	0.22000000
Buteo auguralis	0.18000000
Buteo brachypterus	0.23000000
Buteo brachyurus	0.20000000
Buteo buteo	0.11000000
Buteo galapagoensis	0.57000000
Buteo hemilasius	0.18000000
Buteo jamaicensis	0.24000000
Buteo japonicus	0.17000000
Buteo lagopus	0.22000000
Buteo lineatus	0.22000000
Buteo nitidus	0.23000000
Buteo oreophilus	0.32000000
Buteo plagiatus	0.16000000
Buteo platypterus	0.17000000
Buteo refectus	0.23000000
Buteo regalis	0.27000000
Buteo ridgwayi	0.84000000
Buteo rufinus	0.25000000
Buteo rufofuscus	0.17000000
Buteo socotraensis	0.57000000
Buteo solitarius	0.41000000
Buteo swainsoni	0.16000000
Buteo trizonatus	0.34000000
Buteo ventralis	0.56000000
Buteogallus aequinoctialis	0.34000000
Buteogallus anthracinus	0.19000000
Buteogallus coronatus	0.70000000
Buteogallus gundlachii	0.39000000
Buteogallus lacernulatus	0.53000000
Buteogallus meridionalis	0.23000000
Buteogallus schistaceus	0.24000000
Buteogallus solitarius	0.30000000
Buteogallus urubitinga	0.24000000
Buthraupis montana	0.22000000
Butorides striata	0.22000000
Bycanistes albotibialis	0.21000000
Bycanistes brevis	0.17000000
Bycanistes bucinator	0.19000000
Bycanistes cylindricus	0.53000000
Bycanistes fistulator	0.24000000
Bycanistes sharpii	0.14000000
Bycanistes subcylindricus	0.21000000
Cacatua alba	0.63000000
Cacatua ducorpsii	0.21000000
Cacatua galerita	0.15000000
Cacatua goffiniana	0.29000000
Cacatua haematuropygia	0.85000000
Cacatua leadbeateri	0.15000000
Cacatua moluccensis	0.41000000
Cacatua ophthalmica	0.52000000
Cacatua pastinator	0.15000000
Cacatua sanguinea	0.18000000
Cacatua sulphurea	0.68000000
Cacatua tenuirostris	0.12000000
Cacicus cela	0.23000000
Cacicus chrysonotus	0.26000000
Cacicus chrysopterus	0.21000000
Cacicus flavicrissus	0.15000000
Cacicus haemorrhous	0.25000000
Cacicus koepckeae	0.78000000
Cacicus latirostris	0.24000000
Cacicus leucoramphus	0.27000000
Cacicus microrhynchus	0.20000000
Cacicus oseryi	0.22000000
Cacicus pacificus	0.30000000
Cacicus sclateri	0.22000000
Cacicus solitarius	0.19000000
Cacicus uropygialis	0.28000000
Cacomantis aeruginosus	0.22000000
Cacomantis castaneiventris	0.23000000
Cacomantis flabelliformis	0.25000000
Cacomantis merulinus	0.28000000
Cacomantis passerinus	0.25000000
Cacomantis sonneratii	0.26000000
Cacomantis variolosus	0.29000000
Cairina moschata	0.25000000
Calamanthus campestris	0.31000000
Calamanthus cautus	0.24000000
Calamanthus fuliginosus	0.23000000
Calamanthus montanellus	0.23000000
Calamanthus pyrrhopygius	0.26000000
Calamonastes fasciolatus	0.29000000
Calamonastes simplex	0.23000000
Calamonastes stierlingi	0.23000000
Calamonastes undosus	0.18000000
Calamonastides bensoni	0.60000000
Calamonastides gracilirostris	0.60000000
Calamospiza melanocorys	0.30000000
Calandrella acutirostris	0.24000000
Calandrella blanfordi	0.33000000
Calandrella brachydactyla	0.19000000
Calandrella cinerea	0.21000000
Calandrella dukhunensis	0.27000000
Calandrella eremica	0.28000000
Calcarius lapponicus	0.24000000
Calcarius ornatus	0.62000000
Calcarius pictus	0.28000000
Calendulauda africanoides	0.20000000
Calendulauda albescens	0.21000000
Calendulauda alopex	0.27000000
Calendulauda burra	0.50000000
Calendulauda erythrochlamys	0.28000000
Calendulauda poecilosterna	0.19000000
Calendulauda sabota	0.29000000
Calherodius leuconotus	0.24000000
Calicalicus madagascariensis	0.22000000
Calicalicus rufocarpalis	0.56000000
Calidris acuminata	0.21000000
Calidris alba	0.17000000
Calidris alpina	0.22000000
Calidris bairdii	0.26000000
Calidris canutus	0.34000000
Calidris falcinellus	0.20000000
Calidris ferruginea	0.27000000
Calidris fuscicollis	0.26000000
Calidris himantopus	0.26000000
Calidris maritima	0.22000000
Calidris mauri	0.27000000
Calidris melanotos	0.19000000
Calidris minuta	0.19000000
Calidris minutilla	0.22000000
Calidris ptilocnemis	0.24000000
Calidris pugnax	0.20000000
Calidris pusilla	0.38000000
Calidris pygmaea	0.94000000
Calidris ruficollis	0.40000000
Calidris subminuta	0.28000000
Calidris subruficollis	0.46000000
Calidris temminckii	0.25000000
Calidris tenuirostris	0.79000000
Calidris virgata	0.20000000
Caliechthrus leucolophus	0.29000000
Caligavis chrysops	0.24000000
Caligavis obscura	0.17000000
Caligavis subfrenata	0.21000000
Callacanthis burtoni	0.21000000
Callaeas cinereus	0.94000000
