species	2017	1996	1994	1990	1988	1986	2018	2010	2006	2016	2007	2015	2011	2020	1983	2014	2013	2009	2019	1985	2004	2002	2008	2003	2000	2012
Sympetrum himalayanum	NA	NA	NA	NA	NA	NA	NA	DD	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Heliocypha bisignata	NA	NA	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sieboldius nigricolor	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DD	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Calicnemia sudhaae	NA	NA	NA	NA	NA	NA	NA	DD	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Macromia aculeata	NA	NA	NA	NA	NA	NA	NA	DD	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Davidius kumaonensis	NA	NA	NA	NA	NA	NA	NA	DD	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Indocypha vittata	NA	NA	NA	NA	NA	NA	NA	NT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lyriothemis mortoni	NA	NA	NA	NA	NA	NA	NA	DD	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Davidius baronii	NA	NA	NA	NA	NA	NA	NA	DD	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Coeliccia svihleri	NA	NA	NA	NA	NA	NA	NA	DD	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA
Burmagomphus v-flavum	NA	NA	NA	NA	NA	NA	NA	DD	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Aristocypha hilaryae	NA	NA	NA	NA	NA	NA	NA	DD	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Himalagrion pithoragarhicus	NA	NA	NA	NA	NA	NA	NA	DD	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Coeliccia loringae	NA	NA	NA	NA	NA	NA	NA	DD	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lestes malaisei	NA	NA	NA	NA	NA	NA	NA	DD	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gynacantha apicalis	NA	NA	NA	NA	NA	NA	NA	DD	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gynacantha dravida	NA	NA	NA	NA	NA	NA	NA	DD	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Anotogaster gigantica	NA	NA	NA	NA	NA	NA	NA	DD	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Neallogaster schmidti	NA	NA	NA	NA	NA	NA	NA	DD	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Macromia sombui	NA	NA	NA	NA	NA	NA	NA	DD	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sympetrum haematoneura	NA	NA	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Macrogomphus robustus	NA	NA	NA	NA	NA	NA	NA	DD	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Heliogomphus spirillus	NA	NA	NA	NA	NA	NA	NA	DD	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Epophthalmia frontalis	NA	NA	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Leptogomphus inclitus	NA	NA	NA	NA	NA	NA	NA	DD	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chlorogomphus speciosus	NA	NA	NA	NA	NA	NA	NA	DD	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cordulegaster annandalei	NA	NA	NA	NA	NA	NA	NA	DD	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Heliogomphus svihleri	NA	NA	NA	NA	NA	NA	NA	DD	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Onychogomphus risi	NA	NA	NA	NA	NA	NA	NA	DD	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Agrionoptera dorothea	NA	NA	NA	NA	NA	NA	NA	DD	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Onychogomphus meghalayanus	NA	NA	NA	NA	NA	NA	NA	DD	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gynacantha burmana	NA	NA	NA	NA	NA	NA	NA	DD	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Paragomphus risi	NA	NA	NA	NA	NA	NA	NA	DD	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pentaphlebia gamblesi	NA	NA	NA	NA	NA	NA	CR	CR	NA	NA	NA	NA	NA	NA	NA	NA	NA	CR	NA	NA	NA	NA	NA	NA	NA	NA
Pentaphlebia stahli	NA	NA	NA	NA	NA	NA	VU	VU	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sapho ciliata	NA	NA	NA	NA	NA	NA	LC	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA
Sapho infumosa	NA	NA	NA	NA	NA	NA	NA	NT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NT	NA	NA	NA	NA	NA	NA	NA	NA
Sapho puella	NA	NA	NA	NA	NA	NA	EN	EN	NA	NA	NA	NA	NA	NA	NA	NA	NA	EN	NA	NA	NA	NA	NA	NA	NA	NA
Umma purpurea	NA	NA	NA	NA	NA	NA	EN	VU	NA	NA	NA	NA	NA	NA	NA	NA	NA	EN	NA	NA	NA	NA	NA	NA	NA	NA
Africocypha lacuselephantum	LC	NA	NA	NA	NA	NA	NA	VU	NA	NA	NA	NA	NA	NA	NA	NA	NA	VU	NA	NA	NA	NA	NA	NA	NA	NA
Africocypha centripunctata	NA	NA	NA	NA	NA	NA	EN	VU	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chlorocypha jejuna	NA	NA	NA	NA	NA	NA	CR	CR	NA	NA	NA	NA	NA	NA	NA	NA	NA	CR	NA	NA	NA	NA	NA	NA	NA	NA
Chlorocypha luminosa	LC	NA	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA
Chlorocypha radix	LC	NA	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA
Agriocnemis angustirami	LC	NA	NA	NA	NA	NA	NA	VU	NA	NA	NA	NA	NA	NA	NA	NA	NA	VU	NA	NA	NA	NA	NA	NA	NA	NA
Ceriagrion citrinum	NA	NA	NA	NA	NA	NA	EN	VU	NA	NA	NA	NA	NA	NA	NA	NA	NA	VU	NA	NA	NA	NA	NA	NA	NA	NA
Pseudagrion cyathiforme	NA	NA	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA
Pseudagrion malagasoides	NA	NA	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA
Pseudagrion mascagnii	NA	NA	NA	NA	NA	NA	NA	CR	NA	NA	NA	NA	NA	NA	NA	NA	NA	CR	NA	NA	NA	NA	NA	NA	NA	NA
Pseudagrion risi	NA	NA	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Phyllomacromia amicorum	NA	NA	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Phyllomacromia funicularioides	NA	NA	NA	NA	NA	NA	NA	NT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NT	NA	NA	NA	NA	NA	NA	NA	NA
Phyllomacromia girardi	NA	NA	NA	NA	NA	NA	NA	DD	NA	NA	NA	NA	NA	NA	NA	NA	NA	DD	NA	NA	NA	NA	NA	NA	NA	NA
Phyllomacromia lamottei	NA	NA	NA	NA	NA	NA	NT	DD	NA	NA	NA	NA	NA	NA	NA	NA	NA	DD	NA	NA	NA	NA	NA	NA	NA	NA
Phyllomacromia legrandi	NA	NA	NA	NA	NA	NA	NA	DD	NA	NA	NA	NA	NA	NA	NA	NA	NA	DD	NA	NA	NA	NA	NA	NA	NA	NA
Phyllomacromia nigeriensis	NA	NA	NA	NA	NA	NA	NA	DD	NA	NA	NA	NA	NA	NA	NA	NA	NA	DD	NA	NA	NA	NA	NA	NA	NA	NA
Phyllomacromia occidentalis	LC	NA	NA	NA	NA	NA	NA	DD	NA	NA	NA	NA	NA	NA	NA	NA	NA	DD	NA	NA	NA	NA	NA	NA	NA	NA
Phyllomacromia sophia	NA	NA	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA
Diastatomma gamblesi	NA	NA	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA
Diastatomma selysi	NA	NA	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Diastatomma tricolor	NA	NA	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lestinogomphus africanus	NA	NA	NA	NA	NA	NA	NA	DD	NA	NA	NA	NA	NA	NA	NA	NA	NA	DD	NA	NA	NA	NA	NA	NA	NA	NA
Lestinogomphus matilei	NA	NA	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA
Lestinogomphus minutus	NA	NA	NA	NA	NA	NA	NA	DD	NA	NA	NA	NA	NA	NA	NA	NA	NA	DD	NA	NA	NA	NA	NA	NA	NA	NA
Microgomphus jannyae	NA	NA	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA
Neurogomphus carlcooki	NA	NA	NA	NA	NA	NA	NA	DD	NA	NA	NA	NA	NA	NA	NA	NA	NA	DD	NA	NA	NA	NA	NA	NA	NA	NA
Cornigomphus mariannae	LC	NA	NA	NA	NA	NA	NA	DD	NA	NA	NA	NA	NA	NA	NA	NA	NA	DD	NA	NA	NA	NA	NA	NA	NA	NA
Paragomphus kiautai	NA	NA	NA	NA	NA	NA	LC	DD	NA	NA	NA	NA	NA	NA	NA	NA	NA	DD	NA	NA	NA	NA	NA	NA	NA	NA
Paragomphus tournieri	NA	NA	NA	NA	NA	NA	LC	DD	NA	NA	NA	NA	NA	NA	NA	NA	NA	DD	NA	NA	NA	NA	NA	NA	NA	NA
Phyllogomphus aethiops	NA	NA	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Phyllogomphus bartolozzii	NA	NA	NA	NA	NA	NA	NA	DD	NA	NA	NA	NA	NA	NA	NA	NA	NA	DD	NA	NA	NA	NA	NA	NA	NA	NA
Phyllogomphus helenae	NA	NA	NA	NA	NA	NA	NA	DD	NA	NA	NA	NA	NA	NA	NA	NA	NA	DD	NA	NA	NA	NA	NA	NA	NA	NA
Phyllogomphus moundi	NA	NA	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA
Phyllogomphus occidentalis	NA	NA	NA	NA	NA	NA	NA	DD	NA	NA	NA	NA	NA	NA	NA	NA	NA	DD	NA	NA	NA	NA	NA	NA	NA	NA
Phyllogomphus pseudoccidentalis	NA	NA	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA
Tragogomphus aurivillii	NA	NA	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Libyogomphus christinae	LC	NA	NA	NA	NA	NA	NA	DD	NA	NA	NA	NA	NA	NA	NA	NA	NA	DD	NA	NA	NA	NA	NA	NA	NA	NA
Neodythemis takamandensis	NA	NA	NA	NA	NA	NA	LC	CR	NA	NA	NA	NA	NA	NA	NA	NA	NA	CR	NA	NA	NA	NA	NA	NA	NA	NA
Orthetrum sagitta	NA	NA	NA	NA	NA	NA	LC	DD	NA	NA	NA	NA	NA	NA	NA	NA	NA	DD	NA	NA	NA	NA	NA	NA	NA	NA
Trithemis africana	NA	NA	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Zygonychidium gracile	NA	NA	NA	NA	NA	NA	NA	CR	NA	NA	NA	NA	NA	NA	NA	NA	NA	CR	NA	NA	NA	NA	NA	NA	NA	NA
Zygonyx chrysobaphes	NA	NA	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA
Zygonyx geminunca	NA	NA	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA
Neurolestes nigeriensis	CR	NA	NA	NA	NA	NA	CR	CR	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Nubiolestes diotima	LC	NA	NA	NA	NA	NA	NA	VU	NA	NA	NA	NA	NA	NA	NA	NA	NA	VU	NA	NA	NA	NA	NA	NA	NA	NA
Mesocnemis dupuyi	NA	NA	NA	NA	NA	NA	NA	NT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NT	NA	NA	NA	NA	NA	NA	NA	NA
Mesocnemis tisi	NA	NA	NA	NA	NA	NA	NA	EN	NA	NA	NA	NA	NA	NA	NA	NA	NA	EN	NA	NA	NA	NA	NA	NA	NA	NA
Copera guttifera	NA	NA	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA
Stenocnemis pachystigma	LC	NA	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA	VU	NA	NA	NA	NA	NA	NA	NA	NA
Allocnemis contraria	NA	NA	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Allocnemis elongata	NA	NA	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA
Allocnemis flavipennis	NA	NA	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA
Elattoneura dorsalis	NA	NA	NA	NA	NA	NA	NA	VU	NA	NA	NA	NA	NA	NA	NA	NA	NA	VU	NA	NA	NA	NA	NA	NA	NA	NA
Elattoneura girardi	NA	NA	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA
Elattoneura pluotae	NA	NA	NA	NA	NA	NA	NA	CR	NA	NA	NA	NA	NA	NA	NA	NA	NA	CR	NA	NA	NA	NA	NA	NA	NA	NA
Prodasineura villiersi	NA	NA	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA
Neurolestes trinervis	NA	NA	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA
Gynacantha constricta	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	VU	NA	NA	NA	NA	NA	NA	NA	NA
Heliaeschna simplicia	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA
Oligoaeschna poeciloptera	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NT	NA	NA	NA	NA	NA	NA	NA	NA
Tetracanthagyna bakeri	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA
Euphaea amphicyana	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA
Neurobasis anumariae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA
Cyrano unicolor	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA
Rhinocypha dorsosanguinea	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	VU	NA	NA	NA	NA	NA	NA	NA	NA
Paracercion luzonicum	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DD	NA	NA	NA	NA	NA	NA	NA	NA
Pseudagrion azureum	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DD	NA	NA	NA	NA	NA	NA	NA	NA
Teinobasis filamentum	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA
Teinobasis samaritis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA
Hemicordulia apoensis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EN	NA	NA	NA	NA	NA	NA	NA	NA
Heteronaias heterodoxa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA
Idionyx philippa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA
Macromidia samal	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA
Heliogomphus bakeri	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA
Ictinogomphus tenax	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA
Onychogomphus treadawayi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NT	NA	NA	NA	NA	NA	NA	NA	NA
Diplacina braueri	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA
Diplacina lisa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA
Diplacina nana	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA
Luzonargiolestes realensis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	VU	NA	NA	NA	NA	NA	NA	NA	NA
Rhinagrion philippinum	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LC	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA
Coeliccia brachysticta	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DD	NA	NA	NA	NA	NA	NA	NA	NA
Coeliccia exoleta	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	VU	NA	NA	NA	NA	NA	NA	NA	NA
Risiocnemis antoniae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EN	NA	NA	NA	NA	NA	NA	NA	NA
Risiocnemis asahinai	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA
Risiocnemis atripes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA
Risiocnemis atropurpurea	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA
Risiocnemis pulchra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	VU	NA	NA	NA	NA	NA	NA	NA	NA
Risiocnemis serrata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LC	NA	NA	NA	NT	NA	NA	NA	NA	NA	NA	NA	NA
Drepanosticta centrosaurus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	VU	NA	NA	NA	NA	NA	NA	NA	NA
Drepanosticta ceratophora	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EN	NA	NA	NA	NA	NA	NA	NA	NA
Drepanosticta krios	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NT	NA	NA	NA	NA	NA	NA	NA	NA
Drepanosticta luzonica	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DD	NA	NA	NA	NA	NA	NA	NA	NA
Protosticta plicata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CR	NA	NA	NA	NA	NA	NA	NA	NA
Sulcosticta striata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EN	NA	NA	NA	NA	NA	NA	NA	NA
Vanuatubasis malekulana	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DD	NA	NA	NA	DD	NA	NA	NA	NA	NA	NA	NA	NA
Gynacantha demeter	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DD	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gynacantha subinterrupta	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Heliaeschna crassa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Heliaeschna uninervulata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Phaenandrogomphus dingavani	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DD	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Phaenandrogomphus asthenes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LC	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Phaenandrogomphus tonkinicus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sieboldius gigas	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DD	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sieboldius japponicus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LC	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Aethriamanta aethra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Aethriamanta gracilis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Amphithemis kerri	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DD	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Brachydiplax yunnanensis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DD	NA	NA	NA	NA	NA	NA	NA	NA	NA
Archon apollinus	NA	LR/nt	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Hipparchia azorina	NA	NA	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Hipparchia tilosi	NA	NA	NA	NA	NA	NA	NA	VU	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Polyommatus violetae	NA	NA	NA	NA	NA	NA	NA	VU	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Erebia mnestra	NA	NA	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pseudochazara amymone	NA	NA	NA	NA	NA	NA	NA	VU	NA	NA	NA	EN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
