year	LC	NT	VU	EN	CR	EX
373	6662	1423	1177	908	460	332
374	6659	1424	1177	907	460	333
375	6656	1424	1178	907	461	335
376	6653	1425	1178	907	462	336
377	6652	1424	1179	907	462	337
378	6650	1425	1178	908	462	338
379	6648	1425	1179	908	462	339
380	6646	1423	1180	909	463	340
381	6644	1424	1181	908	463	341
382	6641	1425	1182	909	463	343
383	6640	1424	1181	910	462	344
384	6637	1425	1181	910	462	345
385	6635	1425	1182	909	463	346
386	6633	1425	1183	910	463	348
387	6632	1424	1182	910	464	349
388	6630	1423	1183	911	464	350
389	6628	1423	1183	911	464	351
390	6625	1424	1184	910	464	353
391	6623	1424	1185	911	464	354
392	6622	1424	1185	910	465	355
393	6620	1423	1186	911	465	356
394	6618	1423	1185	911	466	358
395	6616	1424	1185	911	466	359
396	6614	1424	1185	911	466	360
397	6612	1424	1184	913	466	361
398	6610	1425	1184	913	467	363
399	6608	1424	1184	913	467	364
400	6605	1425	1184	913	468	365
401	6603	1426	1185	914	467	366
402	6601	1426	1184	915	468	368
403	6599	1426	1185	915	467	369
404	6596	1426	1186	914	468	370
405	6593	1427	1187	914	468	371
406	6590	1428	1187	915	468	373
407	6588	1427	1187	916	469	374
408	6586	1428	1186	915	470	375
409	6585	1427	1187	916	469	377
410	6582	1428	1188	916	469	378
411	6580	1429	1187	916	470	379
412	6578	1428	1188	917	470	380
413	6577	1428	1189	917	470	382
414	6575	1428	1189	916	470	383
415	6573	1427	1190	917	470	384
416	6571	1428	1190	917	470	385
417	6571	1427	1190	917	470	387
418	6569	1426	1189	917	471	388
419	6567	1427	1190	918	470	390
420	6565	1428	1189	919	470	391
421	6562	1428	1188	920	471	392
422	6560	1430	1188	920	470	393
423	6558	1429	1188	921	470	394
424	6556	1429	1189	921	470	396
425	6554	1429	1189	922	470	397
426	6552	1430	1188	924	469	398
427	6550	1429	1189	924	470	399
428	6547	1430	1189	924	470	401
429	6545	1430	1189	924	470	402
430	6543	1430	1190	924	471	403
431	6542	1429	1190	924	471	404
432	6540	1429	1191	923	472	406
433	6539	1430	1191	923	472	407
434	6537	1429	1191	923	473	408
435	6535	1429	1192	923	473	409
436	6533	1429	1193	923	473	410
437	6532	1428	1193	924	473	411
438	6531	1427	1193	924	473	413
439	6529	1428	1193	925	473	414
440	6527	1427	1193	925	473	415
441	6524	1429	1193	925	474	416
442	6523	1429	1192	926	474	418
443	6520	1428	1193	927	474	419
444	6518	1428	1193	927	474	420
445	6516	1428	1193	928	474	422
446	6514	1428	1193	929	474	423
447	6511	1428	1194	929	475	424
448	6509	1428	1195	929	475	425
449	6507	1428	1195	930	475	427
450	6504	1428	1195	930	475	428
451	6502	1429	1196	930	476	429
452	6500	1428	1196	931	476	430
453	6498	1428	1196	932	476	432
454	6497	1428	1196	932	476	433
455	6495	1428	1196	932	475	434
456	6494	1428	1196	932	475	435
457	6492	1428	1196	932	476	437
458	6490	1427	1196	934	476	438
459	6488	1428	1196	933	476	439
460	6487	1428	1195	933	477	441
461	6485	1428	1196	932	477	442
462	6484	1428	1196	932	478	443
463	6482	1428	1196	932	478	444
464	6481	1428	1196	932	479	446
465	6477	1429	1197	932	479	447
466	6476	1427	1198	932	479	448
467	6474	1427	1199	933	479	450
468	6473	1426	1198	934	479	451
469	6471	1427	1197	933	480	452
470	6468	1428	1199	933	480	453
471	6467	1427	1198	934	480	455
472	6465	1427	1197	936	480	456
473	6462	1426	1199	935	480	457
474	6461	1427	1199	935	480	459
475	6460	1426	1199	935	481	460
476	6459	1426	1199	934	482	461
477	6457	1427	1198	934	482	462
478	6456	1427	1198	935	482	464
479	6454	1427	1197	935	482	465
480	6452	1427	1198	935	483	466
481	6451	1426	1198	936	482	468
482	6450	1424	1199	936	483	469
483	6448	1425	1199	936	483	470
484	6446	1425	1200	936	484	472
485	6445	1424	1199	937	483	473
486	6443	1424	1199	937	483	474
487	6441	1425	1200	937	483	475
488	6439	1424	1200	938	482	477
489	6438	1425	1200	938	483	478
490	6436	1426	1200	938	482	479
491	6435	1425	1200	938	482	480
492	6434	1424	1201	938	482	481
493	6432	1424	1202	939	482	482
494	6429	1426	1202	939	482	484
495	6428	1426	1201	938	482	485
496	6427	1426	1201	939	482	486
497	6425	1425	1202	939	482	488
498	6423	1426	1202	938	483	489
499	6422	1426	1202	938	483	490
500	6420	1426	1202	939	483	492
