species	rate_e_mean	rate_e_lower	rate_e_upper
Hirundapus caudacutus	0.00001988	0.00001156	0.00002870
Hirundapus celebensis	0.00001815	0.00001024	0.00002653
Hirundapus cochinchinensis	0.00001890	0.00001123	0.00002747
Hirundapus giganteus	0.00002017	0.00001143	0.00002902
Hirundinea bellicosa	0.00002506	0.00001558	0.00003496
Hirundinea ferruginea	0.00002017	0.00001206	0.00002901
Hirundo aethiopica	0.00002300	0.00001402	0.00003251
Hirundo albigularis	0.00002305	0.00001447	0.00003274
Hirundo angolensis	0.00002117	0.00001297	0.00003068
Hirundo atrocaerulea	0.00023501	0.00020437	0.00026524
Hirundo dimidiata	0.00002285	0.00001392	0.00003248
Hirundo javanica	0.00001794	0.00001005	0.00002645
Hirundo leucosoma	0.00001615	0.00000849	0.00002410
Hirundo lucida	0.00002888	0.00001909	0.00003938
Hirundo megaensis	0.00024716	0.00021740	0.00028066
Hirundo neoxena	0.00002075	0.00001217	0.00002955
Hirundo nigrita	0.00002101	0.00001284	0.00003042
Hirundo nigrorufa	0.00001295	0.00000625	0.00001976
Hirundo rustica	0.00002581	0.00001693	0.00003594
Hirundo smithii	0.00001713	0.00000944	0.00002542
Hirundo tahitica	0.00002204	0.00001356	0.00003131
Histrionicus histrionicus	0.00002006	0.00001168	0.00002870
Histurgops ruficauda	0.00001484	0.00000786	0.00002253
Hodgsonius phaenicuroides	0.00001800	0.00001001	0.00002636
Hoploxypterus cayanus	0.00002012	0.00001190	0.00002918
Horizocerus albocristatus	0.00001596	0.00000841	0.00002422
Horizocerus cassini	0.00002194	0.00001298	0.00003142
Horizocerus granti	0.00003001	0.00001911	0.00004026
Horizocerus hartlaubi	0.00001513	0.00000802	0.00002311
Horornis acanthizoides	0.00001901	0.00001094	0.00002772
Horornis annae	0.00001799	0.00001004	0.00002697
Horornis brunnescens	0.00001791	0.00001026	0.00002664
Horornis canturians	0.00002896	0.00001879	0.00003935
Horornis carolinae	0.00010734	0.00008794	0.00012816
Horornis diphone	0.00001814	0.00001040	0.00002652
Horornis flavolivaceus	0.00001991	0.00001190	0.00002864
Horornis fortipes	0.00002197	0.00001303	0.00003082
Horornis haddeni	0.00011053	0.00009019	0.00013115
Horornis parens	0.00001486	0.00000765	0.00002245
Horornis ruficapilla	0.00001999	0.00001109	0.00002844
Horornis seebohmi	0.00001811	0.00001029	0.00002652
Houbaropsis bengalensis	0.00222251	0.00212755	0.00232440
Humblotia flavirostris	0.00053062	0.00048722	0.00057819
Hydrobates castro	0.00001509	0.00000796	0.00002286
Hydrobates cheimomnestes	0.00022373	0.00019509	0.00025431
Hydrobates furcatus	0.00001507	0.00000806	0.00002258
Hydrobates homochroa	0.00058694	0.00054227	0.00063710
Hydrobates hornbyi	0.00010642	0.00008584	0.00012638
Hydrobates jabejabe	0.00002004	0.00001179	0.00002876
Hydrobates leucorhous	0.00023175	0.00020224	0.00026143
Hydrobates macrodactylus	0.00224517	0.00214377	0.00234146
Hydrobates markhami	0.00008838	0.00007004	0.00010712
Hydrobates matsudairae	0.00022571	0.00019616	0.00025426
Hydrobates melania	0.00001394	0.00000732	0.00002132
Hydrobates microsoma	0.00002116	0.00001222	0.00003023
Hydrobates monorhis	0.00012768	0.00010568	0.00015025
Hydrobates monteiroi	0.00022298	0.00019515	0.00025361
Hydrobates pelagicus	0.00002612	0.00001638	0.00003648
Hydrobates socorroensis	0.00051775	0.00047058	0.00056257
Hydrobates tethys	0.00002182	0.00001347	0.00003109
Hydrobates tristrami	0.00002386	0.00001455	0.00003349
Hydrochous gigas	0.00008307	0.00006622	0.00010202
Hydrocoloeus minutus	0.00002400	0.00001509	0.00003410
Hydrophasianus chirurgus	0.00001915	0.00001131	0.00002804
Hydroprogne caspia	0.00001611	0.00000897	0.00002439
Hydropsalis cayennensis	0.00002612	0.00001692	0.00003670
Hydropsalis climacocerca	0.00002516	0.00001568	0.00003526
Hydropsalis maculicaudus	0.00001406	0.00000723	0.00002110
Hydropsalis torquata	0.00001809	0.00000974	0.00002666
Hydrornis baudii	0.00023682	0.00020705	0.00026687
Hydrornis caeruleus	0.00011745	0.00009617	0.00013807
Hydrornis cyaneus	0.00002112	0.00001228	0.00003003
Hydrornis elliotii	0.00002107	0.00001208	0.00003000
Hydrornis guajanus	0.00001604	0.00000867	0.00002418
Hydrornis gurneyi	0.00228061	0.00217968	0.00237959
Hydrornis irena	0.00009654	0.00007877	0.00011750
Hydrornis nipalensis	0.00002199	0.00001276	0.00003116
Hydrornis oatesi	0.00002727	0.00001769	0.00003808
Hydrornis phayrei	0.00002100	0.00001269	0.00003003
Hydrornis schneideri	0.00020556	0.00017727	0.00023368
Hydrornis schwaneri	0.00001879	0.00001104	0.00002717
Hydrornis soror	0.00002182	0.00001297	0.00003107
Hylatomus fuscipennis	0.00002306	0.00001407	0.00003223
Hylatomus galeatus	0.00009841	0.00007908	0.00011808
Hylatomus lineatus	0.00002001	0.00001173	0.00002900
Hylatomus pileatus	0.00001789	0.00001005	0.00002612
Hylatomus schulzii	0.00010240	0.00008321	0.00012268
Hylexetastes perrotii	0.00002806	0.00001822	0.00003860
Hylexetastes stresemanni	0.00001181	0.00000560	0.00001890
Hylia prasina	0.00002606	0.00001634	0.00003622
Hyliota australis	0.00002185	0.00001351	0.00003138
Hyliota flavigaster	0.00002106	0.00001274	0.00003036
Hyliota usambara	0.00055480	0.00050847	0.00060236
Hyliota violacea	0.00001594	0.00000886	0.00002426
Hylocharis chrysura	0.00002109	0.00001273	0.00003060
Hylocharis cyanus	0.00002217	0.00001317	0.00003127
Hylocharis eliciae	0.00001884	0.00001101	0.00002752
Hylocichla mustelina	0.00009510	0.00007621	0.00011473
Hylocitrea bonensis	0.00002283	0.00001418	0.00003275
Hylocitrea bonthaina	0.00058696	0.00053953	0.00063625
Hylomanes momotula	0.00001606	0.00000824	0.00002408
Hylonympha macrocerca	0.00060491	0.00055793	0.00065413
Hylopezus auricularis	0.00022567	0.00019467	0.00025449
Hylopezus berlepschi	0.00001403	0.00000682	0.00002113
Hylopezus dives	0.00001911	0.00001061	0.00002729
Hylopezus fulviventris	0.00002991	0.00001946	0.00004083
Hylopezus macularius	0.00003077	0.00002011	0.00004142
Hylopezus nattereri	0.00001802	0.00001007	0.00002643
Hylopezus ochroleucus	0.00013288	0.00011103	0.00015585
Hylopezus perspicillatus	0.00002315	0.00001384	0.00003251
Hylophilus amaurocephalus	0.00002100	0.00001218	0.00002987
Hylophilus brunneiceps	0.00002289	0.00001346	0.00003235
Hylophilus flavipes	0.00002504	0.00001505	0.00003468
Hylophilus griseiventris	0.00001785	0.00001022	0.00002651
Hylophilus insularis	0.00001894	0.00001053	0.00002761
Hylophilus olivaceus	0.00010763	0.00008755	0.00012873
Hylophilus pectoralis	0.00002100	0.00001265	0.00003007
Hylophilus poicilotis	0.00001790	0.00001005	0.00002641
Hylophilus semicinereus	0.00002401	0.00001488	0.00003383
Hylophilus thoracicus	0.00002008	0.00001201	0.00002897
Hylophilus viridiflavus	0.00001109	0.00000491	0.00001778
Hylophylax naevioides	0.00002008	0.00001191	0.00002888
Hylophylax naevius	0.00002112	0.00001287	0.00003045
Hylophylax punctulatus	0.00002101	0.00001290	0.00003043
Hylopsar cupreocauda	0.00011150	0.00009206	0.00013341
Hylopsar purpureiceps	0.00002022	0.00001154	0.00002917
Hylorchilus navai	0.00023381	0.00020485	0.00026456
Hylorchilus sumichrasti	0.00008801	0.00006946	0.00010568
Hymenolaimus malacorhynchos	0.00057942	0.00053376	0.00062827
Hymenops perspicillatus	0.00001606	0.00000853	0.00002419
Hypargos margaritatus	0.00000919	0.00000363	0.00001495
Hypargos niveoguttatus	0.00002304	0.00001454	0.00003281
Hypergerus atriceps	0.00001996	0.00001190	0.00002883
Hypnelus bicinctus	0.00002914	0.00001880	0.00003914
Hypnelus ruficollis	0.00002715	0.00001670	0.00003736
Hypocnemis cantator	0.00001604	0.00000861	0.00002373
Hypocnemis flavescens	0.00001709	0.00000947	0.00002577
Hypocnemis hypoxantha	0.00001995	0.00001134	0.00002904
Hypocnemis ochrogyna	0.00021565	0.00018720	0.00024449
Hypocnemis peruviana	0.00001310	0.00000638	0.00002009
Hypocnemis rondoni	0.00001494	0.00000793	0.00002255
Hypocnemis striata	0.00001605	0.00000858	0.00002420
Hypocnemis subflava	0.00002204	0.00001278	0.00003133
Hypocnemoides maculicauda	0.00001498	0.00000781	0.00002269
Hypocnemoides melanopogon	0.00001596	0.00000893	0.00002386
Hypocolius ampelinus	0.00001909	0.00001090	0.00002760
Hypocryptadius cinnamomeus	0.00001798	0.00000992	0.00002640
Hypoedaleus guttatus	0.00002305	0.00001416	0.00003250
Hypopyrrhus pyrohypogaster	0.00024035	0.00021040	0.00027011
Hypositta corallirostris	0.00002798	0.00001818	0.00003846
Hypotaenidia immaculata	0.00010137	0.00008271	0.00012203
Hypotaenidia insignis	0.00010733	0.00008699	0.00012789
Hypotaenidia okinawae	0.00053965	0.00049636	0.00058797
Hypotaenidia philippensis	0.00002008	0.00001110	0.00002861
Hypotaenidia rovianae	0.00010930	0.00008948	0.00013002
Hypotaenidia sylvestris	0.00055341	0.00050714	0.00059983
Hypotaenidia tertia	0.00012968	0.00010692	0.00015183
Hypotaenidia torquata	0.00001986	0.00001157	0.00002897
Hypotaenidia woodfordi	0.00011751	0.00009713	0.00013961
Hypothymis azurea	0.00001920	0.00001108	0.00002831
Hypothymis coelestis	0.00023726	0.00020904	0.00027032
Hypothymis helenae	0.00008544	0.00006730	0.00010337
Hypothymis puella	0.00002001	0.00001139	0.00002867
Hypsipetes amaurotis	0.00002297	0.00001386	0.00003247
Hypsipetes borbonicus	0.00008413	0.00006614	0.00010172
Hypsipetes catarmanensis	0.00009024	0.00007224	0.00010896
Hypsipetes crassirostris	0.00001617	0.00000860	0.00002370
Hypsipetes everetti	0.00001406	0.00000725	0.00002142
Hypsipetes ganeesa	0.00001597	0.00000876	0.00002385
Hypsipetes haynaldi	0.00010365	0.00008416	0.00012349
Hypsipetes leucocephalus	0.00002505	0.00001604	0.00003527
Hypsipetes madagascariensis	0.00002104	0.00001212	0.00003001
Hypsipetes moheliensis	0.00061852	0.00056834	0.00066837
Hypsipetes olivaceus	0.00023684	0.00020659	0.00026661
Hypsipetes parvirostris	0.00024645	0.00021561	0.00027822
Hypsipetes philippinus	0.00001713	0.00000942	0.00002505
Hypsipetes rufigularis	0.00009115	0.00007279	0.00010990
Hypsipetes siquijorensis	0.00052334	0.00047748	0.00056829
Ibidorhyncha struthersii	0.00001585	0.00000851	0.00002368
Ibycter americanus	0.00001392	0.00000705	0.00002121
Icteria virens	0.00001406	0.00000693	0.00002157
Icterus abeillei	0.00001191	0.00000544	0.00001841
Icterus auratus	0.00001794	0.00001022	0.00002642
Icterus auricapillus	0.00001801	0.00001022	0.00002665
Icterus bonana	0.00022168	0.00019255	0.00025115
Icterus bullockiorum	0.00002190	0.00001360	0.00003131
Icterus cayanensis	0.00002099	0.00001242	0.00003003
Icterus chrysater	0.00002904	0.00001902	0.00003937
Icterus chrysocephalus	0.00002705	0.00001783	0.00003756
Icterus croconotus	0.00002099	0.00001264	0.00003012
Icterus cucullatus	0.00002395	0.00001472	0.00003408
Icterus dominicensis	0.00001493	0.00000767	0.00002274
Icterus fuertesi	0.00002004	0.00001132	0.00002880
Icterus galbula	0.00002603	0.00001617	0.00003626
Icterus graceannae	0.00002206	0.00001299	0.00003115
Icterus graduacauda	0.00002791	0.00001810	0.00003833
Icterus gularis	0.00002216	0.00001345	0.00003176
Icterus icterus	0.00001704	0.00000931	0.00002530
Icterus jamacaii	0.00001915	0.00001082	0.00002757
Icterus laudabilis	0.00010942	0.00008975	0.00013058
Icterus leucopteryx	0.00001887	0.00001121	0.00002733
Icterus maculialatus	0.00002714	0.00001695	0.00003767
Icterus melanopsis	0.00002016	0.00001174	0.00002899
Icterus mesomelas	0.00001306	0.00000663	0.00002004
Icterus nigrogularis	0.00001095	0.00000510	0.00001760
Icterus northropi	0.00231281	0.00222175	0.00241689
Icterus oberi	0.00023714	0.00020898	0.00026860
Icterus parisorum	0.00001880	0.00001076	0.00002713
Icterus pectoralis	0.00001721	0.00000961	0.00002546
Icterus portoricensis	0.00001719	0.00000935	0.00002560
Icterus prosthemelas	0.00001810	0.00001037	0.00002643
Icterus pustulatus	0.00002063	0.00001206	0.00002927
Icterus pyrrhopterus	0.00002008	0.00001178	0.00002933
Icterus spurius	0.00002308	0.00001478	0.00003293
Icterus wagleri	0.00002585	0.00001674	0.00003544
Icthyophaga humilis	0.00008315	0.00006518	0.00010116
Icthyophaga ichthyaetus	0.00009823	0.00007905	0.00011763
Ictinaetus malaiensis	0.00000900	0.00000341	0.00001487
Ictinia mississippiensis	0.00001997	0.00001155	0.00002896
Ictinia plumbea	0.00001998	0.00001147	0.00002922
Idiopsar brachyurus	0.00002122	0.00001286	0.00003052
Iduna caligata	0.00002992	0.00001968	0.00004087
Iduna natalensis	0.00001814	0.00001006	0.00002622
Iduna opaca	0.00002195	0.00001298	0.00003149
Iduna pallida	0.00002496	0.00001540	0.00003483
Iduna rama	0.00002310	0.00001404	0.00003243
Iduna similis	0.00002504	0.00001559	0.00003488
Ifrita kowaldi	0.00001718	0.00000945	0.00002499
Ilicura militaris	0.00001818	0.00001013	0.00002669
Illadopsis albipectus	0.00002226	0.00001370	0.00003190
Illadopsis cleaveri	0.00002089	0.00001218	0.00002997
Illadopsis distans	0.00002506	0.00001582	0.00003554
Illadopsis fulvescens	0.00002509	0.00001635	0.00003503
Illadopsis puveli	0.00002000	0.00001164	0.00002910
Illadopsis pyrrhoptera	0.00001301	0.00000625	0.00001998
Illadopsis rufescens	0.00008741	0.00006981	0.00010615
Illadopsis rufipennis	0.00002107	0.00001280	0.00003026
Illadopsis turdina	0.00002298	0.00001433	0.00003272
Incana incana	0.00002803	0.00001791	0.00003818
Incaspiza laeta	0.00001890	0.00001092	0.00002729
Incaspiza ortizi	0.00001700	0.00000982	0.00002570
Incaspiza personata	0.00002098	0.00001239	0.00002958
Incaspiza pulchra	0.00002905	0.00001870	0.00003957
Incaspiza watkinsi	0.00011150	0.00009166	0.00013261
Indicator archipelagicus	0.00009324	0.00007470	0.00011223
Indicator exilis	0.00002099	0.00001267	0.00003002
Indicator indicator	0.00001691	0.00000948	0.00002518
Indicator maculatus	0.00001516	0.00000800	0.00002292
Indicator meliphilus	0.00001987	0.00001145	0.00002827
Indicator minor	0.00002294	0.00001393	0.00003221
Indicator pumilio	0.00008212	0.00006526	0.00010136
Indicator variegatus	0.00001805	0.00001001	0.00002619
Indicator willcocksi	0.00001391	0.00000731	0.00002080
Indicator xanthonotus	0.00010732	0.00008723	0.00012746
Inezia caudata	0.00002194	0.00001290	0.00003130
Inezia inornata	0.00001975	0.00001100	0.00002829
Inezia subflava	0.00001597	0.00000839	0.00002358
Inezia tenuirostris	0.00002109	0.00001276	0.00002995
Iodopleura fusca	0.00002713	0.00001732	0.00003739
Iodopleura isabellae	0.00001504	0.00000751	0.00002258
Iodopleura pipra	0.00058073	0.00053381	0.00062850
Iole charlottae	0.00011159	0.00009150	0.00013252
Iole palawanensis	0.00001894	0.00001067	0.00002746
Iole propinqua	0.00001998	0.00001207	0.00002918
Iole viridescens	0.00001995	0.00001184	0.00002927
Irania gutturalis	0.00001598	0.00000863	0.00002382
Irediparra gallinacea	0.00001713	0.00000954	0.00002563
Irena cyanogastra	0.00009214	0.00007359	0.00011119
Irena puella	0.00002199	0.00001347	0.00003153
Irena tweeddalii	0.00011566	0.00009468	0.00013645
Iridophanes pulcherrimus	0.00001797	0.00000976	0.00002625
Iridosornis analis	0.00001602	0.00000852	0.00002411
Iridosornis jelskii	0.00001816	0.00001039	0.00002670
Iridosornis porphyrocephalus	0.00010442	0.00008538	0.00012498
Iridosornis reinhardti	0.00002205	0.00001338	0.00003116
Iridosornis rufivertex	0.00001899	0.00001117	0.00002767
Isleria guttata	0.00002309	0.00001419	0.00003264
Isleria hauxwelli	0.00001697	0.00000894	0.00002481
Islerothraupis cristata	0.00001801	0.00001002	0.00002620
Islerothraupis luctuosa	0.00002695	0.00001695	0.00003691
Islerothraupis rufiventer	0.00001808	0.00001008	0.00002588
Ispidina lecontei	0.00001911	0.00001091	0.00002772
Ispidina picta	0.00001508	0.00000795	0.00002259
Ithaginis cruentus	0.00002698	0.00001737	0.00003752
Ixobrychus cinnamomeus	0.00003511	0.00002350	0.00004720
Ixobrychus dubius	0.00002915	0.00001949	0.00003951
Ixobrychus eurhythmus	0.00002811	0.00001786	0.00003815
Ixobrychus exilis	0.00002002	0.00001178	0.00002911
Ixobrychus flavicollis	0.00001994	0.00001143	0.00002891
Ixobrychus involucris	0.00001692	0.00000924	0.00002498
Ixobrychus minutus	0.00001510	0.00000841	0.00002297
Ixobrychus sinensis	0.00002405	0.00001520	0.00003415
Ixobrychus sturmii	0.00001499	0.00000776	0.00002264
Ixonotus guttatus	0.00002489	0.00001541	0.00003458
Ixoreus naevius	0.00001896	0.00001113	0.00002725
Ixos malaccensis	0.00011561	0.00009528	0.00013705
Ixos mcclellandii	0.00003079	0.00002072	0.00004224
Ixos nicobariensis	0.00011452	0.00009330	0.00013495
Ixos sumatranus	0.00002719	0.00001731	0.00003774
Ixos virescens	0.00001920	0.00001092	0.00002799
Jabiru mycteria	0.00002400	0.00001498	0.00003393
Jacamaralcyon tridactyla	0.00023717	0.00020697	0.00026719
Jacamerops aureus	0.00001983	0.00001156	0.00002920
Jacana jacana	0.00002722	0.00001729	0.00003731
Jacana spinosa	0.00002312	0.00001447	0.00003248
Jubula lettii	0.00020107	0.00017339	0.00023029
Juliamyia julie	0.00002201	0.00001358	0.00003160
Junco bairdi	0.00009739	0.00007822	0.00011688
Junco hyemalis	0.00002107	0.00001275	0.00003013
Junco insularis	0.00057400	0.00052583	0.00061809
Junco phaeonotus	0.00002714	0.00001743	0.00003765
Junco vulcani	0.00001503	0.00000794	0.00002316
Jynx ruficollis	0.00002195	0.00001308	0.00003146
Jynx torquilla	0.00001499	0.00000779	0.00002264
Kakamega poliothorax	0.00003100	0.00001998	0.00004176
Kaupifalco monogrammicus	0.00002204	0.00001360	0.00003141
Kempiella flavovirescens	0.00001818	0.00001014	0.00002635
Kempiella griseoceps	0.00003633	0.00002477	0.00004806
Kenopia striata	0.00010236	0.00008349	0.00012227
Ketupa flavipes	0.00002789	0.00001813	0.00003898
Ketupa ketupu	0.00002414	0.00001466	0.00003342
Ketupa zeylonensis	0.00002208	0.00001312	0.00003131
Kittacincla albiventris	0.00001690	0.00000903	0.00002508
Kittacincla cebuensis	0.00054609	0.00050115	0.00059408
Kittacincla luzoniensis	0.00001387	0.00000717	0.00002143
Kittacincla malabarica	0.00002893	0.00001934	0.00003988
Kittacincla nigra	0.00001309	0.00000662	0.00002003
Kittacincla superciliaris	0.00001701	0.00000969	0.00002523
Klais guimeti	0.00001589	0.00000873	0.00002365
Kleinothraupis atropileus	0.00001301	0.00000656	0.00002070
Kleinothraupis auricularis	0.00002304	0.00001441	0.00003327
Kleinothraupis calophrys	0.00001977	0.00001125	0.00002807
Kleinothraupis parodii	0.00009021	0.00007203	0.00010897
Kleinothraupis reyi	0.00012247	0.00010088	0.00014371
Knipolegus aterrimus	0.00002017	0.00001180	0.00002931
Knipolegus cabanisi	0.00001991	0.00001166	0.00002883
Knipolegus cyanirostris	0.00001294	0.00000660	0.00002005
Knipolegus franciscanus	0.00001696	0.00000949	0.00002491
Knipolegus heterogyna	0.00001589	0.00000870	0.00002416
Knipolegus hudsoni	0.00001974	0.00001155	0.00002801
Knipolegus lophotes	0.00001725	0.00000939	0.00002531
Knipolegus nigerrimus	0.00002018	0.00001192	0.00002903
Knipolegus orenocensis	0.00001886	0.00001073	0.00002742
Knipolegus poecilocercus	0.00001083	0.00000472	0.00001736
Knipolegus poecilurus	0.00002382	0.00001494	0.00003341
Knipolegus sclateri	0.00002392	0.00001402	0.00003314
Knipolegus signatus	0.00001705	0.00000978	0.00002539
Knipolegus striaticeps	0.00001801	0.00001039	0.00002645
Kupeornis chapini	0.00009839	0.00007964	0.00011863
Kupeornis gilberti	0.00022678	0.00019829	0.00025676
Kupeornis rufocinctus	0.00010734	0.00008750	0.00012804
Lacedo melanops	0.00002294	0.00001339	0.00003221
Lacedo pulchella	0.00001917	0.00001097	0.00002746
Lafresnaya lafresnayi	0.00002179	0.00001325	0.00003142
Lagonosticta larvata	0.00002103	0.00001284	0.00003024
Lagonosticta nigricollis	0.00001611	0.00000885	0.00002432
Lagonosticta nitidula	0.00001793	0.00001033	0.00002658
Lagonosticta rara	0.00001611	0.00000856	0.00002393
Lagonosticta rhodopareia	0.00001814	0.00000968	0.00002629
Lagonosticta rubricata	0.00003113	0.00002049	0.00004198
Lagonosticta rufopicta	0.00001795	0.00001004	0.00002691
Lagonosticta sanguinodorsalis	0.00001696	0.00000915	0.00002507
Lagonosticta senegala	0.00001994	0.00001172	0.00002867
Lagonosticta umbrinodorsalis	0.00001592	0.00000868	0.00002396
Lagonosticta vinacea	0.00002123	0.00001244	0.00003023
Lagonosticta virata	0.00002415	0.00001515	0.00003394
Lagopus lagopus	0.00001795	0.00000980	0.00002661
Lagopus leucura	0.00002386	0.00001489	0.00003372
Lagopus muta	0.00002080	0.00001259	0.00002990
Lalage atrovirens	0.00001592	0.00000843	0.00002335
Lalage aurea	0.00002411	0.00001483	0.00003392
Lalage conjuncta	0.00023987	0.00021002	0.00027049
Lalage fimbriata	0.00002376	0.00001414	0.00003350
Lalage leucomela	0.00002486	0.00001575	0.00003504
Lalage leucoptera	0.00008719	0.00006997	0.00010590
Lalage leucopyga	0.00001705	0.00000928	0.00002523
Lalage leucopygialis	0.00002090	0.00001265	0.00003069
Lalage maculosa	0.00001906	0.00001098	0.00002764
Lalage melanoleuca	0.00000990	0.00000419	0.00001597
Lalage melanoptera	0.00003032	0.00002012	0.00004152
Lalage melaschistos	0.00002608	0.00001623	0.00003607
Lalage minor	0.00002488	0.00001592	0.00003521
Lalage moesta	0.00002189	0.00001319	0.00003102
Lalage newtoni	0.00222701	0.00213161	0.00232598
Lalage nigra	0.00002180	0.00001316	0.00003085
Lalage polioptera	0.00002194	0.00001306	0.00003105
Lalage sharpei	0.00009635	0.00007854	0.00011670
Lalage sueurii	0.00002400	0.00001485	0.00003319
Lalage tricolor	0.00002316	0.00001467	0.00003294
Lalage typica	0.00023094	0.00020107	0.00025993
Lampornis amethystinus	0.00001611	0.00000839	0.00002402
Lampornis calolaemus	0.00001322	0.00000666	0.00001997
Lampornis castaneoventris	0.00001713	0.00000931	0.00002534
Lampornis cinereicauda	0.00002901	0.00001929	0.00003981
Lampornis clemenciae	0.00002001	0.00001195	0.00002894
Lampornis hemileucus	0.00001894	0.00001017	0.00002729
Lampornis sybillae	0.00001713	0.00000970	0.00002558
Lampornis viridipallens	0.00001705	0.00000963	0.00002556
Lamprolaima rhami	0.00002410	0.00001462	0.00003362
Lamprolia klinesmithi	0.00022895	0.00019926	0.00025917
Lamprolia victoriae	0.00009142	0.00007264	0.00011041
Lampropsar tanagrinus	0.00001528	0.00000820	0.00002311
Lamprospiza melanoleuca	0.00002426	0.00001535	0.00003399
Lamprotornis acuticaudus	0.00001906	0.00001105	0.00002756
Lamprotornis albicapillus	0.00001673	0.00000898	0.00002473
Lamprotornis australis	0.00002116	0.00001317	0.00003075
Lamprotornis benguelensis	0.00001699	0.00000903	0.00002492
Lamprotornis bicolor	0.00001094	0.00000510	0.00001755
Lamprotornis caudatus	0.00001011	0.00000462	0.00001629
Lamprotornis chalcurus	0.00002887	0.00001853	0.00003904
Lamprotornis chalybaeus	0.00001902	0.00001135	0.00002774
Lamprotornis chloropterus	0.00002100	0.00001276	0.00003054
Lamprotornis fischeri	0.00001698	0.00000926	0.00002490
Lamprotornis hildebrandti	0.00002494	0.00001568	0.00003464
Lamprotornis iris	0.00001704	0.00000914	0.00002512
Lamprotornis mevesii	0.00002194	0.00001299	0.00003095
Lamprotornis nitens	0.00001967	0.00001123	0.00002859
Lamprotornis ornatus	0.00003298	0.00002209	0.00004434
Lamprotornis pulcher	0.00002303	0.00001402	0.00003227
Lamprotornis purpureus	0.00001907	0.00001082	0.00002760
Lamprotornis purpuroptera	0.00002091	0.00001242	0.00002985
Lamprotornis regius	0.00002098	0.00001275	0.00003018
Lamprotornis shelleyi	0.00002110	0.00001270	0.00002997
Lamprotornis splendidus	0.00002200	0.00001345	0.00003103
Lamprotornis superbus	0.00001611	0.00000868	0.00002447
Lamprotornis unicolor	0.00001704	0.00000932	0.00002529
Lamprotornis violacior	0.00002108	0.00001261	0.00003079
Laniarius aethiopicus	0.00002502	0.00001584	0.00003508
Laniarius amboimensis	0.00055407	0.00050773	0.00060076
Laniarius atrococcineus	0.00001524	0.00000796	0.00002319
Laniarius atroflavus	0.00001598	0.00000867	0.00002388
Laniarius barbarus	0.00002007	0.00001193	0.00002900
Laniarius bicolor	0.00002607	0.00001673	0.00003611
Laniarius brauni	0.00055609	0.00051012	0.00060397
Laniarius erythrogaster	0.00001789	0.00000980	0.00002670
Laniarius ferrugineus	0.00002098	0.00001244	0.00002979
Laniarius fuelleborni	0.00002112	0.00001262	0.00002987
Laniarius funebris	0.00001808	0.00000991	0.00002653
Laniarius holomelas	0.00002596	0.00001656	0.00003600
Laniarius leucorhynchus	0.00001564	0.00000828	0.00002338
Laniarius luehderi	0.00002491	0.00001610	0.00003532
Laniarius mufumbiri	0.00009750	0.00007872	0.00011716
Laniarius nigerrimus	0.00002795	0.00001811	0.00003825
Laniarius poensis	0.00002122	0.00001244	0.00003019
Laniarius ruficeps	0.00001881	0.00001092	0.00002752
Laniarius sublacteus	0.00001305	0.00000648	0.00002052
Laniarius turatii	0.00001904	0.00001101	0.00002779
Laniellus albonotatus	0.00008443	0.00006608	0.00010277
Laniellus langbianis	0.00053462	0.00048853	0.00057917
Laniisoma buckleyi	0.00011137	0.00009090	0.00013163
Laniisoma elegans	0.00009948	0.00007981	0.00011890
Lanio aurantius	0.00002309	0.00001450	0.00003289
Lanio fulvus	0.00002197	0.00001346	0.00003156
Lanio leucothorax	0.00002211	0.00001295	0.00003141
Lanio versicolor	0.00001795	0.00000989	0.00002596
Laniocera hypopyrra	0.00001786	0.00001035	0.00002664
Laniocera rufescens	0.00002801	0.00001871	0.00003877
Lanioturdus torquatus	0.00003278	0.00002206	0.00004390
Lanius borealis	0.00002788	0.00001797	0.00003841
Lanius bucephalus	0.00002191	0.00001336	0.00003144
Lanius cabanisi	0.00002092	0.00001249	0.00003016
Lanius collaris	0.00002005	0.00001151	0.00002887
Lanius collurio	0.00002001	0.00001160	0.00002902
Lanius collurioides	0.00002089	0.00001212	0.00003025
Lanius cristatus	0.00001725	0.00000966	0.00002563
Lanius dorsalis	0.00002314	0.00001406	0.00003211
Lanius excubitor	0.00002073	0.00001208	0.00002962
Lanius excubitoroides	0.00001909	0.00001103	0.00002824
Lanius giganteus	0.00002227	0.00001362	0.00003131
Lanius gubernator	0.00001608	0.00000863	0.00002435
Lanius isabellinus	0.00002700	0.00001715	0.00003726
Lanius ludovicianus	0.00009546	0.00007645	0.00011502
Lanius mackinnoni	0.00002510	0.00001590	0.00003501
Lanius meridionalis	0.00021356	0.00018565	0.00024296
Lanius minor	0.00001689	0.00000898	0.00002496
Lanius newtoni	0.00224227	0.00214297	0.00233739
Lanius nubicus	0.00002598	0.00001630	0.00003618
Lanius phoenicuroides	0.00001706	0.00000918	0.00002476
Lanius schach	0.00001287	0.00000632	0.00001957
Lanius senator	0.00001694	0.00000909	0.00002493
Lanius somalicus	0.00002414	0.00001455	0.00003342
Lanius souzae	0.00002903	0.00001907	0.00003988
Lanius sphenocercus	0.00002008	0.00001182	0.00002928
