species	simulated_ext_prob_in_100_years
Merops nubicoides	0.00140000
Merops nubicus	0.00280000
Merops oreobates	0.00220000
Merops orientalis	0.00220000
Merops ornatus	0.00290000
Merops persicus	0.00210000
Merops philippinus	0.00170000
Merops pusillus	0.00110000
Merops revoilii	0.00240000
Merops superciliosus	0.00200000
Merops variegatus	0.00160000
Merops viridis	0.00170000
Merops viridissimus	0.00220000
Merulaxis ater	0.01050000
Merulaxis stresemanni	0.20470000
Mesembrinibis cayennensis	0.00140000
Mesitornis unicolor	0.02440000
Mesitornis variegatus	0.02260000
Metabolus godeffroyi	0.00710000
Metabolus rugensis	0.05680000
Metabolus takatsukasae	0.02130000
Metallura aeneocauda	0.00170000
Metallura baroni	0.05370000
Metallura eupogon	0.00240000
Metallura iracunda	0.05370000
Metallura odomae	0.00280000
Metallura phoebe	0.00230000
Metallura theresiae	0.00110000
Metallura tyrianthina	0.00280000
Metallura williami	0.00200000
Metopidius indicus	0.00220000
Metopothrix aurantiaca	0.00170000
Metriopelia aymara	0.00230000
Metriopelia ceciliae	0.00140000
Metriopelia melanoptera	0.00160000
Metriopelia morenoi	0.00200000
Micrastur buckleyi	0.00300000
Micrastur gilvicollis	0.00180000
Micrastur mintoni	0.00120000
Micrastur mirandollei	0.00220000
Micrastur plumbeus	0.02440000
Micrastur ruficollis	0.00190000
Micrastur semitorquatus	0.00150000
Micrathene whitneyi	0.00160000
Microbates cinereiventris	0.00160000
Microbates collaris	0.00140000
Microcarbo africanus	0.00150000
Microcarbo coronatus	0.00920000
Microcarbo melanoleucos	0.00180000
Microcarbo niger	0.00190000
Microcarbo pygmaeus	0.00210000
Microcerculus bambla	0.00210000
Microcerculus marginatus	0.00210000
Microcerculus philomela	0.00100000
Microcerculus ustulatus	0.00280000
Microchera albocoronata	0.00280000
Microdynamis parva	0.00210000
Microeca fascinans	0.00120000
Microeca flavigaster	0.00190000
Microeca hemixantha	0.00830000
Microeca tormenti	0.00080000
Microhierax caerulescens	0.00200000
Microhierax erythrogenys	0.00210000
Microhierax fringillarius	0.00250000
Microhierax latifrons	0.00950000
Microhierax melanoleucos	0.00240000
Microligea palustris	0.00200000
Micromacronus leytensis	0.02040000
Micromacronus sordidus	0.00970000
Micromonacha lanceolata	0.00190000
Micronisus gabar	0.00280000
Microparra capensis	0.00120000
Micropsitta bruijnii	0.00200000
Micropsitta finschii	0.00210000
Micropsitta geelvinkiana	0.01020000
Micropsitta keiensis	0.00180000
Micropsitta meeki	0.00220000
Micropsitta pusio	0.00190000
Micropternus brachyurus	0.00170000
Microptilotis albilineatus	0.00190000
Microptilotis albonotatus	0.00110000
Microptilotis analogus	0.00290000
Microptilotis cinereifrons	0.00260000
Microptilotis flavirictus	0.00160000
Microptilotis fordianus	0.00210000
Microptilotis gracilis	0.00240000
Microptilotis mimikae	0.00180000
Microptilotis montanus	0.00160000
Microptilotis orientalis	0.00190000
Microptilotis reticulatus	0.00200000
Microptilotis vicina	0.02130000
Micropygia schomburgkii	0.00230000
Microrhopias quixensis	0.00220000
Microspingus alticola	0.05400000
Microspingus cabanisi	0.00160000
Microspingus cinereus	0.00150000
Microspingus erythrophrys	0.00210000
Microspingus lateralis	0.00200000
Microspingus melanoleucus	0.00180000
Microspingus pectoralis	0.00190000
Microspingus torquatus	0.00140000
Microspingus trifasciatus	0.00200000
Microstilbon burmeisteri	0.00140000
Microtarsus melanoleucos	0.01170000
Microxenops milleri	0.00200000
Milvago chimachima	0.00110000
Milvus migrans	0.00110000
Milvus milvus	0.00950000
Mimus dorsalis	0.00220000
Mimus gilvus	0.00180000
Mimus graysoni	0.20830000
Mimus gundlachii	0.00310000
Mimus longicaudatus	0.00170000
Mimus macdonaldi	0.02350000
Mimus melanotis	0.05790000
Mimus parvulus	0.00180000
Mimus patagonicus	0.00150000
Mimus polyglottos	0.00120000
Mimus saturninus	0.00160000
Mimus thenca	0.00220000
Mimus trifasciatus	0.05660000
Mimus triurus	0.00180000
Minla ignotincta	0.00210000
Mino anais	0.00210000
Mino dumontii	0.00110000
Mino kreffti	0.00110000
Mionectes galbinus	0.00150000
Mionectes macconnelli	0.00180000
Mionectes oleagineus	0.00170000
Mionectes olivaceus	0.00140000
Mionectes roraimae	0.00190000
Mionectes rufiventris	0.00190000
Mionectes striaticollis	0.00190000
Mirafra affinis	0.00170000
Mirafra africana	0.00170000
Mirafra albicauda	0.00180000
Mirafra angolensis	0.00140000
Mirafra apiata	0.00150000
Mirafra ashi	0.05890000
Mirafra assamica	0.00230000
Mirafra cheniana	0.00260000
Mirafra collaris	0.00250000
Mirafra cordofanica	0.00230000
Mirafra erythrocephala	0.00300000
Mirafra erythroptera	0.00170000
Mirafra fasciolata	0.00210000
Mirafra gilletti	0.00120000
Mirafra hypermetra	0.00220000
Mirafra javanica	0.00340000
Mirafra microptera	0.00200000
Mirafra passerina	0.00130000
Mirafra pulpa	0.02120000
Mirafra rufa	0.00130000
Mirafra rufocinnamomea	0.00120000
Mirafra sharpii	0.05380000
Mirafra somalica	0.00160000
Mirafra williamsi	0.00240000
Mitrephanes olivaceus	0.00260000
Mitrephanes phaeocercus	0.00200000
Mitrospingus cassinii	0.00200000
Mitrospingus oleagineus	0.00200000
Mitu salvini	0.00230000
Mitu tomentosum	0.01090000
Mitu tuberosum	0.00240000
Mixornis bornensis	0.00200000
Mixornis flavicollis	0.00140000
Mixornis gularis	0.00170000
Mixornis kelleyi	0.00240000
Mixornis prillwitzi	0.02220000
Mniotilta varia	0.00290000
Modulatrix stictigula	0.00200000
Mohoua albicilla	0.00140000
Mohoua novaeseelandiae	0.00220000
Mohoua ochrocephala	0.05350000
Molothrus aeneus	0.00270000
Molothrus armenti	0.02230000
Molothrus ater	0.00150000
Molothrus bonariensis	0.00200000
Molothrus oryzivorus	0.00240000
Molothrus rufoaxillaris	0.00170000
Momotus aequatorialis	0.00290000
Momotus bahamensis	0.00210000
Momotus coeruliceps	0.00220000
Momotus lessonii	0.00190000
Momotus mexicanus	0.00190000
Momotus momota	0.00160000
Momotus subrufescens	0.00250000
Monachella coultasi	0.01030000
Monachella muelleriana	0.00170000
Monarcha castaneiventris	0.00260000
Monarcha cinerascens	0.00180000
Monarcha frater	0.00150000
Monarcha megarhynchus	0.00150000
Monarcha melanopsis	0.00210000
Monarcha richardsii	0.00150000
Monarcha ugiensis	0.00130000
Monasa atra	0.00190000
Monasa flavirostris	0.00200000
Monasa morphoeus	0.00190000
Monasa nigrifrons	0.00210000
Monias benschi	0.02500000
Monticola angolensis	0.00170000
Monticola brevipes	0.00240000
Monticola cinclorhyncha	0.00240000
Monticola erythronotus	0.05610000
Monticola explorator	0.00900000
Monticola gularis	0.00200000
Monticola imerina	0.00150000
Monticola rufiventris	0.00230000
Monticola rufocinereus	0.00190000
Monticola rupestris	0.00160000
Monticola saxatilis	0.00210000
Monticola semirufus	0.00180000
Monticola sharpei	0.00230000
Monticola solitarius	0.00160000
Montifringilla adamsi	0.00130000
Montifringilla henrici	0.00160000
Montifringilla nivalis	0.00110000
Morococcyx erythropygus	0.00170000
Morphnarchus princeps	0.00190000
Morphnus guianensis	0.01070000
Morus bassanus	0.00230000
Morus capensis	0.05290000
Morus serrator	0.00190000
Motacilla aguimp	0.00210000
Motacilla alba	0.00300000
Motacilla capensis	0.00180000
Motacilla cinerea	0.00110000
Motacilla citreola	0.00140000
Motacilla clara	0.00220000
Motacilla flava	0.00250000
Motacilla flaviventris	0.00130000
Motacilla grandis	0.00190000
Motacilla maderaspatensis	0.00210000
Motacilla samveasnae	0.01140000
Motacilla tschutschensis	0.00200000
Moupinia poecilotis	0.00220000
Mulleripicus fuliginosus	0.02340000
Mulleripicus fulvus	0.00220000
Mulleripicus funebris	0.00940000
Mulleripicus pulverulentus	0.02230000
Muscicapa adusta	0.00200000
Muscicapa aquatica	0.00130000
Muscicapa cassini	0.00130000
Muscicapa dauurica	0.00260000
Muscicapa epulata	0.00160000
Muscicapa ferruginea	0.00190000
Muscicapa gambagae	0.00250000
Muscicapa griseisticta	0.00190000
Muscicapa muttui	0.00180000
Muscicapa randi	0.02390000
Muscicapa segregata	0.00970000
Muscicapa sethsmithi	0.00190000
Muscicapa sibirica	0.00190000
Muscicapa striata	0.00300000
Muscigralla brevicauda	0.00160000
Muscipipra vetula	0.00160000
Muscisaxicola albifrons	0.00210000
Muscisaxicola albilora	0.00260000
Muscisaxicola alpinus	0.00250000
Muscisaxicola capistratus	0.00240000
Muscisaxicola cinereus	0.00170000
Muscisaxicola flavinucha	0.00190000
Muscisaxicola fluviatilis	0.00140000
Muscisaxicola frontalis	0.00160000
Muscisaxicola griseus	0.00120000
Muscisaxicola juninensis	0.00200000
Muscisaxicola maclovianus	0.00150000
Muscisaxicola maculirostris	0.00290000
Muscisaxicola occipitalis	0.00240000
Muscisaxicola rufivertex	0.00180000
Musophaga rossae	0.00260000
Musophaga violacea	0.00160000
Myadestes coloratus	0.00200000
Myadestes elisabeth	0.01070000
Myadestes genibarbis	0.00230000
Myadestes lanaiensis	0.19880000
Myadestes melanops	0.00220000
Myadestes obscurus	0.02130000
Myadestes occidentalis	0.00140000
Myadestes palmeri	0.19940000
Myadestes ralloides	0.00180000
Myadestes townsendi	0.00110000
Myadestes unicolor	0.00210000
Mycerobas affinis	0.00250000
Mycerobas carnipes	0.00180000
Mycerobas icterioides	0.00220000
Mycerobas melanozanthos	0.00130000
Mycteria americana	0.00190000
Mycteria cinerea	0.05350000
Mycteria ibis	0.00250000
Mycteria leucocephala	0.00860000
Myiagra albiventris	0.01010000
Myiagra alecto	0.00190000
Myiagra atra	0.00970000
Myiagra azureocapilla	0.01100000
Myiagra caledonica	0.00230000
Myiagra castaneigularis	0.00210000
Myiagra cervinicauda	0.00980000
Myiagra cervinicolor	0.02350000
Myiagra cyanoleuca	0.00240000
Myiagra eichhorni	0.00280000
Myiagra erythrops	0.00240000
Myiagra ferrocyanea	0.00250000
Myiagra galeata	0.00190000
Myiagra hebetior	0.02330000
Myiagra inquieta	0.00120000
Myiagra nana	0.00160000
Myiagra oceanica	0.00220000
Myiagra pluto	0.00150000
Myiagra rubecula	0.00100000
Myiagra ruficollis	0.00140000
Myiagra vanikorensis	0.00300000
Myiarchus antillarum	0.00170000
Myiarchus apicalis	0.00140000
Myiarchus barbirostris	0.00220000
Myiarchus cephalotes	0.00160000
Myiarchus cinerascens	0.00260000
Myiarchus crinitus	0.00210000
Myiarchus ferox	0.00260000
Myiarchus magnirostris	0.00230000
Myiarchus nugator	0.00240000
Myiarchus nuttingi	0.00240000
Myiarchus oberi	0.00190000
Myiarchus panamensis	0.00290000
Myiarchus phaeocephalus	0.00170000
Myiarchus sagrae	0.00280000
Myiarchus semirufus	0.01990000
Myiarchus stolidus	0.00250000
Myiarchus swainsoni	0.00190000
Myiarchus tuberculifer	0.00190000
Myiarchus tyrannulus	0.00260000
Myiarchus validus	0.00140000
Myiarchus venezuelensis	0.00250000
Myiarchus yucatanensis	0.00280000
Myiobius atricaudus	0.00200000
Myiobius barbatus	0.00200000
Myiobius sulphureipygius	0.00180000
Myiobius villosus	0.00180000
Myioborus albifacies	0.00220000
Myioborus albifrons	0.01070000
Myioborus brunniceps	0.00230000
Myioborus cardonai	0.00980000
Myioborus castaneocapilla	0.00200000
Myioborus chrysops	0.00250000
Myioborus flavivertex	0.00180000
Myioborus melanocephalus	0.00180000
Myioborus miniatus	0.00140000
Myioborus ornatus	0.00200000
Myioborus pariae	0.05290000
Myioborus pictus	0.00150000
Myioborus torquatus	0.00320000
Myiodynastes bairdii	0.00150000
Myiodynastes chrysocephalus	0.00100000
Myiodynastes hemichrysus	0.00140000
Myiodynastes luteiventris	0.00180000
Myiodynastes maculatus	0.00170000
Myiodynastes solitarius	0.00180000
Myiomela albiventris	0.01170000
Myiomela cambodiana	0.00240000
Myiomela diana	0.00170000
Myiomela leucura	0.00260000
Myiomela major	0.00930000
Myiopagis caniceps	0.00140000
Myiopagis cinerea	0.00170000
Myiopagis cotta	0.00190000
Myiopagis flavivertex	0.00180000
Myiopagis gaimardii	0.00120000
Myiopagis olallai	0.00220000
Myiopagis parambae	0.00160000
Myiopagis subplacens	0.00220000
Myiopagis viridicata	0.00150000
Myiophobus crypterythrus	0.00190000
Myiophobus cryptoxanthus	0.00180000
Myiophobus fasciatus	0.00170000
Myiophobus flavicans	0.00130000
Myiophobus inornatus	0.00220000
Myiophobus phoenicomitra	0.00190000
Myiophobus roraimae	0.00210000
Myiophobus rufescens	0.00170000
Myiopsitta luchsi	0.00200000
Myiopsitta monachus	0.00160000
Myiornis albiventris	0.00150000
Myiornis atricapillus	0.00160000
Myiornis auricularis	0.00210000
Myiornis ecaudatus	0.00220000
Myiotheretes fumigatus	0.00180000
Myiotheretes fuscorufus	0.00220000
Myiotheretes pernix	0.05430000
Myiotheretes striaticollis	0.00160000
Myiothlypis basilica	0.02190000
Myiothlypis bivittata	0.00230000
Myiothlypis chlorophrys	0.00250000
Myiothlypis chrysogaster	0.00200000
Myiothlypis cinereicollis	0.01150000
Myiothlypis conspicillata	0.00970000
Myiothlypis coronata	0.00240000
Myiothlypis euophrys	0.00200000
Myiothlypis flaveola	0.00170000
Myiothlypis fraseri	0.00190000
Myiothlypis fulvicauda	0.00210000
Myiothlypis leucoblephara	0.00180000
Myiothlypis leucophrys	0.00220000
Myiothlypis luteoviridis	0.00150000
Myiothlypis mesoleuca	0.00250000
Myiothlypis nigrocristata	0.00210000
Myiothlypis rivularis	0.00200000
Myiothlypis roraimae	0.00180000
Myiothlypis signata	0.00190000
Myiothlypis striaticeps	0.00160000
Myiotriccus ornatus	0.00190000
Myiotriccus phoenicurus	0.00240000
Myiozetetes cayanensis	0.00220000
Myiozetetes granadensis	0.00200000
Myiozetetes luteiventris	0.00200000
Myiozetetes similis	0.00200000
Myophonus blighi	0.05440000
Myophonus borneensis	0.00230000
Myophonus caeruleus	0.00230000
Myophonus castaneus	0.00870000
Myophonus glaucinus	0.00160000
Myophonus horsfieldii	0.00160000
Myophonus insularis	0.00220000
Myophonus melanurus	0.00220000
Myophonus robinsoni	0.01040000
Myornis senilis	0.00240000
Myrmeciza longipes	0.00270000
Myrmecocichla aethiops	0.00210000
Myrmecocichla arnotti	0.00140000
Myrmecocichla formicivora	0.00190000
Myrmecocichla melaena	0.00210000
Myrmecocichla monticola	0.00200000
Myrmecocichla nigra	0.00240000
Myrmecocichla tholloni	0.00210000
Myrmelastes brunneiceps	0.00120000
Myrmelastes caurensis	0.00210000
Myrmelastes humaythae	0.00220000
Myrmelastes hyperythrus	0.00220000
Myrmelastes leucostigma	0.00210000
Myrmelastes rufifacies	0.00180000
Myrmelastes saturatus	0.00130000
Myrmelastes schistaceus	0.00180000
Myrmia micrura	0.00180000
Myrmoborus leucophrys	0.00220000
Myrmoborus lophotes	0.01160000
Myrmoborus lugubris	0.02400000
Myrmoborus melanurus	0.02530000
Myrmoborus myotherinus	0.00210000
Myrmochanes hemileucus	0.00190000
Myrmoderus ferrugineus	0.00180000
Myrmoderus loricatus	0.00230000
Myrmoderus ruficauda	0.05480000
Myrmoderus squamosus	0.00190000
Myrmophylax atrothorax	0.00130000
Myrmorchilus strigilatus	0.00230000
Myrmornis stictoptera	0.00150000
Myrmornis torquata	0.00200000
Myrmothera campanisona	0.00200000
Myrmothera simplex	0.00180000
Myrmotherula ambigua	0.00140000
Myrmotherula assimilis	0.00160000
Myrmotherula axillaris	0.00160000
Myrmotherula behni	0.00210000
Myrmotherula brachyura	0.00170000
Myrmotherula cherriei	0.00120000
Myrmotherula grisea	0.00140000
Myrmotherula ignota	0.00160000
Myrmotherula iheringi	0.00130000
Myrmotherula klagesi	0.02220000
Myrmotherula longicauda	0.00230000
Myrmotherula longipennis	0.00200000
Myrmotherula luctuosa	0.00180000
Myrmotherula menetriesii	0.00170000
Myrmotherula minor	0.02230000
Myrmotherula multostriata	0.00170000
Myrmotherula pacifica	0.00230000
Myrmotherula schisticolor	0.00180000
Myrmotherula sclateri	0.00230000
Myrmotherula snowi	0.20700000
Myrmotherula sunensis	0.00210000
Myrmotherula surinamensis	0.02300000
Myrmotherula unicolor	0.00870000
Myrmotherula urosticta	0.02340000
Myrtis fanny	0.00200000
Mystacornis crossleyi	0.00170000
Myza celebensis	0.00120000
Myza sarasinorum	0.00130000
Myzomela adolphinae	0.00220000
Myzomela albigula	0.02140000
Myzomela batjanensis	0.02400000
Myzomela blasii	0.00280000
Myzomela boiei	0.00180000
Myzomela caledonica	0.00220000
Myzomela cardinalis	0.00170000
Myzomela chermesina	0.02450000
Myzomela chloroptera	0.00240000
Myzomela cineracea	0.00260000
Myzomela cruentata	0.00190000
Myzomela dammermani	0.00120000
Myzomela eichhorni	0.00210000
Myzomela eques	0.00250000
Myzomela erythrina	0.00190000
Myzomela erythrocephala	0.00220000
Myzomela erythromelas	0.00200000
Myzomela jugularis	0.00250000
Myzomela kuehni	0.00180000
Myzomela lafargei	0.00170000
Myzomela longirostris	0.00940000
Myzomela malaitae	0.01020000
Myzomela melanocephala	0.00180000
Myzomela nigrita	0.00240000
Myzomela obscura	0.00190000
Myzomela pammelaena	0.00250000
Myzomela pulchella	0.00190000
Myzomela rosenbergii	0.00150000
Myzomela rubratra	0.00210000
Myzomela rubrobrunnea	0.00180000
Myzomela rubrotincta	0.00180000
Myzomela sanguinolenta	0.00180000
Myzomela sclateri	0.00180000
Myzomela simplex	0.00120000
Myzomela tristrami	0.00110000
Myzomela vulnerata	0.00220000
Myzomela wakoloensis	0.00170000
Myzornis pyrrhoura	0.00190000
Nannopsittaca dachilleae	0.01010000
Nannopsittaca panychlora	0.00140000
Nannopterum auritus	0.00180000
Nannopterum brasilianus	0.00150000
Nannopterum harrisi	0.02170000
Napothera epilepidota	0.00140000
Nasica longirostris	0.00210000
Neafrapus boehmi	0.00260000
Neafrapus cassini	0.00220000
Necrosyrtes monachus	0.20770000
Nectarinia bocagii	0.00220000
Nectarinia famosa	0.00150000
Nectarinia johnstoni	0.00190000
Nectarinia kilimensis	0.00250000
Nectarinia purpureiventris	0.00230000
Nectarinia tacazze	0.00170000
Nemosia pileata	0.00140000
Nemosia rourei	0.20770000
Neochen jubata	0.01140000
Neochmia evangelinae	0.00160000
Neochmia modesta	0.00240000
Neochmia phaeton	0.00160000
Neochmia ruficauda	0.00170000
Neochmia temporalis	0.00220000
Neocichla gutturalis	0.00130000
Neocossyphus poensis	0.00220000
Neocossyphus rufus	0.00260000
Neocrex colombiana	0.02120000
Neocrex erythrops	0.00190000
Neoctantes niger	0.00180000
Neodrepanis coruscans	0.00180000
Neodrepanis hypoxantha	0.02210000
Neolalage banksiana	0.00210000
Neolestes torquatus	0.00080000
Neomixis pallidior	0.00160000
Neomixis striatigula	0.00300000
Neomixis tenella	0.00110000
Neomixis viridis	0.00230000
Neomorphus geoffroyi	0.02050000
Neomorphus pucheranii	0.00200000
Neomorphus radiolosus	0.05330000
Neomorphus rufipennis	0.00280000
Neopelma aurifrons	0.02310000
Neopelma chrysocephalum	0.00180000
Neopelma chrysolophum	0.00260000
Neopelma pallescens	0.00160000
Neopelma sulphureiventer	0.00160000
Neophedina cincta	0.00150000
Neophema chrysogaster	0.20250000
Neophema chrysostoma	0.00190000
Neophema elegans	0.00170000
Neophema petrophila	0.00220000
Neophema pulchella	0.00180000
Neophema splendida	0.00160000
Neophron percnopterus	0.05390000
Neopipo cinnamomea	0.00140000
Neopsephotus bourkii	0.00210000
Neopsittacus musschenbroekii	0.00270000
Neopsittacus pullicauda	0.00230000
Neosuthora davidiana	0.00250000
Neothraupis fasciata	0.01090000
Neotis denhami	0.01000000
Neotis heuglinii	0.00210000
Neotis ludwigii	0.05280000
Neotis nuba	0.00950000
Neoxolmis rufiventris	0.00210000
Nephelomyias lintoni	0.01120000
Nephelomyias ochraceiventris	0.00170000
Nephelomyias pulcher	0.00140000
Nephelornis oneilli	0.00220000
Nesasio solomonensis	0.02310000
Nesillas brevicaudata	0.00170000
Nesillas lantzii	0.00280000
Nesillas mariae	0.00130000
Nesillas typica	0.00220000
Nesocharis ansorgei	0.00150000
Nesocharis capistrata	0.00140000
Nesocharis shelleyi	0.00130000
Nesoctites micromegas	0.00120000
Nesoenas mayeri	0.02440000
Nesoenas picturatus	0.00180000
Nesofregetta fuliginosa	0.05860000
Nesophlox evelynae	0.00210000
Nesophlox lyrura	0.00110000
Nesopsar nigerrimus	0.05380000
Nesoptilotis flavicollis	0.00200000
Nesoptilotis leucotis	0.00150000
Nesospingus speculiferus	0.00240000
Nesospiza acunhae	0.01840000
Nesospiza questi	0.02380000
Nesospiza wilkinsi	0.05860000
Nesotriccus ridgwayi	0.02360000
Nestor meridionalis	0.05430000
Nestor notabilis	0.05240000
Netta erythrophthalma	0.00170000
Netta peposaca	0.00130000
Netta rufina	0.00320000
Nettapus auritus	0.00210000
Nettapus coromandelianus	0.00150000
Nettapus pulchellus	0.00250000
Newtonia amphichroa	0.00200000
Newtonia archboldi	0.00170000
Newtonia brunneicauda	0.00150000
Newtonia fanovanae	0.02450000
Nicator chloris	0.00220000
Nicator gularis	0.00260000
Nicator vireo	0.00220000
Nigrita bicolor	0.00160000
Nigrita canicapillus	0.00140000
Nigrita fusconotus	0.00150000
Nigrita luteifrons	0.00160000
Nilaus afer	0.00190000
Niltava davidi	0.00210000
Niltava grandis	0.00130000
Niltava macgrigoriae	0.00160000
Niltava oatesi	0.00180000
Niltava sumatrana	0.00200000
Niltava sundara	0.00130000
Niltava vivida	0.00290000
Ninox affinis	0.00150000
Ninox boobook	0.00160000
Ninox burhani	0.00910000
Ninox connivens	0.00160000
Ninox forbesi	0.00260000
Ninox granti	0.01080000
Ninox hantu	0.00190000
Ninox hypogramma	0.00200000
Ninox ios	0.02230000
Ninox jacquinoti	0.00160000
Ninox japonica	0.00140000
Ninox leucopsis	0.00270000
Ninox leventisi	0.04930000
Ninox malaitae	0.02350000
Ninox meeki	0.00200000
Ninox mindorensis	0.02260000
Ninox natalis	0.02200000
Ninox novaeseelandiae	0.00260000
Ninox obscura	0.00150000
Ninox ochracea	0.01030000
Ninox odiosa	0.02500000
Ninox philippensis	0.00280000
Ninox punctulata	0.00250000
Ninox randi	0.00970000
Ninox reyi	0.02070000
Ninox roseoaxillaris	0.02370000
Ninox rudolfi	0.01100000
Ninox rufa	0.00100000
Ninox rumseyi	0.05080000
Ninox scutulata	0.00150000
Ninox spilocephala	0.01030000
Ninox spilonotus	0.05490000
Ninox squamipila	0.00260000
Ninox strenua	0.00180000
Ninox sumbaensis	0.05260000
Ninox theomacha	0.00200000
Ninox variegata	0.00140000
Nipponia nippon	0.05240000
Nisaetus alboniger	0.00190000
Nisaetus bartelsi	0.05380000
Nisaetus cirrhatus	0.00130000
Nisaetus floris	0.20070000
Nisaetus lanceolatus	0.00220000
Nisaetus nanus	0.02150000
Nisaetus nipalensis	0.00180000
Nisaetus philippensis	0.05390000
Nisaetus pinskeri	0.05960000
Nomonyx dominicus	0.00220000
Nonnula amaurocephala	0.00210000
Nonnula brunnea	0.00290000
Nonnula frontalis	0.00320000
Nonnula rubecula	0.00140000
Nonnula ruficapilla	0.00220000
Nonnula sclateri	0.00280000
Northiella haematogaster	0.00170000
Notharchus hyperrhynchus	0.00190000
Notharchus macrorhynchos	0.00210000
Notharchus ordii	0.00190000
Notharchus pectoralis	0.00210000
Notharchus subtectus	0.00210000
Notharchus swainsoni	0.00140000
Notharchus tectus	0.00230000
Nothocercus bonapartei	0.00150000
Nothocercus julius	0.00250000
Nothocercus nigrocapillus	0.02190000
Nothocrax urumutum	0.00170000
Nothoprocta cinerascens	0.00240000
Nothoprocta curvirostris	0.00190000
Nothoprocta ornata	0.00230000
Nothoprocta pentlandii	0.00160000
Nothoprocta perdicaria	0.00250000
Nothoprocta taczanowskii	0.02010000
Nothura boraquira	0.00220000
Nothura chacoensis	0.01220000
Nothura darwinii	0.00130000
Nothura maculosa	0.00240000
Nothura minor	0.02310000
Notiomystis cincta	0.02230000
Notopholia corusca	0.00180000
Nucifraga caryocatactes	0.00200000
Nucifraga columbiana	0.00200000
Nucifraga hemispila	0.00160000
Nucifraga multipunctata	0.00250000
Numenius americanus	0.00150000
Numenius arquata	0.01080000
Numenius borealis	0.20710000
Numenius madagascariensis	0.05240000
Numenius minutus	0.00240000
Numenius phaeopus	0.00200000
Numenius tahitiensis	0.02260000
Numenius tenuirostris	0.20220000
Numida meleagris	0.00200000
Nyctanassa violacea	0.00290000
Nyctibius aethereus	0.00220000
Nyctibius bracteatus	0.01120000
Nyctibius grandis	0.00240000
Nyctibius griseus	0.00150000
Nyctibius jamaicensis	0.00170000
Nyctibius leucopterus	0.00300000
Nyctibius maculosus	0.00220000
Nycticorax caledonicus	0.00210000
Nycticorax nycticorax	0.00250000
Nycticryphes semicollaris	0.00170000
Nyctidromus albicollis	0.00250000
Nyctidromus anthonyi	0.00220000
Nyctiphrynus mcleodii	0.00110000
Nyctiphrynus ocellatus	0.00140000
Nyctiphrynus rosenbergi	0.00940000
Nyctiphrynus yucatanicus	0.00190000
Nyctipolus hirundinaceus	0.00140000
Nyctipolus nigrescens	0.00190000
Nyctiprogne leucopyga	0.00190000
Nyctiprogne vielliardi	0.00190000
Nyctyornis amictus	0.00240000
Nyctyornis athertoni	0.00090000
Nymphicus hollandicus	0.00190000
Nystactes noanamae	0.01230000
Nystactes tamatia	0.00160000
Nystalus chacuru	0.00270000
Nystalus maculatus	0.00190000
Nystalus radiatus	0.00170000
Nystalus striolatus	0.00220000
Oceanites gracilis	0.02090000
Oceanites oceanicus	0.00190000
Oceanites pincoyae	0.01940000
Ochetorhynchus andaecola	0.00210000
Ochetorhynchus melanurus	0.00190000
Ochetorhynchus phoenicurus	0.00210000
Ochetorhynchus ruficaudus	0.00190000
Ochthoeca cinnamomeiventris	0.00220000
Ochthoeca fumicolor	0.00200000
Ochthoeca leucophrys	0.00230000
Ochthoeca nigrita	0.00160000
Ochthoeca oenanthoides	0.00230000
Ochthoeca piurae	0.01030000
Ochthoeca rufipectoralis	0.00200000
Ochthoeca salvini	0.00920000
Ochthoeca superciliosa	0.00230000
Ochthoeca thoracica	0.00280000
Ochthornis littoralis	0.00230000
Ocreatus underwoodii	0.00300000
Ocyceros birostris	0.00140000
Ocyceros gingalensis	0.00150000
Ocyceros griseus	0.00230000
Ocyphaps lophotes	0.00270000
Odontophorus atrifrons	0.02240000
Odontophorus balliviani	0.00180000
Odontophorus capueira	0.00130000
Odontophorus columbianus	0.00900000
Odontophorus dialeucos	0.02340000
Odontophorus erythrops	0.00250000
Odontophorus gujanensis	0.00960000
Odontophorus guttatus	0.00210000
Odontophorus hyperythrus	0.01020000
Odontophorus leucolaemus	0.00090000
Odontophorus melanonotus	0.02500000
Odontophorus melanotis	0.00240000
Odontophorus speciosus	0.00970000
Odontophorus stellatus	0.00250000
Odontophorus strophium	0.02170000
Odontorchilus branickii	0.00180000
Odontorchilus cinereus	0.01070000
Odontospiza griseicapilla	0.00230000
Oedistoma iliolophus	0.00190000
Oedistoma pygmaeum	0.00190000
Oena capensis	0.00270000
Oenanthe albifrons	0.00240000
Oenanthe albonigra	0.00250000
Oenanthe bottae	0.00230000
Oenanthe chrysopygia	0.00200000
Oenanthe cypriaca	0.00220000
Oenanthe deserti	0.00210000
Oenanthe dubia	0.01860000
Oenanthe familiaris	0.00230000
Oenanthe finschii	0.00230000
Oenanthe frenata	0.00180000
Oenanthe fusca	0.00210000
Oenanthe heuglinii	0.00240000
Oenanthe hispanica	0.00200000
Oenanthe isabellina	0.00180000
Oenanthe leucopyga	0.00160000
Oenanthe leucura	0.00180000
Oenanthe lugens	0.00210000
Oenanthe melanura	0.00160000
Oenanthe moesta	0.00130000
Oenanthe monacha	0.00160000
Oenanthe oenanthe	0.00160000
