species	simulated_ext_prob_in_100_years
Accipiter tachiro	0.00200000
Accipiter toussenelii	0.00230000
Accipiter trinotatus	0.00240000
Accipiter trivirgatus	0.00220000
Accipiter virgatus	0.00170000
Aceros nipalensis	0.02150000
Achaetops pycnopygius	0.00190000
Acridotheres albocinctus	0.00130000
Acridotheres burmannicus	0.00220000
Acridotheres cinereus	0.02340000
Acridotheres cristatellus	0.00160000
Acridotheres fuscus	0.00240000
Acridotheres ginginianus	0.00200000
Acridotheres grandis	0.00160000
Acridotheres javanicus	0.02160000
Acridotheres leucocephalus	0.00200000
Acridotheres melanopterus	0.20000000
Acridotheres tertius	0.19920000
Acridotheres tricolor	0.20000000
Acridotheres tristis	0.00130000
Acritillas indica	0.00150000
Acrobatornis fonsecai	0.02410000
Acrocephalus aequinoctialis	0.05280000
Acrocephalus agricola	0.00170000
Acrocephalus arundinaceus	0.00240000
Acrocephalus atyphus	0.00200000
Acrocephalus australis	0.00170000
Acrocephalus bistrigiceps	0.00180000
Acrocephalus brevipennis	0.05610000
Acrocephalus caffer	0.05830000
Acrocephalus concinens	0.00140000
Acrocephalus dumetorum	0.00170000
Acrocephalus familiaris	0.20050000
Acrocephalus gracilirostris	0.00190000
Acrocephalus griseldis	0.05650000
Acrocephalus hiwae	0.19150000
Acrocephalus kerearako	0.01100000
Acrocephalus longirostris	0.20790000
Acrocephalus melanopogon	0.00170000
Acrocephalus mendanae	0.00210000
Acrocephalus newtoni	0.00220000
Acrocephalus orientalis	0.00240000
Acrocephalus orinus	0.02090000
Acrocephalus paludicola	0.02280000
Acrocephalus palustris	0.00160000
Acrocephalus percernis	0.00280000
Acrocephalus rehsei	0.02230000
Acrocephalus rimitarae	0.19750000
Acrocephalus rodericanus	0.00820000
Acrocephalus rufescens	0.00150000
Acrocephalus schoenobaenus	0.00200000
Acrocephalus scirpaceus	0.00200000
Acrocephalus sechellensis	0.00980000
Acrocephalus sorghophilus	0.05510000
Acrocephalus stentoreus	0.00150000
Acrocephalus syrinx	0.00280000
Acrocephalus taiti	0.02140000
Acrocephalus tangorum	0.02180000
Acrocephalus vaughani	0.05320000
Acropternis orthonyx	0.00190000
Acryllium vulturinum	0.00140000
Actenoides bougainvillei	0.05720000
Actenoides capucinus	0.01110000
Actenoides concretus	0.00980000
Actenoides excelsus	0.05170000
Actenoides hombroni	0.02230000
Actenoides lindsayi	0.00240000
Actenoides monachus	0.00970000
Actenoides princeps	0.00950000
Actenoides regalis	0.02170000
Actinodura egertoni	0.00190000
Actinodura radcliffei	0.00180000
Actinodura ramsayi	0.00250000
Actinodura sodangorum	0.00780000
Actitis hypoleucos	0.00180000
Actitis macularius	0.00200000
Actophilornis africanus	0.00260000
Actophilornis albinucha	0.00930000
Adelomyia melanogenys	0.00210000
Aechmophorus clarkii	0.00250000
Aechmophorus occidentalis	0.00190000
Aegithalos annamensis	0.00270000
Aegithalos bonvaloti	0.00260000
Aegithalos caudatus	0.00180000
Aegithalos concinnus	0.00300000
Aegithalos fuliginosus	0.00140000
Aegithalos glaucogularis	0.00250000
Aegithalos iouschistos	0.00190000
Aegithalos iredalei	0.00250000
Aegithalos leucogenys	0.00280000
Aegithalos niveogularis	0.00190000
Aegithina lafresnayei	0.00210000
Aegithina nigrolutea	0.00170000
Aegithina tiphia	0.00290000
Aegithina viridissima	0.01000000
Aegolius acadicus	0.00230000
Aegolius funereus	0.00190000
Aegolius harrisii	0.00200000
Aegolius ridgwayi	0.00220000
Aegotheles affinis	0.01940000
Aegotheles albertisi	0.00210000
Aegotheles archboldi	0.00220000
Aegotheles bennettii	0.00260000
Aegotheles crinifrons	0.00160000
Aegotheles cristatus	0.00290000
Aegotheles insignis	0.00260000
Aegotheles savesi	0.20070000
Aegotheles tatei	0.02400000
Aegotheles wallacii	0.01980000
Aegypius monachus	0.00940000
Aepypodius arfakianus	0.00280000
Aepypodius bruijnii	0.05590000
Aerodramus bartschi	0.05140000
Aerodramus brevirostris	0.00200000
Aerodramus elaphrus	0.02480000
Aerodramus francicus	0.01030000
Aerodramus fuciphagus	0.00260000
Aerodramus hirundinaceus	0.00270000
Aerodramus infuscatus	0.00210000
Aerodramus inquietus	0.00160000
Aerodramus leucophaeus	0.00180000
Aerodramus maximus	0.00150000
Aerodramus mearnsi	0.00230000
Aerodramus nuditarsus	0.00140000
Aerodramus orientalis	0.01930000
Aerodramus papuensis	0.02230000
Aerodramus pelewensis	0.00140000
Aerodramus salangana	0.00260000
Aerodramus sawtelli	0.02300000
Aerodramus spodiopygius	0.00220000
Aerodramus terraereginae	0.00170000
Aerodramus unicolor	0.00260000
Aerodramus vanikorensis	0.00240000
Aerodramus vulcanorum	0.01080000
Aerodramus whiteheadi	0.01980000
Aeronautes andecolus	0.00240000
Aeronautes montivagus	0.00210000
Aeronautes saxatalis	0.00180000
Aethia cristatella	0.00140000
Aethia psittacula	0.00140000
Aethia pusilla	0.00150000
Aethia pygmaea	0.00190000
Aethopyga bella	0.00180000
Aethopyga boltoni	0.01020000
Aethopyga christinae	0.00180000
Aethopyga duyvenbodei	0.05900000
Aethopyga eximia	0.00210000
Aethopyga flagrans	0.00290000
Aethopyga gouldiae	0.00170000
Aethopyga guimarasensis	0.00120000
Aethopyga ignicauda	0.00270000
Aethopyga latouchii	0.00180000
Aethopyga linaraborae	0.01090000
Aethopyga magnifica	0.00150000
Aethopyga mystacalis	0.00210000
Aethopyga nipalensis	0.00160000
Aethopyga primigenia	0.01070000
Aethopyga pulcherrima	0.00140000
Aethopyga saturata	0.00210000
Aethopyga shelleyi	0.00270000
Aethopyga siparaja	0.00230000
Aethopyga temminckii	0.00180000
Aethopyga vigorsii	0.00130000
Afropavo congensis	0.02180000
Afrotis afra	0.02090000
Afrotis afraoides	0.00220000
Agamia agami	0.02380000
Agapornis canus	0.00220000
Agapornis fischeri	0.00980000
Agapornis lilianae	0.01030000
Agapornis nigrigenis	0.02360000
Agapornis personatus	0.00140000
Agapornis pullarius	0.00240000
Agapornis roseicollis	0.00170000
Agapornis swindernianus	0.00140000
Agapornis taranta	0.00180000
Agelaioides badius	0.00180000
Agelaioides fringillarius	0.00260000
Agelaius assimilis	0.00230000
Agelaius humeralis	0.00220000
Agelaius phoeniceus	0.00250000
Agelaius tricolor	0.05470000
Agelaius xanthomus	0.05750000
Agelastes meleagrides	0.02250000
Agelastes niger	0.00190000
Agelasticus cyanopus	0.00180000
Agelasticus thilius	0.00210000
Agelasticus xanthophthalmus	0.00200000
Aglaeactis aliciae	0.05440000
Aglaeactis castelnaudii	0.00940000
Aglaeactis cupripennis	0.00280000
Aglaeactis pamela	0.00260000
Aglaiocercus berlepschi	0.05350000
Aglaiocercus coelestis	0.00230000
Aglaiocercus kingii	0.00290000
Agraphospiza rubescens	0.00190000
Agricola infuscatus	0.00210000
Agricola pallidus	0.00120000
Agriornis albicauda	0.02420000
Agriornis lividus	0.00280000
Agriornis micropterus	0.00240000
Agriornis montanus	0.00230000
Agriornis murinus	0.00120000
Agropsar philippensis	0.00140000
Agropsar sturninus	0.00180000
Ailuroedus buccoides	0.00230000
Ailuroedus crassirostris	0.00150000
Ailuroedus melanotis	0.00210000
Aimophila notosticta	0.00140000
Aimophila rufescens	0.00210000
Aimophila ruficeps	0.00270000
Aix galericulata	0.00240000
Aix sponsa	0.00210000
Akletos goeldii	0.00140000
Akletos melanoceps	0.00160000
Alaemon alaudipes	0.00100000
Alaemon hamertoni	0.00140000
Alauda arvensis	0.00220000
Alauda gulgula	0.00130000
Alauda leucoptera	0.00230000
Alauda razae	0.20360000
Alaudala raytal	0.00150000
Alaudala rufescens	0.00220000
Alaudala somalica	0.00190000
Alca torda	0.00840000
Alcedo atthis	0.00160000
Alcedo coerulescens	0.00120000
Alcedo euryzona	0.20160000
Alcedo hercules	0.01090000
Alcedo meninting	0.00190000
Alcedo peninsulae	0.00950000
Alcedo quadribrachys	0.00160000
Alcedo semitorquata	0.00170000
Alcippe brunneicauda	0.01030000
Alcippe grotei	0.00160000
Alcippe morrisonia	0.00290000
Alcippe nipalensis	0.00150000
Alcippe peracensis	0.00300000
Alcippe poioicephala	0.00160000
Alcippe pyrrhoptera	0.00140000
Aleadryas rufinucha	0.00180000
Alectoris barbara	0.00130000
Alectoris chukar	0.00100000
Alectoris graeca	0.01050000
Alectoris magna	0.00220000
Alectoris melanocephala	0.00230000
Alectoris philbyi	0.00200000
Alectoris rufa	0.00150000
Alectroenas madagascariensis	0.00150000
Alectroenas pulcherrimus	0.00160000
Alectroenas sganzini	0.00850000
Alectrurus risora	0.02210000
Alectrurus tricolor	0.02160000
Alectura lathami	0.00250000
Alethe castanea	0.00180000
Alethe diademata	0.00110000
Alipiopsitta xanthops	0.01070000
Alisterus amboinensis	0.00140000
Alisterus chloropterus	0.00160000
Alisterus scapularis	0.00260000
Alle alle	0.00090000
Allenia fusca	0.00210000
Alopecoenas beccarii	0.00240000
Alopecoenas canifrons	0.05110000
Alopecoenas erythropterus	0.20880000
Alopecoenas hoedtii	0.05280000
Alopecoenas jobiensis	0.00130000
Alopecoenas johannae	0.00280000
Alopecoenas kubaryi	0.02380000
Alopecoenas rubescens	0.05360000
Alopecoenas sanctaecrucis	0.05240000
Alopecoenas stairi	0.02290000
Alopecoenas xanthonurus	0.00900000
Alophoixus bres	0.01160000
Alophoixus finschii	0.01050000
Alophoixus flaveolus	0.00230000
Alophoixus frater	0.00220000
Alophoixus griseiceps	0.00200000
Alophoixus ochraceus	0.00200000
Alophoixus pallidus	0.00130000
Alophoixus phaeocephalus	0.00190000
Alophoixus ruficrissus	0.00170000
Alophoixus tephrogenys	0.00210000
Alopochelidon fucata	0.00200000
Alopochen aegyptiaca	0.00180000
Amadina erythrocephala	0.00150000
Amadina fasciata	0.00220000
Amalocichla incerta	0.00250000
Amalocichla sclateriana	0.00230000
Amandava amandava	0.00180000
Amandava formosa	0.02370000
Amandava subflava	0.00140000
Amaurocichla bocagii	0.02370000
Amaurolimnas concolor	0.00210000
Amaurornis cinerea	0.00250000
Amaurornis isabellina	0.00150000
Amaurornis magnirostris	0.02130000
Amaurornis marginalis	0.00230000
Amaurornis moluccana	0.00160000
Amaurornis olivacea	0.00160000
Amaurornis phoenicurus	0.00230000
Amaurospiza moesta	0.00140000
Amaurospiza relicta	0.00190000
Amazilia alfaroana	0.20220000
Amazilia amabilis	0.00100000
Amazilia amazilia	0.00170000
Amazilia bartletti	0.00100000
Amazilia beryllina	0.00160000
Amazilia boucardi	0.05570000
Amazilia brevirostris	0.00150000
Amazilia candida	0.00220000
Amazilia castaneiventris	0.01010000
Amazilia chionogaster	0.00200000
Amazilia cupreicauda	0.00080000
Amazilia cyanifrons	0.00100000
Amazilia cyanocephala	0.00220000
Amazilia cyanura	0.00130000
Amazilia decora	0.00200000
Amazilia edward	0.00260000
Amazilia fimbriata	0.00270000
Amazilia franciae	0.00210000
Amazilia grayi	0.00190000
Amazilia humboldtii	0.00160000
Amazilia lactea	0.00160000
Amazilia leucogaster	0.00210000
Amazilia luciae	0.05560000
Amazilia rosenbergi	0.00200000
Amazilia rutila	0.00150000
Amazilia sapphirina	0.00200000
Amazilia saucerottei	0.00130000
Amazilia tobaci	0.00240000
Amazilia tzacatl	0.00220000
Amazilia versicolor	0.00220000
Amazilia violiceps	0.00120000
Amazilia viridicauda	0.00170000
Amazilia viridifrons	0.00130000
Amazilia viridigaster	0.00220000
Amazilia wagneri	0.00240000
Amazilia yucatanensis	0.00210000
Amazona aestiva	0.00960000
Amazona agilis	0.02250000
Amazona albifrons	0.00160000
Amazona amazonica	0.00230000
Amazona arausiaca	0.02200000
Amazona auropalliata	0.05800000
Amazona autumnalis	0.00190000
Amazona barbadensis	0.02050000
Amazona bodini	0.00910000
Amazona brasiliensis	0.01000000
Amazona collaria	0.02160000
Amazona diadema	0.05560000
Amazona dufresniana	0.01090000
Amazona farinosa	0.00880000
Amazona festiva	0.01060000
Amazona finschi	0.05540000
Amazona guatemalae	0.01230000
Amazona guildingii	0.02310000
Amazona imperialis	0.19860000
Amazona kawalli	0.01140000
Amazona leucocephala	0.01000000
Amazona lilacina	0.05360000
Amazona mercenarius	0.00150000
Amazona ochrocephala	0.00190000
Amazona oratrix	0.05590000
Amazona pretrei	0.02270000
Amazona rhodocorytha	0.02410000
Amazona tucumana	0.02040000
Amazona ventralis	0.02580000
Amazona versicolor	0.02220000
Amazona vinacea	0.05440000
Amazona viridigenalis	0.05460000
Amazona vittata	0.20890000
Amazona xantholora	0.00120000
Amazonetta brasiliensis	0.00200000
Amblycercus holosericeus	0.00230000
Amblyornis flavifrons	0.00220000
Amblyornis inornata	0.00170000
Amblyornis macgregoriae	0.00230000
Amblyornis subalaris	0.00170000
Amblyospiza albifrons	0.00190000
Amblyramphus holosericeus	0.00230000
Ammodramus aurifrons	0.00190000
Ammodramus humeralis	0.00250000
Ammodramus savannarum	0.00240000
Ammomanes cinctura	0.00210000
Ammomanes deserti	0.00140000
Ammomanes phoenicura	0.00150000
Ammomanopsis grayi	0.00260000
Ammonastes pelzelni	0.00180000
Ammoperdix griseogularis	0.00210000
Ammoperdix heyi	0.00160000
Ammospiza caudacuta	0.05710000
Ammospiza leconteii	0.00170000
Ammospiza maritima	0.00120000
Ammospiza nelsoni	0.00140000
Ampeliceps coronatus	0.00300000
Ampelioides tschudii	0.00240000
Ampelion rubrocristatus	0.00240000
Ampelion rufaxilla	0.00140000
Ampelornis griseiceps	0.02270000
Amphilais seebohmi	0.00220000
Amphispiza bilineata	0.00170000
Amphispiza quinquestriata	0.00220000
Amytornis ballarae	0.00170000
Amytornis barbatus	0.00220000
Amytornis dorotheae	0.02230000
Amytornis goyderi	0.00260000
Amytornis housei	0.00950000
Amytornis merrotsyi	0.01020000
Amytornis modestus	0.00200000
Amytornis purnelli	0.00160000
Amytornis striatus	0.00130000
Amytornis textilis	0.00270000
Amytornis woodwardi	0.02440000
Anabacerthia amaurotis	0.01060000
Anabacerthia lichtensteini	0.00090000
Anabacerthia ruficaudata	0.00210000
Anabacerthia striaticollis	0.00140000
Anabacerthia variegaticeps	0.00170000
Anabathmis hartlaubii	0.00230000
Anabathmis newtonii	0.00200000
Anabathmis reichenbachii	0.00140000
Anabazenops dorsalis	0.00180000
Anabazenops fuscus	0.00180000
Anairetes alpinus	0.05570000
Anairetes fernandezianus	0.00880000
Anairetes flavirostris	0.00220000
Anairetes nigrocristatus	0.00150000
Anairetes parulus	0.00150000
Anairetes reguloides	0.00220000
Anaplectes jubaensis	0.00130000
Anaplectes leuconotos	0.00250000
Anaplectes rubriceps	0.00200000
Anarhynchus frontalis	0.02240000
Anas acuta	0.00190000
Anas albogularis	0.02020000
Anas andium	0.00170000
Anas aucklandica	0.01860000
Anas bahamensis	0.00330000
Anas bernieri	0.05340000
Anas capensis	0.00170000
Anas castanea	0.00220000
Anas chlorotis	0.01080000
Anas crecca	0.00170000
Anas eatoni	0.02380000
Anas erythrorhyncha	0.00230000
Anas flavirostris	0.00190000
Anas fulvigula	0.00120000
Anas georgica	0.00210000
Anas gibberifrons	0.00990000
Anas gracilis	0.00230000
Anas laysanensis	0.20760000
Anas luzonica	0.02470000
Anas melleri	0.05680000
Anas nesiotis	0.05380000
Anas platyrhynchos	0.00270000
Anas poecilorhyncha	0.00180000
Anas rubripes	0.00240000
Anas sparsa	0.00220000
Anas superciliosa	0.00190000
Anas undulata	0.00170000
Anas wyvilliana	0.05750000
Anas zonorhyncha	0.00140000
Anastomus lamelligerus	0.00110000
Anastomus oscitans	0.00180000
Ancistrops strigilatus	0.00180000
Andigena cucullata	0.00200000
Andigena hypoglauca	0.00870000
Andigena laminirostris	0.00920000
Andigena nigrirostris	0.00190000
Androdon aequatorialis	0.00200000
Andropadus importunus	0.00190000
Androphobus viridis	0.02240000
Anhima cornuta	0.00230000
Anhinga anhinga	0.00240000
Anhinga melanogaster	0.00990000
Anhinga novaehollandiae	0.00230000
Anhinga rufa	0.00180000
Anisognathus flavinucha	0.00220000
Anisognathus igniventris	0.00200000
Anisognathus lacrymosus	0.00140000
Anisognathus lunulatus	0.00140000
Anisognathus melanogenys	0.00240000
Anisognathus notabilis	0.00280000
Anisognathus somptuosus	0.00180000
Anodorhynchus glaucus	0.19750000
Anodorhynchus hyacinthinus	0.02220000
Anodorhynchus leari	0.05820000
Anomalospiza imberbis	0.00200000
Anopetia gounellei	0.00200000
Anorrhinus austeni	0.01000000
Anorrhinus galeritus	0.01130000
Anorrhinus tickelli	0.00940000
Anous albivittus	0.00160000
Anous ceruleus	0.00180000
Anous minutus	0.00140000
Anous stolidus	0.00240000
Anous tenuirostris	0.00150000
Anser albifrons	0.00190000
Anser anser	0.00230000
Anser brachyrhynchus	0.00200000
Anser caerulescens	0.00250000
Anser canagicus	0.00920000
Anser cygnoid	0.02050000
Anser erythropus	0.02300000
Anser fabalis	0.00260000
Anser indicus	0.00220000
Anser rossii	0.00230000
Anseranas semipalmata	0.00200000
Anthipes monileger	0.00140000
Anthipes solitaris	0.00180000
Anthobaphes violacea	0.00170000
Anthocephala floriceps	0.02260000
Anthochaera carunculata	0.00210000
Anthochaera chrysoptera	0.00180000
Anthochaera lunulata	0.00170000
Anthochaera paradoxa	0.00150000
Anthochaera phrygia	0.20290000
Anthornis melanura	0.00150000
Anthoscopus caroli	0.00190000
Anthoscopus flavifrons	0.00150000
Anthoscopus minutus	0.00170000
Anthoscopus musculus	0.00180000
Anthoscopus parvulus	0.00220000
Anthoscopus punctifrons	0.00170000
Anthoscopus sylviella	0.00180000
Anthracoceros albirostris	0.00250000
Anthracoceros coronatus	0.00910000
Anthracoceros malayanus	0.02240000
Anthracoceros marchei	0.02280000
Anthracoceros montani	0.20240000
Anthracothorax aurulentus	0.00190000
Anthracothorax dominicus	0.00160000
Anthracothorax mango	0.00160000
Anthracothorax nigricollis	0.00130000
Anthracothorax prevostii	0.00290000
Anthracothorax veraguensis	0.00260000
Anthracothorax viridigula	0.00240000
Anthracothorax viridis	0.00220000
Anthreptes anchietae	0.00190000
Anthreptes aurantius	0.00230000
Anthreptes gabonicus	0.00160000
Anthreptes griseigularis	0.00140000
Anthreptes longuemarei	0.00170000
Anthreptes malacensis	0.00210000
Anthreptes neglectus	0.00210000
Anthreptes orientalis	0.00160000
Anthreptes rectirostris	0.00160000
Anthreptes reichenowi	0.01250000
Anthreptes rhodolaemus	0.00990000
Anthreptes rubritorques	0.02290000
Anthreptes seimundi	0.00180000
Anthreptes simplex	0.00160000
Anthreptes tephrolaemus	0.00200000
Anthropoides paradiseus	0.02350000
Anthropoides virgo	0.00200000
Anthus antarcticus	0.00820000
Anthus berthelotii	0.00210000
Anthus bogotensis	0.00170000
Anthus brachyurus	0.00150000
Anthus caffer	0.00170000
Anthus campestris	0.00240000
Anthus cervinus	0.00170000
Anthus chacoensis	0.00190000
Anthus cinnamomeus	0.00250000
Anthus correndera	0.00120000
Anthus crenatus	0.00940000
Anthus furcatus	0.00240000
Anthus godlewskii	0.00200000
Anthus gustavi	0.00150000
Anthus gutturalis	0.00190000
Anthus hellmayri	0.00270000
Anthus hodgsoni	0.00230000
Anthus hoeschi	0.01020000
Anthus leucophrys	0.00120000
Anthus lineiventris	0.00250000
Anthus lutescens	0.00240000
Anthus melindae	0.00060000
Anthus nattereri	0.02550000
Anthus nilghiriensis	0.02420000
Anthus novaeseelandiae	0.00240000
Anthus nyassae	0.00180000
Anthus pallidiventris	0.00110000
Anthus peruvianus	0.00200000
Anthus petrosus	0.00220000
Anthus pratensis	0.01120000
Anthus richardi	0.00190000
Anthus roseatus	0.00230000
Anthus rubescens	0.00250000
Anthus rufulus	0.00260000
Anthus similis	0.00170000
Anthus sokokensis	0.05350000
Anthus spinoletta	0.00160000
Anthus spragueii	0.02380000
Anthus sylvanus	0.00220000
Anthus trivialis	0.00230000
Anthus vaalensis	0.00150000
Antigone antigone	0.02230000
Antigone canadensis	0.00230000
Antigone rubicunda	0.00270000
Antigone vipio	0.02330000
Antilophia bokermanni	0.20880000
Antilophia galeata	0.00260000
Antrostomus arizonae	0.00130000
Antrostomus badius	0.00150000
Antrostomus carolinensis	0.00870000
Antrostomus cubanensis	0.00160000
Antrostomus ekmani	0.00200000
Antrostomus noctitherus	0.05450000
Antrostomus ridgwayi	0.00230000
Antrostomus rufus	0.00170000
Antrostomus salvini	0.00220000
Antrostomus saturatus	0.00230000
Antrostomus sericocaudatus	0.00170000
Antrostomus vociferus	0.00950000
Anumara forbesi	0.05380000
Anumbius annumbi	0.00300000
Anurophasis monorthonyx	0.00990000
Apalharpactes mackloti	0.00300000
Apalharpactes reinwardtii	0.02250000
Apalis alticola	0.00190000
Apalis argentea	0.00250000
Apalis bamendae	0.00170000
Apalis binotata	0.00190000
Apalis chapini	0.00200000
Apalis chariessa	0.01000000
Apalis chirindensis	0.00220000
Apalis cinerea	0.00170000
Apalis flavida	0.00200000
Apalis flavigularis	0.05240000
Apalis flavocincta	0.00150000
Apalis fuscigularis	0.20720000
Apalis goslingi	0.00130000
Apalis jacksoni	0.00250000
Apalis kaboboensis	0.00920000
Apalis karamojae	0.02250000
Apalis lynesi	0.00920000
Apalis melanocephala	0.00160000
Apalis nigriceps	0.00170000
Apalis personata	0.00150000
Apalis porphyrolaema	0.00270000
Apalis ruddi	0.00150000
Apalis rufogularis	0.00170000
Apalis sharpii	0.00260000
Apalis thoracica	0.00250000
Apaloderma aequatoriale	0.00230000
Apaloderma narina	0.00170000
Apaloderma vittatum	0.00180000
Apalopteron familiare	0.01010000
Aphanotriccus audax	0.00950000
Aphanotriccus capitalis	0.02380000
Aphantochroa cirrochloris	0.00210000
Aphelocephala leucopsis	0.00190000
Aphelocephala nigricincta	0.00190000
Aphelocephala pectoralis	0.00980000
Aphelocoma californica	0.00130000
Aphelocoma coerulescens	0.02210000
Aphelocoma ultramarina	0.00240000
Aphelocoma unicolor	0.00220000
Aphelocoma wollweberi	0.00260000
Aphrastura masafucrae	0.20360000
Aphrastura spinicauda	0.00160000
Aphrodroma brevirostris	0.00190000
Aplonis atrifusca	0.00170000
Aplonis brunneicapillus	0.05810000
Aplonis cantoroides	0.00180000
Aplonis cinerascens	0.02170000
Aplonis crassa	0.01150000
Aplonis dichroa	0.00120000
Aplonis feadensis	0.01040000
Aplonis grandis	0.00150000
Aplonis insularis	0.00270000
Aplonis magna	0.00200000
Aplonis metallica	0.00210000
Aplonis minor	0.00100000
Aplonis mysolensis	0.00200000
Aplonis mystacea	0.01100000
Aplonis opaca	0.00220000
Aplonis panayensis	0.00150000
Aplonis pelzelni	0.20060000
Aplonis santovestris	0.05560000
Aplonis striata	0.00230000
Aplonis tabuensis	0.00210000
Aplonis zelandica	0.00890000
Aplopelia larvata	0.00240000
Aprositornis disjuncta	0.00120000
Aprosmictus erythropterus	0.00200000
Aprosmictus jonquillaceus	0.00810000
Aptenodytes forsteri	0.00870000
Aptenodytes patagonicus	0.00220000
Apteryx australis	0.02320000
Apteryx haastii	0.02180000
Apteryx mantelli	0.02370000
Apteryx owenii	0.01070000
Apteryx rowi	0.02180000
Apus acuticauda	0.02230000
Apus affinis	0.00200000
Apus alexandri	0.00120000
Apus apus	0.00230000
Apus balstoni	0.00160000
Apus barbatus	0.00260000
Apus batesi	0.00300000
Apus berliozi	0.00250000
Apus bradfieldi	0.00250000
Apus caffer	0.00250000
Apus horus	0.00240000
Apus niansae	0.00200000
Apus nipalensis	0.00160000
Apus pacificus	0.00220000
Apus pallidus	0.00210000
Apus sladeniae	0.02100000
Apus unicolor	0.00190000
Aquila adalberti	0.02190000
Aquila africana	0.00200000
Aquila audax	0.00190000
Aquila chrysaetos	0.00280000
Aquila fasciata	0.00220000
Aquila gurneyi	0.00840000
Aquila heliaca	0.02230000
Aquila nipalensis	0.05290000
Aquila rapax	0.02330000
Aquila spilogaster	0.00140000
Aquila verreauxii	0.00230000
Ara ambiguus	0.05230000
Ara ararauna	0.00140000
Ara chloropterus	0.00190000
Ara glaucogularis	0.20870000
Ara macao	0.00240000
Ara militaris	0.02430000
Ara rubrogenys	0.20520000
Ara severus	0.00210000
Arachnothera affinis	0.00200000
Arachnothera chrysogenys	0.00150000
Arachnothera clarae	0.00140000
Arachnothera crassirostris	0.00160000
Arachnothera dilutior	0.00180000
Arachnothera flammifera	0.00180000
Arachnothera flavigaster	0.00270000
Arachnothera hypogrammica	0.00170000
Arachnothera juliae	0.00210000
Arachnothera longirostra	0.00300000
Arachnothera magna	0.00160000
Arachnothera modesta	0.00150000
Arachnothera robusta	0.00220000
Aramides axillaris	0.00200000
Aramides cajaneus	0.00130000
Aramides calopterus	0.00160000
Aramides mangle	0.00180000
Aramides saracura	0.00150000
Aramides wolfi	0.02240000
Aramides ypecaha	0.00180000
Aramidopsis plateni	0.02410000
Aramus guarauna	0.00230000
Aratinga auricapillus	0.00910000
Aratinga jandaya	0.00170000
Aratinga maculata	0.00270000
Aratinga nenday	0.00110000
Aratinga solstitialis	0.05600000
Aratinga weddellii	0.00190000
Arborophila ardens	0.02410000
Arborophila atrogularis	0.01030000
Arborophila brunneopectus	0.00220000
Arborophila cambodiana	0.00180000
Arborophila campbelli	0.00120000
Arborophila charltonii	0.02340000
Arborophila chloropus	0.00200000
Arborophila crudigularis	0.00180000
Arborophila davidi	0.01080000
Arborophila gingica	0.01180000
Arborophila graydoni	0.00210000
Arborophila hyperythra	0.00180000
Arborophila javanica	0.00270000
Arborophila mandellii	0.02290000
