	species	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020
707	Chaerephon johorensis								VU						VU						
708	Chaerephon major				LC				LC									LC			
709	Chaerephon nigeriae				LC				LC						LC			LC			
710	Chaerephon plicatus								LC						LC						
711	Chaerephon pumilus																			LC	
712	Chaerephon russatus				NT				DD											DD	
713	Chaerephon solomonis								LC						LC						
714	Chaerephon tomensis				CR				EN											EN	
715	Chaetocauda sichuanensis								DD								DD				
716	Chaetodipus ammophilus																	NT			
717	Chaetodipus arenarius																	LC			
718	Chaetodipus artus								LC								LC				
719	Chaetodipus baileyi								LC								LC				
720	Chaetodipus californicus								LC								LC				
721	Chaetodipus eremicus								LC								LC				
722	Chaetodipus fallax								LC								LC				
723	Chaetodipus formosus								LC								LC				
724	Chaetodipus goldmani								VU		NT									NT	
725	Chaetodipus hispidus								LC								LC				
726	Chaetodipus intermedius								LC								LC				
727	Chaetodipus lineatus								DD									DD			
728	Chaetodipus nelsoni								LC								LC				
729	Chaetodipus penicillatus								LC								LC				
730	Chaetodipus pernix								LC								LC				
731	Chaetodipus rudinoris								LC								LC				
732	Chaetodipus siccus																	LC			
733	Chaetodipus spinatus								LC								LC				
734	Chaetophractus vellerosus																LC	LC			
735	Chaetophractus villosus						LC		LC		LC				LC						
736	Chalinolobus dwyeri								NT												
737	Chalinolobus gouldii								LC												
738	Chalinolobus morio								LC											LC	
739	Chalinolobus neocaledonicus								EN												
740	Chalinolobus nigrogriseus								LC												
741	Chalinolobus picatus								NT												
742	Chalinolobus tuberculatus								VU												
743	Cheirogaleus crossleyi								DD						DD						
744	Cheirogaleus major														DD						
745	Cheirogaleus medius														LC						
746	Cheirogaleus sibreei								DD						CR						
747	Cheiromeles parvidens								LC											LC	
748	Cheiromeles torquatus								LC											LC	
749	Chelemys macronyx								LC								LC				
750	Chelemys megalonyx								NT											NT	
751	Cheracebus lucifer			LC					LC										LC		
752	Cheracebus lugens			LC					LC										LC		
753	Cheracebus medemi			LC					VU												
754	Cheracebus purinus			LC					LC										LC		
755	Cheracebus regulus			LC					LC										LC		
756	Cheracebus torquatus			LC					LC										LC		
757	Chibchanomys orcesi								DD											DD	
758	Chibchanomys trichotis								DD											DD	
759	Chilomys instans								LC								LC				
760	Chilonatalus macer																			DD	
761	Chilonatalus micropus																		VU		
762	Chilonatalus tumidifrons								NT										NT		
763	Chimarrogale hantu								NT										NT		
764	Chimarrogale himalayica								LC								LC				
765	Chimarrogale phaeura								EN								EN				
766	Chimarrogale platycephalus								LC								LC				
767	Chimarrogale styani								LC								LC				
768	Chimarrogale sumatrana								DD								DD				
769	Chinchilla chinchilla								CR								EN				
770	Chinchilla lanigera								CR								EN				
771	Chinchillula sahamae								LC								LC				
772	Chionomys gud								LC								LC				
773	Chionomys nivalis								LC								LC				
774	Chionomys roberti								LC								LC				
775	Chiroderma doriae								LC							LC					
776	Chiroderma improvisum								VU								EN				
777	Chiroderma salvini								LC							LC					
778	Chiroderma trinitatum								LC								LC				
779	Chiroderma villosum								LC							LC					
780	Chiroderma vizottoi																	DD		DD	
781	Chiromyscus chiropus								LC								LC				
782	Chironax melanocephalus								LC												
783	Chironectes minimus								LC								LC				
784	Chiropodomys calamianensis								DD								DD				
785	Chiropodomys gliroides								LC								LC				
786	Chiropodomys karlkoopmani								EN								VU				
787	Chiropodomys major								DD									LC			
788	Chiropodomys muroides								DD								DD				
789	Chiropodomys pusillus								DD								DD				
790	Chiropotes albinasus			LC					EN												
791	Chiropotes chiropotes			LC					LC										LC		
792	Chiropotes satanas			EN					CR												
793	Chiropotes utahickae			VU					EN												
794	Chiruromys forbesi								LC								LC				
795	Chiruromys lamia								LC								LC				
796	Chiruromys vates								LC								LC				
797	Chlamyphorus truncatus						NT		DD		DD				DD						
798	Chlorocebus aethiops								LC											LC	
799	Chlorocebus cynosuros								LC											LC	
800	Chlorocebus djamdjamensis								VU											VU	
801	Chlorocebus pygerythrus								LC											LC	
802	Chlorocebus sabaeus								LC												
803	Chlorocebus tantalus								LC												
804	Chlorotalpa duthieae						VU		VU							VU					
805	Chlorotalpa sclateri						LC		LC							LC					
806	Chodsigoa caovansunga								DD								DD				
807	Chodsigoa hypsibia								LC								LC				
808	Chodsigoa lamula								LC								LC				
809	Chodsigoa parca								LC								LC				
810	Chodsigoa parva								DD								DD				
811	Chodsigoa salenskii								DD								DD				
812	Chodsigoa smithii								NT								NT				
813	Chodsigoa sodalis								DD								DD				
814	Choeroniscus godmani								LC							LC					
815	Choeroniscus minor								LC								LC				
816	Choeroniscus periosus								VU							VU					
817	Choeronycteris mexicana								NT										NT		
818	Choeropsis liberiensis						EN		EN							EN					
819	Choloepus didactylus						LC		LC			LC			LC						
820	Choloepus hoffmanni						LC		LC			LC			LC						
821	Chrotogale owstoni								VU								EN				
822	Chrotomys gonzalesi								NT									NT			
823	Chrotomys mindorensis								NT									LC			
824	Chrotomys sibuyanensis								DD								DD				
825	Chrotomys silaceus								LC								LC				
826	Chrotomys whiteheadi								LC								LC				
827	Chrotopterus auritus								LC							LC					
828	Chrysochloris asiatica						LC		LC							LC					
829	Chrysochloris stuhlmanni						LC		LC							LC					
830	Chrysochloris visagiei						DD		DD							DD					
831	Chrysocyon brachyurus				NT				NT							NT					
832	Chrysospalax trevelyani						EN		EN							EN					
833	Chrysospalax villosus						VU		VU							VU					
834	Cistugo lesueuri				VU				LC									LC			
835	Cistugo seabrae				NT				LC									LC			
836	Civettictis civetta								LC							LC				LC	
837	Cloeotis percivali				VU				LC									LC			
838	Clyomys laticeps								LC								LC				
839	Coccymys kirrhos																			DD	
840	Coccymys ruemmleri																	LC			
841	Coccymys shawmayeri																	LC			
842	Coelops frithii								LC											NT	
843	Coelops robinsoni								VU												
844	Coendou baturitensis																DD				
845	Coendou bicolor								LC								LC				
846	Coendou ichillus								DD								DD				
847	Coendou insidiosus								LC								LC				
848	Coendou melanurus								LC								LC				
849	Coendou mexicanus								LC								LC				
850	Coendou nycthemera								DD								DD				
851	Coendou prehensilis																LC				
852	Coendou pruinosus								LC								LC				
853	Coendou quichua								DD								DD				
854	Coendou roosmalenorum								DD								DD				
855	Coendou rufescens								LC								LC				
856	Coendou speratus																		EN		EN
857	Coendou spinosus								LC								LC				
858	Coendou vestitus								DD								DD				
859	Coleura afra				LC				LC									LC			
860	Coleura kibomalandy																	DD			
861	Coleura seychellensis				CR				CR									CR			
862	Colobus angolensis								LC												
863	Colobus guereza								LC											LC	
864	Colobus polykomos								VU												
865	Colobus satanas								VU												
866	Colobus vellerosus								VU											CR	
867	Colomys goslingi				LC				LC								LC				
868	Condylura cristata								LC								LC				
869	Conepatus chinga								LC								LC				
870	Conepatus humboldtii								LC								LC				
871	Conepatus leuconotus								LC								LC				
872	Conepatus semistriatus								LC								LC				
873	Congosorex phillipsorum								CR								CR				
874	Congosorex polli				DD				DD								DD				
875	Congosorex verheyeni				LC				LC									LC			
876	Conilurus penicillatus								NT								VU				
877	Connochaetes gnou			LC					LC									LC			
878	Connochaetes taurinus								LC								LC				
879	Cormura brevirostris								LC								LC				
880	Corynorhinus mexicanus								NT											NT	
881	Corynorhinus rafinesquii								LC									LC			
882	Corynorhinus townsendii								LC									LC			
883	Craseonycteris thonglongyai								VU											NT	
884	Crateromys australis								CR									DD			
885	Crateromys heaneyi								EN									EN			
886	Crateromys paulus								DD								DD				
887	Crateromys schadenbergi								EN										EN		
888	Cratogeomys castanops								LC								LC				
889	Cratogeomys fulvescens								LC									LC			
890	Cratogeomys fumosus								LC								LC				
891	Cratogeomys goldmani								LC								LC				
892	Cratogeomys merriami								LC								LC				
893	Cratogeomys perotensis								LC									LC			
894	Cratogeomys planiceps								LC									LC			
895	Cremnomys cutchicus								LC								LC				
896	Cremnomys elvira								CR								CR				
897	Cricetomys ansorgei																			LC	
898	Cricetomys emini				LC				LC								LC				
899	Cricetomys gambianus																			LC	
900	Cricetulus alticola								LC								LC				
901	Cricetulus barabensis								LC								LC				
902	Cricetulus kamensis								LC								LC				
903	Cricetulus lama								LC									LC			
904	Cricetulus longicaudatus								LC								LC				
905	Cricetulus migratorius								LC								LC				
906	Cricetulus sokolovi								LC								LC				
907	Cricetulus tibetanus								LC									LC			
908	Cricetus cricetus								LC								LC				
909	Crocidura absconditus																			DD	
910	Crocidura afeworkbekelei																			DD	
911	Crocidura aleksandrisi				LC				LC												
912	Crocidura allex				LC				VU												
913	Crocidura andamanensis		DD						CR								CR				
914	Crocidura annamitensis																			DD	
915	Crocidura ansellorum				EN				EN								EN				
916	Crocidura arabica								LC											LC	
917	Crocidura arispa								LC											LC	
918	Crocidura armenica								DD								DD				
919	Crocidura attenuata																	LC			
920	Crocidura attila				LC				LC								LC				
921	Crocidura baileyi				NT				EN								LC				
922	Crocidura baluensis								VU								LC				
923	Crocidura batakorum																			DD	
924	Crocidura batesi				LC				LC								LC				
925	Crocidura beatus								LC								LC				
926	Crocidura beccarii								LC								LC				
927	Crocidura bottegi				DD				DD								DD				
928	Crocidura bottegoides				EN				EN								EN				
929	Crocidura brunnea								LC											LC	
930	Crocidura buettikoferi				LC				NT												
931	Crocidura caliginea				LC				LC								LC				
932	Crocidura canariensis				VU				EN											EN	
933	Crocidura caspica								DD								DD				
934	Crocidura cinderella				LC				LC								LC				
935	Crocidura congobelgica				LC				LC								LC				
936	Crocidura cranbrooki																	DD			
937	Crocidura crenata				LC				LC								LC				
938	Crocidura crossei				LC				LC								LC				
939	Crocidura cyanea				LC				LC								LC				
940	Crocidura denti				LC				LC								LC				
941	Crocidura desperata				EN				EN											VU	
942	Crocidura dhofarensis								DD								DD				
943	Crocidura dolichura				LC				LC								LC				
944	Crocidura douceti				DD				DD								LC				
