	species	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020
2770	Menetes berdmorei								LC								LC				
2771	Mephitis macroura								LC								LC				
2772	Mephitis mephitis								LC								LC				
2773	Meriones arimalius								LC								LC				
2774	Meriones chengi								LC								LC				
2775	Meriones crassus				LC				LC								LC				
2776	Meriones dahli								EN												
2777	Meriones grandis								LC								LC				
2778	Meriones hurrianae								LC								LC				
2779	Meriones libycus				LC				LC								LC				
2780	Meriones meridianus								LC								LC				
2781	Meriones persicus								LC								LC				
2782	Meriones rex								LC								LC				
2783	Meriones sacramenti								VU												
2784	Meriones shawi				LC				LC								LC				
2785	Meriones tamariscinus								LC								LC				
2786	Meriones tristrami								LC								LC				
2787	Meriones unguiculatus								LC								LC				
2788	Meriones vinogradovi								LC								LC				
2789	Meriones zarudnyi								DD									DD			
2790	Mesechinus dauuricus								LC								LC				
2791	Mesechinus hughi								LC								LC				
2792	Mesembriomys gouldii								NT								VU				
2793	Mesembriomys macrurus								LC											NT	
2794	Mesocapromys angelcabrerai								EN												
2795	Mesocapromys auritus								EN											EN	
2796	Mesocapromys nanus								CR										CR		CR
2797	Mesocapromys sanfelipensis								CR											CR	
2798	Mesocricetus auratus								VU												
2799	Mesocricetus brandti								NT												
2800	Mesocricetus newtoni								NT												
2801	Mesocricetus raddei								LC								LC				
2802	Mesomys hispidus								LC								LC				
2803	Mesomys leniceps								DD								DD				
2804	Mesomys occultus								LC								LC				
2805	Mesomys stimulax								LC								LC				
2806	Mesophylla macconnelli								LC							LC					
2807	Mesoplodon bidens								DD												
2808	Mesoplodon bowdoini								DD												
2809	Mesoplodon carlhubbsi								DD												
2810	Mesoplodon densirostris								DD												
2811	Mesoplodon europaeus								DD												
2812	Mesoplodon ginkgodens								DD												
2813	Mesoplodon grayi								DD												
2814	Mesoplodon hectori								DD												
2815	Mesoplodon hotaula																		DD		
2816	Mesoplodon layardii								DD												
2817	Mesoplodon mirus								DD												
2818	Mesoplodon perrini								DD												
2819	Mesoplodon peruvianus								DD												
2820	Mesoplodon stejnegeri								DD												
2821	Mesoplodon traversii								DD												
2822	Metachirus nudicaudatus								LC			LC				LC					
2823	Micaelamys granti			LC	LC				LC								LC	LC			
2824	Micaelamys namaquensis				LC				LC								LC				
2825	Mico acariensis			LC					DD										LC		
2826	Mico argentatus			LC					LC										LC		
2827	Mico chrysoleucos			DD					DD							DD			LC		
2828	Mico emiliae			LC					DD										LC		
2829	Mico humeralifer			LC					DD												
2830	Mico intermedius			LC					LC										LC		
2831	Mico leucippe			DD					VU												
2832	Mico marcai			DD					DD										DD		
2833	Mico mauesi			LC					LC												
2834	Mico melanurus								LC												
2835	Mico nigriceps			DD					DD											NT	
2836	Mico rondoni								VU											VU	
2837	Mico saterei			DD					LC										LC		
2838	Microakodontomys transitorius								VU		EN								EN		
2839	Microcavia australis								LC								LC				
2840	Microcavia niata								LC								LC				
2841	Microcavia shiptoni								NT												
2842	Microcebus arnholdi														EN						
2843	Microcebus berthae								EN						EN						
2844	Microcebus bongolavensis								DD						EN						
2845	Microcebus danfossi								DD						EN						
2846	Microcebus gerpi														CR						
2847	Microcebus griseorufus								LC						LC						
2848	Microcebus jollyae								DD						EN						
2849	Microcebus lehilahytsara								DD						VU						
2850	Microcebus macarthurii														EN						
2851	Microcebus mamiratra								DD						CR						
2852	Microcebus margotmarshae														EN						
2853	Microcebus marohita														CR						
2854	Microcebus mittermeieri								DD						EN						
2855	Microcebus murinus								LC						LC						
2856	Microcebus myoxinus								DD						VU						
2857	Microcebus ravelobensis								EN						EN						
2858	Microcebus rufus														VU						
2859	Microcebus sambiranensis								EN						EN						
2860	Microcebus simmonsi								DD						EN						
2861	Microcebus tavaratra								EN						VU						
2862	Microdillus peeli				LC				LC											DD	
2863	Microdipodops megacephalus								LC								LC				
2864	Microdipodops pallidus								LC								LC				
2865	Microgale brevicaudata															LC	LC				
2866	Microgale cowani						LC		LC							LC	LC				
2867	Microgale dobsoni						LC		LC							LC	LC				
2868	Microgale drouhardi						LC		LC							LC	LC				
2869	Microgale dryas						VU		VU							VU	VU				
2870	Microgale fotsifotsy						LC		LC							LC	LC				
2871	Microgale gracilis						LC		LC							LC	LC				
2872	Microgale grandidieri															LC	LC				
2873	Microgale gymnorhyncha						LC		LC							LC	LC				
2874	Microgale jenkinsae						EN		EN							EN	EN				
2875	Microgale jobihely								EN								EN				
2876	Microgale longicaudata						LC		LC							LC	LC				
2877	Microgale majori						LC		LC							LC	LC				
2878	Microgale monticola						VU		VU							VU	VU				
2879	Microgale nasoloi						EN		VU							VU	VU				
2880	Microgale parvula						LC		LC							LC	LC				
2881	Microgale principula						LC		LC							LC	LC				
2882	Microgale pusilla						LC		LC							LC	LC				
2883	Microgale soricoides						LC		LC							LC	LC				
2884	Microgale taiva						LC		LC							LC	LC				
2885	Microgale talazaci						LC		LC							LC	LC				
2886	Microgale thomasi						LC		LC							LC	LC				
2887	Microhydromys argenteus																DD				
2888	Microhydromys richardsoni																DD				
2889	Micromys minutus								LC								LC			LC	
2890	Micronycteris brosseti								DD								DD				
2891	Micronycteris buriri																DD				
2892	Micronycteris giovanniae																DD				
2893	Micronycteris hirsuta								LC								LC				
2894	Micronycteris matses								DD							DD					
2895	Micronycteris megalotis								LC							LC					
2896	Micronycteris microtis								LC											LC	
2897	Micronycteris minuta								LC							LC					
2898	Micronycteris sanborni								DD										LC		
2899	Micronycteris schmidtorum								LC								LC				
2900	Micronycteris yatesi																	DD			
2901	Microperoryctes aplini								DD											VU	
2902	Microperoryctes longicauda																LC				
2903	Microperoryctes murina								DD											VU	
2904	Microperoryctes papuensis								LC								LC				
2905	Micropotamogale lamottei						EN		EN								NT		VU		
2906	Micropotamogale ruwenzorii						NT		NT								LC				
2907	Micropteropus intermedius				DD				DD												
2908	Micropteropus pusillus				LC				LC								LC				
2909	Microryzomys altissimus								LC								LC				
2910	Microryzomys minutus								LC								LC				
2911	Microsciurus alfari								LC								LC				
2912	Microsciurus flaviventer								DD											LC	
2913	Microsciurus mimulus								LC								LC				
2914	Microsciurus santanderensis								DD											DD	
2915	Microtus abbreviatus								LC								LC				
2916	Microtus agrestis								LC								LC				
2917	Microtus anatolicus								DD												
2918	Microtus arvalis								LC								LC				
2919	Microtus bavaricus		DD						CR											CR	
2920	Microtus brachycercus								LC								LC				
2921	Microtus breweri								VU												
2922	Microtus cabrerae								NT											NT	
2923	Microtus californicus								LC								LC				
2924	Microtus canicaudus								LC								LC				
2925	Microtus chrotorrhinus								LC								LC				
2926	Microtus clarkei								LC								LC				
2927	Microtus daghestanicus								LC								LC				
2928	Microtus dogramacii								LC									LC			
2929	Microtus duodecimcostatus								LC								LC				
2930	Microtus elbeyli																			DD	
2931	Microtus evoronensis								DD								DD				
2932	Microtus felteni								DD											LC	
2933	Microtus fortis								LC								LC				
2934	Microtus gerbei								LC								LC				
2935	Microtus gregalis								LC								LC				
2936	Microtus guatemalensis								NT												
2937	Microtus guentheri								LC								LC				
2938	Microtus hyperboreus								LC									LC			
2939	Microtus ilaeus								LC								LC				
2940	Microtus irani																			VU	
2941	Microtus kermanensis																DD				
2942	Microtus kikuchii								NT									LC			
2943	Microtus levis								LC								LC				
2944	Microtus liechtensteini								LC								LC				
2945	Microtus limnophilus								LC								LC				
2946	Microtus longicaudus								LC								LC				
2947	Microtus lusitanicus								LC								LC				
2948	Microtus majori								LC								LC				
2949	Microtus maximowiczii								LC								LC				
2950	Microtus mexicanus								LC								LC				
2951	Microtus middendorffii								LC								LC				
2952	Microtus miurus								LC								LC				
2953	Microtus mongolicus								LC								LC				
2954	Microtus montanus								LC								LC				
2955	Microtus montebelli								LC								LC				
2956	Microtus mujanensis								DD								DD				
2957	Microtus multiplex								LC								LC				
2958	Microtus nasarovi								DD								DD				
2959	Microtus oaxacensis								EN										EN		
2960	Microtus ochrogaster								LC								LC				
2961	Microtus oeconomus		LC						LC								LC				
2962	Microtus oregoni								LC								LC				
2963	Microtus paradoxus								LC								LC				
2964	Microtus pennsylvanicus								LC								LC				
2965	Microtus pinetorum								LC								LC				
2966	Microtus qazvinensis								DD								LC				
2967	Microtus quasiater								NT		NT									NT	
2968	Microtus richardsoni								LC								LC				
2969	Microtus sachalinensis								NT											LC	
2970	Microtus savii								LC								LC				
2971	Microtus schelkovnikovi								NT								LC				
2972	Microtus schidlovskii								LC								LC				
2973	Microtus socialis								LC								LC				
2974	Microtus subterraneus								LC								LC				
2975	Microtus tatricus								LC												
2976	Microtus thomasi								LC								LC				
2977	Microtus townsendii								LC								LC				
2978	Microtus transcaspicus								LC								LC				
2979	Microtus umbrosus								EN										EN		
2980	Microtus xanthognathus								LC								LC				
2981	Millardia gleadowi								LC								LC				
2982	Millardia kathleenae								LC								LC				
2983	Millardia kondana								CR											EN	
2984	Millardia meltada								LC								LC				
2985	Mimetillus moloneyi				LC				LC									LC			
2986	Mimon bennettii								LC											LC	
2987	Mimon cozumelae								LC							LC					
2988	Mindomys hammondi								EN											EN	
2989	Miniopterus aelleni																	LC			
2990	Miniopterus africanus				LC																
2991	Miniopterus ambohitrensis																	LC			
2992	Miniopterus australis								LC											LC	
2993	Miniopterus brachytragos																	LC			
2994	Miniopterus egeri																	LC			
2995	Miniopterus fraterculus				LC				LC									LC			
2996	Miniopterus fuscus								EN											EN	
2997	Miniopterus gleni																	LC			
2998	Miniopterus griffithsi																	DD			
2999	Miniopterus griveaudi								DD											DD	
3000	Miniopterus inflatus				LC				LC									LC			
3001	Miniopterus macrocneme								DD											LC	
3002	Miniopterus maghrebensis																	NT			
3003	Miniopterus magnater								LC											LC	
3004	Miniopterus mahafaliensis																	LC			
3005	Miniopterus majori								LC									LC			
3006	Miniopterus manavi																	LC			
3007	Miniopterus medius								LC											LC	
3008	Miniopterus minor				NT				DD											DD	
3009	Miniopterus natalensis				NT				LC									LC			
3010	Miniopterus newtoni								DD											DD	
3011	Miniopterus paululus								DD												
3012	Miniopterus petersoni																			DD	
3013	Miniopterus pusillus								LC												
3014	Miniopterus robustior								EN												
3015	Miniopterus schreibersii																			NT	
3016	Miniopterus shortridgei								DD								DD				
3017	Miniopterus sororculus								LC									LC			
3018	Miniopterus tristis								LC											LC	
3019	Miopithecus ogouensis								LC											NT	
3020	Miopithecus talapoin								LC											VU	
3021	Mirimiri acrodonta								CR											CR	
3022	Mirounga angustirostris								LC							LC					
3023	Mirounga leonina								LC							LC					
3024	Mirza coquereli								NT						EN						
3025	Mirza zaza								DD			VU			EN						
3026	Mirzamys louiseae																			LC	
3027	Mirzamys norahae																			DD	
3028	Mogera etigo								EN								EN				
3029	Mogera imaizumii								LC								LC				
3030	Mogera insularis								LC								LC				
3031	Mogera robusta								LC									LC			
3032	Mogera tokudae								NT								NT				
3033	Mogera uchidai								DD								VU				
3034	Mogera wogura								LC								LC				
3035	Molossops aequatorianus								VU								EN				
3036	Molossops mattogrossensis								LC											LC	
3037	Molossops neglectus								DD								DD				
3038	Molossops temminckii								LC							LC					
3039	Molossus alvarezi																DD				
3040	Molossus aztecus								LC											LC	
3041	Molossus bondae																	LC			
3042	Molossus coibensis																	LC			
3043	Molossus currentium																LC				
3044	Molossus molossus								LC							LC					
3045	Molossus pretiosus								LC											LC	
3046	Molossus rufus								LC							LC					
3047	Molossus sinaloae								LC								LC				
3048	Monachus monachus								CR					CR		EN				EN	
3049	Monodelphis adusta															LC					
3050	Monodelphis americana																LC				
3051	Monodelphis brevicaudata								LC							LC					
3052	Monodelphis dimidiata								LC			LC					LC				
3053	Monodelphis domestica								LC			LC					LC				
3054	Monodelphis emiliae								LC							LC					
3055	Monodelphis glirina																LC				
3056	Monodelphis handleyi											NT					DD				
3057	Monodelphis iheringi								DD								DD				
3058	Monodelphis kunsi								LC			LC				LC					
3059	Monodelphis osgoodi								LC							LC					
3060	Monodelphis palliolata								LC			LC					LC				
3061	Monodelphis peruviana																LC				
3062	Monodelphis reigi								VU			VU					VU				
3063	Monodelphis ronaldi								LC							LC					
3064	Monodelphis scalops																LC				
3065	Monodelphis unistriata								DD			CR					CR				
3066	Monodon monoceros								NT				NT					LC			
3067	Monophyllus plethodon								LC										LC		
3068	Monophyllus redmani								LC										LC		
3069	Monticolomys koopmani								LC								LC				
3070	Mops bakarii																	DD			
3071	Mops brachypterus				LC				LC						LC			LC			
3072	Mops condylurus				LC				LC									LC			
3073	Mops congicus				NT				LC									LC			
3074	Mops demonstrator				NT				LC									LC			
3075	Mops leucostigma								LC						LC			LC			
3076	Mops midas				LC				LC						LC			LC			
3077	Mops mops								NT						NT						
3078	Mops nanulus				LC				LC									LC			
3079	Mops niangarae				DD				DD						DD					DD	
3080	Mops niveiventer				LC				LC									LC			
3081	Mops petersoni				VU				VU		NT										
3082	Mops sarasinorum								DD						DD		DD				
3083	Mops spurrelli				LC				LC									LC			
3084	Mops thersites				LC				LC									LC			
3085	Mops trevori				VU				DD						DD					DD	
3086	Mormoops blainvillei								LC								LC				
3087	Mormoops megalophylla								LC											LC	
3088	Mormopterus acetabulosus																	EN			
3089	Mormopterus beccarii								LC									LC			
3090	Mormopterus cobourgianus																	LC			
3091	Mormopterus doriae								DD								DD				
3092	Mormopterus eleryi																	NT			
3093	Mormopterus francoismoutoui																	LC			
3094	Mormopterus halli																	DD			
3095	Mormopterus jugularis								LC									LC			
3096	Mormopterus kalinowskii								LC											LC	
3097	Mormopterus kitcheneri																	LC			
3098	Mormopterus lumsdenae																	LC			LC
3099	Mormopterus minutus								VU							VU					
3100	Mormopterus norfolkensis								VU												
3101	Mormopterus phrudus								VU								VU				
3102	Mormopterus planiceps								LC												
3103	Mormopterus ridei																	LC			
3104	Moschiola indica								LC							LC					
3105	Moschiola kathygre								LC							LC					
3106	Moschiola meminna								LC							LC					
3107	Moschus anhuiensis								EN							EN					
3108	Moschus berezovskii								EN							EN					
3109	Moschus chrysogaster								EN								EN				
3110	Moschus cupreus								EN							EN					
3111	Moschus fuscus								EN							EN					
3112	Moschus leucogaster								EN							EN					
3113	Moschus moschiferus								VU							VU					
3114	Mosia nigrescens								LC												
3115	Mungos gambianus								LC								LC				
3116	Mungos mungo								LC								LC				
3117	Mungotictis decemlineata								VU							EN					
3118	Muntiacus atherodes								LC								NT				
3119	Muntiacus crinifrons								VU								VU				
3120	Muntiacus feae								DD								DD				
3121	Muntiacus gongshanensis								DD								DD				
3122	Muntiacus montanus								DD								DD				
3123	Muntiacus muntjak								LC								LC				
3124	Muntiacus puhoatensis								DD								DD				
3125	Muntiacus putaoensis								DD								DD				
3126	Muntiacus reevesi								LC								LC				
3127	Muntiacus rooseveltorum								DD								DD				
3128	Muntiacus truongsonensis								DD								DD				
3129	Muntiacus vaginalis								LC								LC				
3130	Muntiacus vuquangensis								EN								CR				
3131	Murexia habbema								LC								LC				
3132	Murexia longicaudata								LC								LC				
3133	Murexia melanurus								LC								LC				
3134	Murexia naso								LC								LC				
3135	Murexia rothschildi								VU								NT				
3136	Muriculus imberbis				EN				LC								LC				
3137	Murina aenea								VU												
3138	Murina aurata								LC												
3139	Murina balaensis																	CR			
3140	Murina beelzebub																			DD	
3141	Murina bicolor																	LC			
3142	Murina cyclotis								LC												
3143	Murina florium								LC												
3144	Murina fusca								DD												
3145	Murina gracilis																	LC			
3146	Murina harrisoni																LC				
3147	Murina hilgendorfi								LC											LC	
3148	Murina huttoni								LC											LC	
3149	Murina jaintiana																	DD			
3150	Murina leucogaster								DD								LC				
3151	Murina pluvialis																	DD			
3152	Murina puta								NT											LC	
3153	Murina recondita																	LC			
3154	Murina rozendaali								VU												
3155	Murina ryukyuana								EN											EN	
3156	Murina suilla								LC												
3157	Murina tenebrosa								CR											CR	
3158	Murina tubinaris																			DD	
3159	Murina ussuriensis																			LC	
3160	Mus baoulei				LC				LC								LC				
3161	Mus booduga								LC								LC				
3162	Mus bufo				LC				LC								LC				
3163	Mus callewaerti				DD				LC											DD	
3164	Mus caroli								LC								LC				
3165	Mus cervicolor								LC								LC				
3166	Mus cookii								LC								LC				
3167	Mus crociduroides								DD								DD				
3168	Mus cypriacus							LC	LC									LC			
3169	Mus famulus								EN											EN	
3170	Mus fernandoni								EN											EN	
3171	Mus fragilicauda								DD								LC				
3172	Mus goundae				DD				DD								DD				
3173	Mus haussa				LC				LC								LC				
3174	Mus indutus				LC				LC								LC				
3175	Mus macedonicus								LC								LC				
3176	Mus mahomet				LC				LC								LC				
3177	Mus mattheyi				LC				LC								LC				
3178	Mus mayori								VU												
3179	Mus minutoides				LC				LC								LC				
3180	Mus musculoides								LC								LC				
3181	Mus musculus								LC								LC				
3182	Mus neavei				DD				DD									DD			
3183	Mus oubanguii				DD				DD								DD				
3184	Mus pahari								LC								LC				
3185	Mus phillipsi								LC								LC				
3186	Mus platythrix								LC								LC				
3187	Mus saxicola								LC								LC				
3188	Mus setulosus				LC				LC								LC				
3189	Mus setzeri				LC				LC								LC				
3190	Mus shortridgei								LC								LC				
3191	Mus sorella				LC				LC								LC				
3192	Mus spicilegus								LC								LC				
3193	Mus spretus				LC				LC								LC				
3194	Mus tenellus				LC				LC								LC				
3195	Mus terricolor								LC								LC				
3196	Mus triton				LC				LC								LC				
3197	Mus vulcani								VU								LC				
3198	Muscardinus avellanarius								LC								LC				
3199	Musonycteris harrisoni								VU							VU					
3200	Musseromys anacuao																			DD	
3201	Musseromys beneficus																			DD	
3202	Musseromys gulantang																			DD	
3203	Musseromys inopinatus																			DD	
3204	Mustela africana								LC								LC				
3205	Mustela altaica								NT								NT				
3206	Mustela erminea								LC								LC				
3207	Mustela eversmanii								LC								LC				
3208	Mustela felipei								VU								VU				
3209	Mustela frenata								LC								LC				
3210	Mustela itatsi								LC								NT				
3211	Mustela kathiah								LC								LC				
3212	Mustela lutreola								EN			CR					CR				
3213	Mustela lutreolina								DD								LC				
3214	Mustela nigripes								EN							EN					
3215	Mustela nivalis																LC			LC	
3216	Mustela nudipes								LC							LC					
3217	Mustela putorius								LC								LC				
3218	Mustela russelliana																DD				
3219	Mustela sibirica								LC								LC				
3220	Mustela strigidorsa								LC								LC				
3221	Mustela subpalmata								LC								LC				
3222	Mustela tonkinensis																DD				
3223	Mydaus javanensis								LC							LC					
3224	Mydaus marchei								LC							LC					
3225	Mylomys dybowskii				LC				LC								LC				
3226	Mylomys rex				DD				DD									DD			
3227	Myocastor coypus								LC					LC			LC				
3228	Myodes andersoni								LC								LC				
3229	Myodes californicus								LC								LC				
3230	Myodes centralis								LC								LC				
3231	Myodes gapperi								LC								LC				
3232	Myodes glareolus								LC								LC				
3233	Myodes regulus								LC								LC				
3234	Myodes rex								LC								LC				
3235	Myodes rufocanus								LC								LC				
3236	Myodes rutilus								LC								LC				LC
3237	Myodes shanseius								LC								LC				
3238	Myodes smithii								LC								LC				
3239	Myoictis leucura								DD								DD				
3240	Myoictis melas								LC								LC				
3241	Myoictis wallacei								LC								LC				
3242	Myoictis wavicus								DD								DD				
3243	Myomimus personatus								DD									DD			
3244	Myomimus roachi								VU												
3245	Myomimus setzeri								DD											DD	
3246	Myomyscus angolensis				LC				LC								LC				
3247	Myomyscus brockmani				LC				LC								LC				
3248	Myomyscus verreauxii				LC				LC								LC	LC			
3249	Myomyscus yemeni								LC											DD	
3250	Myonycteris brachycephala				EN				EN								EN				
3251	Myonycteris leptodon																LC				
3252	Myonycteris relicta				VU				VU								LC				
3253	Myonycteris torquata																LC				
3254	Myoprocta acouchy								LC								LC				
3255	Myoprocta pratti								LC								LC				
3256	Myopterus daubentonii				NT				DD											DD	
3257	Myopterus whitleyi				LC				LC									LC			
3258	Myopus schisticolor		NT						LC								LC				
3259	Myosciurus pumilio				DD				LC								LC				
3260	Myosorex babaulti				VU				NT											LC	
3261	Myosorex blarina				VU				EN												
3262	Myosorex bururiensis																VU				
3263	Myosorex cafer				LC				LC								LC				
3264	Myosorex eisentrauti				CR				CR								CR				
3265	Myosorex geata				DD				EN								EN				
3266	Myosorex gnoskei																EN				
3267	Myosorex jejei																VU				
3268	Myosorex kabogoensis																			DD	
3269	Myosorex kihaulei				EN				EN											EN	
3270	Myosorex longicaudatus				VU				VU												
3271	Myosorex okuensis				EN				EN								VU				
3272	Myosorex rumpii				CR				EN								EN				
3273	Myosorex schalleri				DD				DD								DD				
3274	Myosorex sclateri				VU				NT												
3275	Myosorex tenuis				DD				DD												
3276	Myosorex varius				LC				LC								LC				
3277	Myosorex zinki				VU				VU								LC				
3278	Myospalax aspalax								LC								LC				
3279	Myospalax myospalax								LC								LC				
3280	Myospalax psilurus								LC								LC				
3281	Myotis adversus								LC												
3282	Myotis aelleni								DD								DD				
3283	Myotis albescens								LC								LC				
3284	Myotis alcathoe								DD								DD				
3285	Myotis altarium								LC											LC	
3286	Myotis anjouanensis				DD				DD											DD	
3287	Myotis annamiticus								DD								DD				
3288	Myotis annatessae																			DD	
3289	Myotis annectans								LC												
3290	Myotis atacamensis								NT								EN				
3291	Myotis ater								LC												
3292	Myotis aurascens								LC								LC				
3293	Myotis auriculus								LC									LC			
3294	Myotis australis								DD												
3295	Myotis austroriparius								LC									LC			
3296	Myotis badius																			DD	
3297	Myotis bechsteinii								NT								NT				
3298	Myotis blythii								LC								LC				
3299	Myotis bocagii				LC				LC									LC			
3300	Myotis bombinus								NT											NT	
3301	Myotis borneoensis																	DD			
3302	Myotis brandtii								LC												
3303	Myotis bucharensis								DD											DD	
3304	Myotis californicus								LC									LC			
3305	Myotis capaccinii								VU								VU				
3306	Myotis chiloensis								LC								LC				
3307	Myotis chinensis								LC											LC	
3308	Myotis ciliolabrum								LC									LC			
3309	Myotis cobanensis								DD								DD				
3310	Myotis csorbai				DD				DD								DD				
3311	Myotis dasycneme								NT								NT				
3312	Myotis daubentonii								LC												
3313	Myotis davidii								LC											LC	
3314	Myotis dieteri								DD											DD	
3315	Myotis diminutus																	DD			
3316	Myotis dinellii								LC								LC				
3317	Myotis dominicensis								VU								VU				
3318	Myotis elegans								LC								LC				
3319	Myotis emarginatus								LC								LC				
3320	Myotis escalerai																	LC			
3321	Myotis evotis								LC									LC			
3322	Myotis federatus																	DD			
3323	Myotis fimbriatus																			LC	
3324	Myotis findleyi								EN								EN				
3325	Myotis formosus								LC												
3326	Myotis fortidens								LC									LC			
3327	Myotis frater								DD												
3328	Myotis gomantongensis								LC												
3329	Myotis goudoti								LC									LC			
3330	Myotis grisescens								NT										VU		
3331	Myotis hajastanicus								CR												
3332	Myotis hasseltii								LC												
3333	Myotis hermani								DD								DD				
3334	Myotis horsfieldii								LC											LC	
3335	Myotis ikonnikovi								LC												
3336	Myotis indochinensis																			DD	
3337	Myotis insularum								DD												
3338	Myotis izecksohni																	DD			
3339	Myotis keaysi								LC								LC				
3340	Myotis keenii								LC									LC			
3341	Myotis laniger								LC											LC	
3342	Myotis lavali																	LC			
3343	Myotis leibii								LC										EN		
3344	Myotis levis								LC								LC				
3345	Myotis longipes								DD								DD				
3346	Myotis lucifugus								LC										EN		
3347	Myotis macrodactylus								LC											LC	
3348	Myotis macropus								LC												
3349	Myotis macrotarsus								NT											LC	
3350	Myotis martiniquensis																NT				
3351	Myotis melanorhinus								LC									LC			
3352	Myotis moluccarum								LC												
3353	Myotis montivagus								LC												
3354	Myotis morrisi				VU				DD											DD	
3355	Myotis muricola																			LC	
3356	Myotis myotis								LC								LC				
3357	Myotis mystacinus								LC								LC				
3358	Myotis nattereri								LC												
3359	Myotis nesopolus								LC								LC				
3360	Myotis nigricans								LC											LC	
3361	Myotis nipalensis								LC											LC	
3362	Myotis nyctor																VU				
3363	Myotis occultus								LC										LC		
3364	Myotis oreias								DD								DD				
3365	Myotis oxyotus								LC										LC		
3366	Myotis peninsularis								EN								EN				
3367	Myotis pequinius								LC											LC	
3368	Myotis peytoni																	DD			
3369	Myotis pilosus								NT											VU	
3370	Myotis planiceps								EN								EN				
3371	Myotis pruinosus								EN											EN	
3372	Myotis punicus				DD				NT								DD				
3373	Myotis ridleyi								NT												
3374	Myotis riparius								LC								LC				
3375	Myotis rosseti								LC												
3376	Myotis ruber								NT											NT	
3377	Myotis rufopictus								DD								DD				
3378	Myotis schaubi								DD								DD				
3379	Myotis scotti				VU				VU									VU			
3380	Myotis secundus																	LC			
3381	Myotis septentrionalis								LC										NT		
3382	Myotis sicarius				VU				VU											VU	
3383	Myotis siligorensis								LC												
3384	Myotis simus								DD								DD				
3385	Myotis sodalis								EN								NT				
3386	Myotis soror																	DD			
3387	Myotis stalkeri								DD												
3388	Myotis thysanodes								LC									LC			
3389	Myotis tricolor				LC				LC									LC			
3390	Myotis velifer								LC											LC	
3391	Myotis vivesi								VU								VU				
3392	Myotis volans								LC											LC	
3393	Myotis welwitschii				LC				LC									LC			
3394	Myotis yanbarensis								CR											CR	
3395	Myotis yumanensis								LC											LC	
3396	Myrmecobius fasciatus								EN								EN				
3397	Myrmecophaga tridactyla						NT		NT		VU				VU						
3398	Mysateles melanurus								VU										VU		
3399	Mysateles prehensilis								NT												
3400	Mystacina robusta								CR												
3401	Mystacina tuberculata								VU												
3402	Mystromys albicaudatus			EN	EN				EN											VU	
3403	Myzopoda aurita								LC									LC			
3404	Myzopoda schliemanni								LC									LC			
3405	Naemorhedus baileyi								VU												
3406	Naemorhedus caudatus								VU												
3407	Naemorhedus goral								NT												
3408	Naemorhedus griseus								VU												
3409	Nandinia binotata								LC							LC					
3410	Nanger dama						CR		CR								CR				
3411	Nanger granti								LC								LC				
3412	Nanger soemmerringii							VU	VU								VU				
3413	Nannosciurus melanotis								LC								LC				
3414	Nannospalax ehrenbergi				LC				DD												
3415	Nannospalax leucodon								DD												
3416	Nannospalax xanthodon								DD												
3417	Nanonycteris veldkampii				LC				LC									LC			
3418	Napaeozapus insignis								LC								LC				
3419	Nasalis larvatus								EN												
3420	Nasua narica								LC								LC				
3421	Nasua nasua								LC								LC				
3422	Nasuella meridensis																EN				
3423	Nasuella olivacea																NT				
3424	Natalus espiritosantensis								NT								NT				
3425	Natalus jamaicensis								CR								CR				
3426	Natalus major								NT								NT				
3427	Natalus mexicanus																			LC	
3428	Natalus primus								CR								VU				
3429	Natalus stramineus								LC								LC				
3430	Natalus tumidirostris								LC								LC				
3431	Neacomys dubosti								LC									LC			
3432	Neacomys guianae								LC								LC				
3433	Neacomys minutus								LC									LC			
3434	Neacomys musseri								LC									LC			
3435	Neacomys paracou								LC									LC			
3436	Neacomys pictus								DD											DD	
3437	Neacomys spinosus								LC								LC				
3438	Neacomys tenuipes								LC								LC				
3439	Neamblysomus gunningi						EN		EN							EN					
3440	Neamblysomus julianae						CR		CR							CR					
3441	Necromys amoenus								LC								LC				
3442	Necromys benefactus								LC								LC				
3443	Necromys lactens								LC								LC				
3444	Necromys lasiurus								LC								LC				
3445	Necromys lenguarum								LC								LC				
3446	Necromys obscurus								NT											LC	
3447	Necromys punctulatus								DD											DD	
3448	Necromys temchuki								LC								LC				
3449	Necromys urichi								LC								LC				
3450	Nectogale elegans								LC								LC				
3451	Nectomys apicalis								LC								LC				
3452	Nectomys grandis																			DD	
3453	Nectomys palmipes								LC								LC				
3454	Nectomys rattus								LC								LC				
3455	Nectomys squamipes								LC								LC				
3456	Nelsonia goldmani								EN											EN	
3457	Nelsonia neotomodon								NT											LC	
3458	Neodon forresti								DD								DD				
3459	Neodon irene								LC								LC				
3460	Neodon juldaschi								LC								LC				
3461	Neodon linzhiensis																DD				
3462	Neodon sikimensis								LC								LC				
3463	Neofelis diardi								VU							VU					
3464	Neofelis nebulosa		VU						VU							VU	VU				
3465	Neofiber alleni								LC			LC					LC				
3466	Neohylomys hainanensis								EN								EN				
3467	Neomicroxus bogotensis								LC								LC				
3468	Neomicroxus latebricola								VU								VU			EN	
3469	Neomonachus schauinslandi								CR							EN					
3470	Neomys anomalus								LC								LC				
